source_paper,star_name,age_gyr,age_err_lo_gyr,age_err_hi_gyr,prot_days,age_method,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,ebpminrp_gspphot,g_rp,bp_rp_0,ruwe_flag
Engle_2023,GJ 213,9.5,1.5,1.5,158.6,kinematics,3.340477717172814e+18,85.547707594821,12.482359917793618,172.67623105398982,0.028589317575097,1997.3418701227267,-1569.3549468971642,10.11378002166748,11.743633270263672,8.873727798461914,2.869905471801758,1.114727020263672,0.0,1.2400522232055664,2.869905471801758,False
Engle_2023,Barnard's Star (GJ 699),9.5,1.5,1.5,149.1,kinematics,4.472832130942576e+18,269.4485025254384,4.739420051112412,546.975939730948,0.0401163548231124,-801.5509783684709,10362.394206546573,8.193974494934082,9.791788101196287,6.9580912590026855,2.8336968421936035,1.084850549697876,0.0,1.2358832359313965,2.8336968421936035,False
Engle_2023,GJ 273,9.5,1.5,1.5,157.3,kinematics,3.1398479063079496e+18,111.85462844259372,5.209382701706996,264.12689775460655,0.04127979,571.2323467293181,-3691.4865653792745,8.576388,10.111705,7.3539467,2.7577581,1.2387705,0.0,1.2224417,2.7577581,True
Engle_2023,LHS 1802,9.97,2.39,1.98,150.4,wd_companion,1.980272711400752e+17,88.93244720039185,46.84707955960631,33.56248391329198,0.018849714,12.720574355033405,-529.4370401389497,14.059253,15.755185,12.813098,2.9420872,1.1706221,,1.2461548,,False
Engle_2023,LHS 182,11.5,1.5,1.0,161.4,kinematics,2.4339167779404646e+17,57.55627936691869,43.42585030654895,,,,,20.87667465209961,22.22134780883789,20.128293991088867,2.0930538177490234,,,0.7483806610107422,,
Engle_2023,GJ 1062,11.5,1.5,1.0,159.5,kinematics,5.115463180914713e+18,54.572021668602574,-11.49906945105181,61.88605144828595,0.021998767,1458.2007377243792,-2696.5451254401264,12.066338,13.255437,10.986762,2.2686749,1.4495507,0.0,1.0795755,2.2686749,True
Engle_2023,LHS 3382,11.5,1.5,1.0,169.2,kinematics,2.2695200284118748e+18,275.47022281263065,77.1619812397175,11.64912638936515,0.03943265,-21.6354201728922,819.3089185338499,16.21729,17.306152,15.189554,2.1165981,1.0562376,,1.0277367,,False
Engle_2023,LHS 216,11.5,1.5,1.0,174.4,kinematics,3.34575283036596e+18,93.5100580746327,15.159632016202606,23.745341687175145,0.01945614,750.011876012003,-1226.426005462441,13.765578,14.881888,12.7164955,2.1653929,1.1294935,,1.0490828,,False
Engle_2023,Kapteyn's Star (GJ 191),11.5,1.5,1.0,153.2,kinematics,4.810594479418042e+18,77.9599373502188,-45.0438126993602,254.19859326384577,0.0168427433818578,6491.223339061598,-5708.614150045243,8.063551902770996,9.086243629455566,7.059597969055176,2.02664566040039,1.170168399810791,0.0,1.0039539337158203,2.02664566040039,False
Engle_2023,GJ 157.1,9.5,1.5,1.5,142.7,kinematics,6.719892517233754e+16,59.97722359716393,26.08875545690686,43.6472342258144,0.35264942,730.9157017329952,-255.8520335787411,11.467834,12.857243,10.2984495,2.558793,12.874119,,1.169385,,True
Engle_2023,LHS 353,4.42,1.52,2.13,61.2,wd_companion,3.6300155461771817e+18,202.5066423755024,-8.70917931639764,62.2806924078119,0.041980937,-1114.0153193697552,-473.8586392027861,12.70625,14.502465,11.427612,3.074853,1.5704417,,1.2786379,,True
Engle_2023,GJ 581,9.5,1.5,1.5,148.1,kinematics,6.322070093095494e+18,229.8563013332923,-7.722707024157902,158.71827296463243,0.030101538,-1221.2776289653712,-97.22923861858034,9.421787,10.813405,8.251837,2.5615683,1.3033525,0.0,1.1699505,2.5615683,True
Engle_2023,G130-6,3.6,1.73,1.84,49.5,wd_companion,2.87173075892171e+18,355.9701730825664,32.593828350519495,,,,,10.610644,11.941395,9.431913,2.5094814,,,1.178731,,
Engle_2023,LP 498-25,3.8,1.58,0.7,49.0,wd_companion,3.738752852026813e+18,204.7877468854365,12.156739432061372,19.279788020346192,0.023063565,122.24208464069316,-133.2449407745248,13.015613,14.282706,11.902324,2.3803825,1.2225158,,1.1132889,,True
Engle_2023,LP 856-54,2.52,0.61,1.58,23.27,wd_companion,6.177238671977087e+18,207.84714554547432,-27.56544382050014,26.680999777856275,0.01839942,71.41615057467749,-197.3124498723812,11.630171,12.732745,10.58804,2.1447048,1.126384,,1.0421305,,False
Engle_2023,G59-39,3.2,0.93,1.96,33.82,wd_companion,3.9309220583561134e+18,191.80432988339743,14.70456384640075,16.49849612789839,0.021312071,-354.72242963953374,149.3099996312833,12.7773905,13.775156,11.7843075,1.9908485,1.2233597,,0.993083,,True
Engle_2023,LP 775-52,3.39,0.2,0.29,36.9,wd_companion,3.175193288128401e+18,65.4322879086024,-16.000920048778102,21.3554414317908,0.029057447,267.44587033423124,-171.73070557909446,11.713509,12.747372,10.687969,2.0594025,2.0176597,,1.0255394,,True
Engle_2023,G111-72,3.64,0.68,1.35,38.96,wd_companion,9.083643874416576e+17,125.01659129695626,38.57694746083617,22.52434660109524,0.018565306,-181.91045107088627,-256.6081431554214,12.280472,13.390044,11.235033,2.1550112,1.3057456,0.0002,1.0454388,2.1548111,True
Engle_2023,HIP 43232 B,3.95,0.35,0.35,41.3,ms_companion,6.61794060190112e+17,132.10361650906583,20.705080361504653,13.60968072696216,0.018508242,-45.93470560864445,-34.74176155758028,13.873146,15.085483,12.779844,2.3056383,1.1696215,0.1312,1.0933018,2.1744382,False
Engle_2023,LP 587-54,6.34,1.38,1.49,59.5,wd_companion,2.4853053701143286e+18,20.81637020647648,-2.145728135802783,23.15136954730829,0.03186558,233.95583014880245,37.65201503804685,11.71621,12.845122,10.654177,2.1909456,1.5598187,,1.0620337,,True
Engle_2023,GJ 366,9.5,1.5,1.5,87.1,kinematics,1.1304502700739246e+18,146.70363523803653,76.03947042549247,63.325063023847214,0.01529024,87.3667512611242,-1000.440301995851,9.792734,10.867223,8.757159,2.1100636,1.0442513,,1.0355749,,False
Engle_2023,GJ 328,9.5,1.5,1.5,80.5,kinematics,5.776024963454902e+17,133.78195701408768,1.5418558693942337,48.74043421971609,0.018374817,44.94399530668833,-1045.8758431663468,9.289488,10.186295,8.353907,1.8323879,1.0623425,0.0005,0.9355812,1.831888,False
Engle_2023,GJ 2131 A,3.47,1.69,1.69,34.82,wd_companion,4.149820284980989e+18,266.4725484874863,-13.305792976227098,25.77943179786204,0.0309294052422046,55.256704877381786,92.75019370374528,11.218145370483398,12.150940895080566,10.262255668640137,1.8886852264404297,1.4233086109161377,,0.9558897018432616,,True
Engle_2023,LP 552-48,9.88,2.06,1.78,83.2,wd_companion,3.817534337625985e+18,170.87509547259216,7.024697236311857,27.02506049844168,0.46924323,172.10563522175994,-49.87962122637029,9.833677,10.587264,8.950231,1.6370335,27.549984,,0.8834467,,True
Engle_2023,LHS 343,11.5,1.5,1.0,89.2,kinematics,3.931313793733241e+18,194.0967075237245,15.68989248656627,17.38785833074205,0.015066933,-478.4577927373973,-1311.280499852875,13.252852,14.039905,12.386014,1.6538906,1.1211435,0.0004,0.86683846,1.6534907,False
Engle_2023,LHS 173,11.5,1.5,1.0,85.3,kinematics,2.2274934341444365e+17,52.227698158214295,37.37771073269072,36.90719800007177,0.0226272,1122.1763715002862,-1065.6656513527057,10.503306,11.299964,9.631461,1.6685028,1.2250491,,0.87184525,,True
Engle_2023,LHS 174,11.5,1.5,1.0,90.4,kinematics,2.2098919709605504e+17,52.68941572208075,34.01200058890383,36.65443101768253,0.033869635,497.8823177377405,-1499.3112796933915,12.035498,12.980215,11.070039,1.9101763,1.2666509,,0.96545887,,True
Engle_2023,NSV 11919,1.97,0.35,0.98,21.07,wd_companion,4.201781696994083e+18,290.13909487970443,-7.662944466801488,95.1783951524141,0.031006021,-70.59099363530763,-177.97403713224622,10.972157,12.369064,9.807171,2.5618935,1.1695817,,1.1649857,,False
