source_id,A_V,A_V_err,A_Ks,A_Ks_err,dustmap_used
5204815332648173440,0.0,0.0,0.0,0.0,none
5364934122930119552,0.0,0.0,0.0,0.0,none
5201378641555926784,0.3313219284270045,0.048769807522807976,0.025843110417306348,0.0040282931603278374,Edenhofer
5201196599363180928,0.34535340175797374,0.018234443007562044,0.026937565337121952,0.001982726051944622,Edenhofer
5201553704423697792,0.9718302011335941,0.02042838885160089,0.07580275568842033,0.004201217950281695,Edenhofer
5225597889120103424,0.4396257637144081,0.007391547149639352,0.03429080956972383,0.0018506031846276401,Edenhofer
5201361599124919936,0.9330739169837413,0.008074231821427424,0.07277976552473182,0.003785058321923393,Edenhofer
5201120634278654208,1.8366206754370034,0.17885775810258972,0.14325641268408626,0.01576700866014865,Edenhofer
5201129116838717312,1.7432885600156707,0.5473015610275911,0.13597650768122233,0.04325529040667979,Edenhofer
5201126441074447872,0.7044350895433559,0.14731562811754717,0.05494593698438176,0.01183106020491182,Edenhofer
5226193446465971072,0.0,0.0,0.0,0.0,none
5201351806599748992,0.7922991921446045,0.010458164492024786,0.06179933698727915,0.003272496712664953,Edenhofer
5201163480873128064,0.34281358089452085,0.13204228241721588,0.026739459309772628,0.01039018182231081,Edenhofer
5225374074083637376,0.7837692820176013,0.02604104952255174,0.061134003997372906,0.0037355708541300563,Edenhofer
5201265666735512064,0.7246624121214621,0.03507962384835583,0.05652366814547404,0.003986103179987277,Edenhofer
5201264464144664832,0.41277995408400237,0.024931914034742063,0.032196836418552185,0.002551080771135377,Edenhofer
5201272195086070144,0.40647916336936774,0.021406396886870644,0.03170537474281068,0.002330557781229571,Edenhofer
3558854607781867392,0.0,0.0,0.0,0.0,none
3546082474555658240,0.0,0.0,0.0,0.0,none
3541351963215841408,0.0,0.0,0.0,0.0,none
3916501104364276480,0.011129329492253719,9.435019641948211e-06,0.0008680877003957901,4.452340052572661e-05,Edenhofer
5343936233991963392,0.0,0.0,0.0,0.0,none
5368673630700201984,0.0,0.0,0.0,0.0,none
5200035927402217088,0.02327131082121724,1.407692177388352e-05,0.0018151622440549448,9.309171886467694e-05,Edenhofer
3492638237986110080,0.0,0.0,0.0,0.0,none
3571164636886908544,0.0,0.0,0.0,0.0,none
5841382846589454080,0.03152674878484819,1.392628469773574e-05,0.0024590864052181586,0.00012611167337957965,Edenhofer
5841334609821849472,0.03588826460725294,0.00184088674022929,0.002799284639365729,0.00020304021547867053,Edenhofer
5854831974036429056,0.03087128698055307,2.3596920557095517e-05,0.0024079603844831396,0.00012349886403429278,Edenhofer
6131349562059299712,0.0,0.0,0.0,0.0,none
6132146982868270976,0.026309319750498335,5.434117727525541e-06,0.00205212694053887,0.00010523813258532111,Edenhofer
6146107993101452160,0.0,0.0,0.0,0.0,none
3496359397652313856,0.0,0.0,0.0,0.0,none
6185498443844034944,0.031235786192719002,4.9778262964007045e-05,0.002436391323032082,0.00012500345923036415,Edenhofer
6080854078239398016,0.05802175683063537,0.00249382314908684,0.004525697032789559,0.0003028229194966126,Edenhofer
6192641081831733760,0.0,0.0,0.0,0.0,none
6070093879497533824,0.03615747425344695,0.0008676270104759803,0.0028202829917688623,0.00015967999286988215,Edenhofer
6191370493065717504,0.0,0.0,0.0,0.0,none
6064353054428529152,0.043217067669603475,0.0002424082048055054,0.003370931278229071,0.00017389923927337673,Edenhofer
1495487688115551744,0.0,0.0,0.0,0.0,none
5845972349875278720,0.0,0.0,0.0,0.0,none
6089133916200093696,0.05521234009162396,0.0004400456062887517,0.004306562527146668,0.0002235006634427874,Edenhofer
3652796572020424448,0.0,0.0,0.0,0.0,none
6104139604209342464,0.0,0.0,0.0,0.0,none
1235125877277843840,0.0,0.0,0.0,0.0,none
5890493602926306048,0.0,0.0,0.0,0.0,none
1385537727928475520,0.0,0.0,0.0,0.0,none
4463908945532756992,0.0,0.0,0.0,0.0,none
1412432297740307456,0.0,0.0,0.0,0.0,none
5978985558581221760,0.0,0.0,0.0,0.0,none
6648834361774839040,0.0,0.0,0.0,0.0,none
6414282147589248000,0.0,0.0,0.0,0.0,none
