object,source_survey_name,source_survey_id,ref,Prot,e_Prot,ageMyr,e_ageMyr,TIC_ID,GaiaDR2_ID,GaiaDR3_ID,bp_rp,ebpminrp_gspphot,ruwe,parallax,bprp0
2MASS J05015746-0656459,2MASS,J05015746-0656459,LWRD,94.75,0.95,5662.0,1355.0,471012347.0,3.1871154988666757e+18,3187115498866675456,3.0327492,,1.1008298,186.04662779359128,
2MASS J05111098-4903597,2MASS,05111098-4903597,Mamonova2025,2.21,,42.0,,219396049.0,4.773708200768145e+18,4773708200768145664,2.6849966,,1.3312722,14.185232216715177,
2MASS J05142878-1514546,2MASS,05142878-1514546,Mamonova2025,3.55,,24.0,,188969240.0,2.983526111937415e+18,2983526111937415040,2.7773886,0.3721,1.2026119,13.225923283675002,2.4052887
2MASS J05172292-3521545,2MASS,05172292-3521545,Mamonova2025,1.925,,24.0,,77957301.0,4.822636399484229e+18,4822636399484228224,2.8111095,,17.883001,85.45190598238578,
2MASS J05195695-1124440,2MASS,05195695-1124440,Mamonova2025,4.3,,24.0,,24518895.0,2.989206326445904e+18,2989206326445903616,2.5142078,0.0832,1.2988499,14.2403912302874,2.4310079
2MASS J05240991-4223054,2MASS,05240991-4223054,Mamonova2025,4.3,,24.0,,7417615.0,4.806531504778015e+18,4806531509075189632,2.1020746,,5.890876,8.593197601295524,
2MASS J05241317-2104427,2MASS,05241317-2104427,Mamonova2025,4.16,,24.0,,393794445.0,2.968166003220174e+18,2968166003220173696,2.707221,,1.2924142,17.159402382272855,
2MASS J05294468-3239141,2MASS,05294468-3239141,Mamonova2025,1.53,,24.0,,24452802.0,2.901786974419551e+18,2901786974419551488,3.0310059,,1.2123904,33.599383031038734,
2MASS J05320450-0305291,2MASS,05320450-0305291,Mamonova2025,4.374,,24.0,,50745582.0,3.216729573251962e+18,3216729573251961856,2.2660027,,33.49796,27.221039825331268,
2MASS J05332558-5117131,2MASS,05332558-5117131,Mamonova2025,5.189,,45.0,,235056185.0,4.793327233418051e+18,4793327233418050176,1.8092527,0.027,0.9670179,18.559930069813927,1.7822528
2MASS J05332802-4257205,2MASS,05332802-4257205,Mamonova2025,1.24,,24.0,,302962949.0,4.805600119646735e+18,4805600119646735616,3.0009775,,11.767297,95.93197430133851,
2MASS J05381615-6923321,2MASS,05381615-6923321,Mamonova2025,1.183,,149.0,,277298771.0,4.657651793560006e+18,4657651793560005632,1.9960337,,0.7646674,18.905045328222336,
2MASS J05392505-4245211,2MASS,05392505-4245211,Mamonova2025,5.389,,42.0,,220622233.0,4.803022688295733e+18,4803022688295732992,2.3517075,,1.2099383,20.269244451093364,
2MASS J05395494-1307598,2MASS,05395494-1307598,Mamonova2025,1.9,,24.0,,46625172.0,3.0086555532692603e+18,3008655553269260032,2.5346603,0.3046,1.140124,12.733973327324252,2.2300603
2MASS J05421278-3738180,2MASS,05421278-3738180,Mamonova2025,5.4,,45.0,,21444273.0,4.808702322985185e+18,4808702322985185280,2.042225,,1.0919313,17.619120948802035,
2MASS J05422387-2758031,2MASS,05422387-2758031,Mamonova2025,2.38,,24.0,,32644711.0,2.907717843219727e+18,2907717843219726848,2.8783455,,1.2430902,15.190580069138012,
2MASS J05425587-0718382,2MASS,05425587-0718382,Mamonova2025,0.487,,24.0,,279640409.0,3.015860275008838e+18,3015860275008838272,2.6512203,0.3382,6.228497,11.832827901072122,2.3130202
2MASS J05432676-3025129,2MASS,05432676-3025129,Mamonova2025,0.842,,24.0,,100481123.0,2.903814611300495e+18,2903814611300494720,1.9476843,0.0532,1.1207469,11.53166286452285,1.8944843
2MASS J05471788-2856130,2MASS,05471788-2856130,Mamonova2025,0.45,,24.0,,32816814.0,2.904575778287588e+18,2904575778287587968,2.755149,,8.571645,16.437677129751116,
2MASS J05531299-4505119,2MASS,05531299-4505119,Mamonova2025,4.162,,149.0,,151584725.0,4.801730010515511e+18,4801730010515510784,2.0099497,,1.1146793,32.0229022380493,
2MASS J05564066-1018378,2MASS,05564066-1018378,Mamonova2025,1.65,,24.0,,67160409.0,2.9992542134536786e+18,2999254213453678720,2.7754078,0.0,1.2657638,62.839589174111936,2.7754078
2MASS J06112997-7213388,2MASS,06112997-7213388,Mamonova2025,5.548,,24.0,,141807839.0,5.266182443853175e+18,5266182443853174784,2.8372355,,,,
2MASS J06180730+7506032,2MASS,06180730+7506032,Mamonova2025,0.538,,24.0,,138168262.0,1.1158984784958863e+18,1115898478495886464,2.207634,,9.024629,31.68791531122468,
2MASS J06224133-2737531,2MASS,06224133-2737531,Mamonova2025,9.75,,24.0,,49672084.0,2.898608526823037e+18,2898608526823037184,2.708125,0.0,1.4132496,37.18468731651341,2.708125
2MASS J06234024-7504327,2MASS,06234024-7504327,Mamonova2025,1.15,,24.0,,141975926.0,5.261761930366088e+18,5261761930366088320,2.5252523,,2.8468254,15.135547909648178,
2MASS J06352229-5737349,2MASS,06352229-5737349,Mamonova2025,6.954,,24.0,,348839788.0,5.484571119849822e+18,5484571119849822464,1.9661341,,1.0903549,42.745215550881625,
2MASS J06362522+4349473,2MASS,06362522+4349473,Mamonova2025,1.589,,24.0,,190332444.0,9.641779341299176e+17,964177934129917696,2.7342415,,1.270389,19.90442817197356,
2MASS J06373215-2823125,2MASS,06373215-2823125,Mamonova2025,7.1,,24.0,,172255639.0,2.895507384340008e+18,2895507384340007936,2.414425,,1.5653214,23.34490615484507,
2MASS J06380031-4056011,2MASS,06380031-4056011,Mamonova2025,3.36,,50.0,,147948930.0,5.569783309659511e+18,5569783309659510400,2.8023605,,1.2820922,25.9297020454803,
2MASS J06575703+6219197,2MASS,J06575703+6219197,LWRD,54.5,0.55,3899.0,513.0,88384320.0,1.0992886330741632e+18,1099288633074163328,3.2702894,,1.9316465,87.03112634346951,
2MASS J07013884-6236059,2MASS,07013884-6236059,Mamonova2025,3.915,,24.0,,167891320.0,5.286760525517038e+18,5286760525517037568,2.0294418,0.2102,1.4142228,11.35862675518396,1.8192419
2MASS J07065772-5353463,2MASS,07065772-5353463,Mamonova2025,2.864,,42.0,,293968698.0,5.49150684349585e+18,5491506843495850240,1.8659029,,0.9872,21.36064438321851,
2MASS J07170438-6311123,2MASS,07170438-6311123,Mamonova2025,0.28,,42.0,,349273278.0,5.285793436321718e+18,5285793436321718144,2.299755,,2.704721,15.457526332190987,
2MASS J07420784-6243554,2MASS,07420784-6243554,Mamonova2025,1.843,,24.0,,350142099.0,5.288949863624851e+18,5288949863624851200,2.8443708,0.0,1.2064464,38.49258746755229,2.8443708
2MASS J07491271-7642065,2MASS,07491271-7642065,Mamonova2025,2.82,,24.0,,272232401.0,5.213167330349528e+18,5213167330349528064,2.5644093,0.0,1.0714872,91.82632072954252,2.5644093
2MASS J08185942-7239561,2MASS,08185942-7239561,Mamonova2025,6.649,,45.0,,287584993.0,5.221009695816673e+18,5221009695816673536,1.8792534,0.0019,1.1845127,12.444237691209464,1.8773534
2MASS J08224744-5726530,2MASS,08224744-5726530,Mamonova2025,1.17,,24.0,,342888849.0,5.315595737654226e+18,5315595737654226304,3.0491724,0.0,2.2877579,77.6317258540173,3.0491724
2MASS J08412528-5736021,2MASS,08412528-5736021,Mamonova2025,2.65,,24.0,,45302816.0,5.314991556010306e+18,5314991556010305024,2.5165224,,1.6057644,13.710561907405015,
2MASS J08422710-7857479,2MASS,08422710-7857479,Mamonova2025,3.1,,24.0,,323292535.0,5.209037736474705e+18,5209037736474704512,2.864028,0.4422,1.271774,10.152221176913145,2.421828
2MASS J08423879-7854427,2MASS,08423879-7854427,Mamonova2025,1.84,,24.0,,323292484.0,5.209038423669475e+18,5209038423669475712,2.502389,0.3074,1.5248443,10.193333540815678,2.194989
2MASS J08441637-7859080,2MASS,08441637-7859080,Mamonova2025,1.92,,24.0,,323350447.0,5.209025366968906e+18,5209025366968905856,3.128312,,,,
2MASS J08465879-7246588,2MASS,08465879-7246588,Mamonova2025,9.386,,149.0,,397188848.0,5.220352638838228e+18,5220352638838227584,1.8547916,,1.1867169,21.94564858470373,
2MASS J08475676-7854532,2MASS,08475676-7854532,Mamonova2025,1.254,,24.0,,323354786.0,5.20911830576562e+18,5209118305765620096,2.4591885,,2.726142,10.283699328372531,
2MASS J08521813-1913169,2MASS,08521813-1913169,Mamonova2025,3.158,,24.0,,51867348.0,5.704769390127989e+18,5704769390127988224,2.1641312,,1.4727862,21.61778697886267,
2MASS J08524466+2230523,2MASS,08524466+2230523,Mamonova2025,2.54,,24.0,,197214814.0,6.861708858126808e+17,686170885812680832,2.6765747,0.0429,1.2160407,30.65269876269917,2.6336746
2MASS J09032434-6348330,2MASS,09032434-6348330,Mamonova2025,1.29,,24.0,,357023705.0,5.29710060774408e+18,5297100607744079872,1.9494638,0.1348,1.1511767,12.817613398580658,1.8146639
2MASS J09123564-1517033,2MASS,09123564-1517033,Mamonova2025,5.079,,24.0,,307770692.0,5.731289881171737e+18,5731289881171736832,2.0126457,,1.4033636,21.982590054737997,
2MASS J09152912-7608471,2MASS,09152912-7608471,Mamonova2025,4.268,,5.0,,452448437.0,5.215814919990121e+18,5215814919990121856,1.775631,0.7575,5.5928617,9.022480003699355,1.018131
2MASS J09164398-2447428,2MASS,09164398-2447428,Mamonova2025,2.599,,24.0,,70563385.0,5.650465782142675e+18,5650465782142674944,2.0440207,,13.700219,23.022533075854007,
2MASS J09180165-5452332,2MASS,09180165-5452332,Mamonova2025,0.37,,24.0,,386411251.0,5.310606287025188e+18,5310606291358320512,3.1587448,,5.3204064,19.39624127926681,
2MASS J09315840-6209258,2MASS,09315840-6209258,Mamonova2025,1.93,,24.0,,360779428.0,5.250988846733325e+18,5250988846733325312,2.6877708,0.3679,1.3104504,12.753475753465288,2.319871
2MASS J09331427-4848331,2MASS,09331427-4848331,Mamonova2025,0.403,,42.0,,298801915.0,5.410009942142844e+18,5410009942142844032,1.634798,0.0024,1.0001439,21.608712148628616,1.632398
2MASS J09345604-7804193,2MASS,09345604-7804193,Mamonova2025,2.24,,24.0,,323880595.0,5.203033750152434e+18,5203033750152434176,2.6054535,,,,
2MASS J09353126-2802552,2MASS,09353126-2802552,Mamonova2025,1.34,,24.0,,189589023.0,5.633901948708916e+18,5633901948708916352,1.7508411,,1.027774,17.79143380735523,
2MASS J09455843-3253299,2MASS,09455843-3253299,Mamonova2025,0.31,,24.0,,11974826.0,5.439029627401396e+18,5439029627401396096,3.1854277,,1.7222837,83.24973178967333,
2MASS J10010873-7913074,2MASS,10010873-7913074,Mamonova2025,2.943,,5.0,,394241607.0,5.201932413160136e+18,5201932413160136064,2.1282225,0.1833,1.2001979,12.318765559092745,1.9449224
2MASS J10222117-7509579,2MASS,10222117-7509579,Mamonova2025,7.95,,24.0,,453595277.0,5.204815332648174e+18,5204815332648173440,1.6513443,0.145,1.038724,14.958645299389634,1.5063443
2MASS J10252563-4918389,2MASS,10252563-4918389,Mamonova2025,4.1,,50.0,,446764692.0,5.36493412293012e+18,5364934122930119552,2.791338,0.0021,1.5807123,39.1592507631955,2.789238
2MASS J10555973-7724399,2MASS,10555973-7724399,Mamonova2025,6.5,,5.0,,277553960.0,5.201378641555927e+18,5201378641555926784,2.4190235,1.6777,1.2613646,5.450145246685662,0.7413235
2MASS J10590108-7722407,2MASS,10590108-7722407,Mamonova2025,6.548,,5.0,,277671413.0,5.201196599363181e+18,5201196599363180928,1.8721848,1.2235,1.353341,5.460943766453318,0.64868474
2MASS J11004022-7619280,2MASS,11004022-7619280,Mamonova2025,6.638,,5.0,,454242639.0,5.201553704423697e+18,5201553704423697792,2.8941822,0.6781,1.1673148,5.181089894911381,2.216082
2MASS J11004928-7540414,2MASS,11004928-7540414,Mamonova2025,6.537,,5.0,,454243404.0,5.225597889120103e+18,5225597889120103424,3.1617928,0.6535,1.0600202,5.199356468915603,2.5082927
2MASS J11052472-7626209,2MASS,11052472-7626209,Mamonova2025,4.499,,5.0,,454290635.0,5.20136159912492e+18,5201361599124919936,2.6415586,0.569,1.1526576,5.15651396332934,2.0725586
2MASS J11071148-7746394,2MASS,11071148-7746394,Mamonova2025,1.152,,5.0,,454291699.0,5.201120634278654e+18,5201120634278654208,3.3458328,,1.5279953,5.2214722152794,
2MASS J11072022-7738111,2MASS,11072022-7738111,Mamonova2025,2.58,,5.0,,454291766.0,5.201129116838717e+18,5201129116838717312,3.099184,,0.83685213,5.218985142596846,
2MASS J11075809-7742413,2MASS,11075809-7742413,Mamonova2025,6.529,,5.0,,454291734.0,5.201126441074448e+18,5201126441074447872,3.0733795,2.5612,1.0611948,5.332851618438728,0.5121796
2MASS J11091606-7352465,2MASS,11091606-7352465,Mamonova2025,0.84,,24.0,,454323762.0,5.226193446465971e+18,5226193446465971072,2.4983835,0.1905,1.3115039,15.376741797007906,2.3078835
2MASS J11091769-7627578,2MASS,11091769-7627578,Mamonova2025,4.29,,5.0,,454327504.0,5.201351806599749e+18,5201351806599748992,2.2274828,,3.083098,5.084959475643422,
2MASS J11102852-7716596,2MASS,11102852-7716596,Mamonova2025,7.943,,5.0,,454328873.0,5.201163480872489e+18,5201163480873128064,3.847188,,1.1258028,5.479650094158867,
2MASS J11113965-7620152,2MASS,11113965-7620152,Mamonova2025,4.6,,5.0,,454363835.0,5.225374074083637e+18,5225374074083637376,2.3182726,2.4413,1.986235,5.205982267044315,-0.123027325
2MASS J11124210-7658400,2MASS,11124210-7658400,Mamonova2025,4.48,,5.0,,454364474.0,5.201265666735512e+18,5201265666735512064,1.8782797,0.792,1.2907345,5.297503787392892,1.0862796
2MASS J11132012-7701044,2MASS,11132012-7701044,Mamonova2025,6.0,,5.0,,454365974.0,5.201264464144665e+18,5201264464144664832,2.244378,0.3395,1.0705322,5.397397828414486,1.9048781
2MASS J11173700-7704381,2MASS,11173700-7704381,Mamonova2025,12.784,,5.0,,454404691.0,5.20127219508607e+18,5201272195086070144,1.9945154,1.3206,1.6177418,5.294452699844947,0.6739154
2MASS J11194820-1632381,2MASS,11194820-1632381,Mamonova2025,1.16,,24.0,,335380087.0,3.5588546077818675e+18,3558854607781867392,3.361395,0.0002,1.2564784,42.0213781713129,3.3611948
2MASS J11265079-1844585,2MASS,11265079-1844585,Mamonova2025,0.13,,24.0,,219249241.0,3.546082474555658e+18,3546082474555658240,2.8105946,,8.617458,17.498548789009124,
2MASS J11295141-2146118,2MASS,11295141-2146118,Mamonova2025,2.12,,24.0,,219443066.0,3.5413519632158413e+18,3541351963215841408,2.1957064,,1.220185,17.033804867003663,
2MASS J11431742+1123126,2MASS,11431742+1123126,Mamonova2025,0.751,,24.0,,380618457.0,3.9165011043642767e+18,3916501104364276480,1.4717455,0.2063,0.8995237,10.19720490647438,1.2654455
2MASS J11455177-5520456,2MASS,11455177-5520456,Mamonova2025,5.421,,10.0,,268129495.0,5.343936233991964e+18,5343936233991963392,1.452363,0.0001,0.9595162,23.99248821147893,1.452263
2MASS J11462310-5238519,2MASS,11462310-5238519,Mamonova2025,0.14,,24.0,,94088626.0,5.368673630700202e+18,5368673630700201984,3.0660648,,1.1203005,17.324541606520086,
2MASS J11493184-7851011,2MASS,11493184-7851011,Mamonova2025,7.994,,24.0,,356900912.0,5.200035927402217e+18,5200035927402217088,2.1370888,0.2863,1.5081141,9.94221636942759,1.8507888
2MASS J11575352-2349007,2MASS,11575352-2349007,Mamonova2025,3.067,,24.0,,428657074.0,3.49263823798611e+18,3492638237986110080,2.9700823,,1.4101081,26.623585142702883,
2MASS J12062214-1314559,2MASS,12062214-1314559,Mamonova2025,1.45,,24.0,,385330728.0,3.571164636886485e+18,3571164636886908544,2.6547098,,23.037659,32.84940603272076,
2MASS J12194369-7403572,2MASS,12194369-7403572,Mamonova2025,6.7,,24.0,,359766954.0,5.841382846589454e+18,5841382846589454080,2.0814285,0.2417,0.9142643,9.919173332125576,1.8397286
2MASS J12202177-7407393,2MASS,12202177-7407393,Mamonova2025,1.535,,24.0,,359767082.0,5.841334609812006e+18,5841334609821849472,2.1992798,,11.496256,8.419551643554382,
2MASS J12210499-7116493,2MASS,12210499-7116493,Mamonova2025,6.855,,24.0,,447994659.0,5.854831974036429e+18,5854831974036429056,1.716835,0.5383,0.9760787,10.063625727062956,1.178535
2MASS J12225061-0404462,2MASS,12225061-0404462,Mamonova2025,0.32,,24.0,,147684853.0,3.693059549662672e+18,3693059553959836032,3.0834208,,,,
2MASS J12233860-4606203,2MASS,12233860-4606203,Mamonova2025,2.337,,50.0,,22850303.0,6.1313495620593e+18,6131349562059299712,2.7744913,,1.1949258,43.79235599149152,
2MASS J12313807-4558593,2MASS,12313807-4558593,Mamonova2025,1.834,,10.0,,72564426.0,6.132146982868271e+18,6132146982868270976,2.5204325,,1.435218,12.467755295246258,
2MASS J12350424-4136385,2MASS,12350424-4136385,Mamonova2025,8.456,,10.0,,144155582.0,6.146107993101452e+18,6146107993101452160,2.5615425,,1.286942,17.396415273882155,
2MASS J12383713-2703348,2MASS,12383713-2703348,Mamonova2025,7.5,,24.0,,60734281.0,3.496359397652314e+18,3496359397652313856,2.4355192,,8.060805,39.19711314762406,
2MASS J12524279-2836280,2MASS,12524279-2836280,Mamonova2025,0.75,,24.0,,9560459.0,6.185498443844035e+18,6185498443844034944,1.8283367,,7.877884,13.42124213667718,
2MASS J13175314-5058481,2MASS,13175314-5058481,Mamonova2025,0.536,,5.0,,245298317.0,6.080854078239398e+18,6080854078239398016,1.6563578,,7.0524383,6.349750295180987,
2MASS J13233804-2554449,2MASS,13233804-2554449,Mamonova2025,2.01,,24.0,,101774867.0,6.192641081831733e+18,6192641081831733760,2.78084,,1.4757581,71.11912568785725,
2MASS J13255810-5111444,2MASS,13255810-5111444,Mamonova2025,1.383,,15.0,,438733975.0,6.070093879495885e+18,6070093879497533824,2.667633,0.3678,4.151567,9.244670829354437,2.299833
2MASS J13382562-2516466,2MASS,13382562-2516466,Mamonova2025,2.4,,24.0,,49256147.0,6.191370493065718e+18,6191370493065717504,2.5731544,0.0004,1.6397328,32.28956318153074,2.5727544
2MASS J13473282-5533013,2MASS,13473282-5533013,Mamonova2025,0.452,,5.0,,207621404.0,6.064353054428529e+18,6064353054428529152,2.817357,0.437,1.1364818,7.170024700213291,2.380357
2MASS J13505181+3644168,2MASS,J13505181+3644168,LWRD,72.18,0.72,4591.0,818.0,23710001.0,1.4954876881155515e+18,1495487688115551744,2.826191,,1.7783073,59.181609199460645,
2MASS J13545390-7121476,2MASS,13545390-7121476,Mamonova2025,4.95,,24.0,,448186109.0,5.845972349875279e+18,5845972349875278720,2.3646812,0.0023,1.061625,43.84944310058622,2.3623812
2MASS J14055463-5226000,2MASS,14055463-5226000,Mamonova2025,0.463,,5.0,,328906141.0,6.089133916200094e+18,6089133916200093696,2.9504833,0.4928,1.3392518,6.844980107906206,2.4576833
2MASS J14211512-0107199,2MASS,J14211512-0107199,LWRD,91.43,0.91,5495.0,1263.0,287849681.0,3.6527965720204247e+18,3652796572020424448,2.756606,0.0001,1.5236543,74.77675675400957,2.7565062
2MASS J14252913-4113323,2MASS,14252913-4113323,Mamonova2025,0.58,,24.0,,167664935.0,6.104139604209342e+18,6104139604209342464,2.5205526,0.2283,5.0510154,15.96694468567398,2.2922525
2MASS J14321078+1600494,2MASS,14321078+1600494,Mamonova2025,0.765,,24.0,,72636078.0,1.235125877277844e+18,1235125877277843840,2.867095,0.0,1.3550768,63.38492807099326,2.867095
2MASS J15244849-4929473,2MASS,15244849-4929473,Mamonova2025,0.882,,149.0,,140114569.0,5.890493602926306e+18,5890493602926306048,2.3035784,,13.212974,45.766915886843336,
2MASS J16182491+4437110,2MASS,J16182491+4437110,LWRD,4.07,0.04,217.0,9.0,219502124.0,1.3855377279284756e+18,1385537727928475520,2.849001,0.0003,1.3667356,15.716093125270715,2.848701
2MASS J16265441+1457502,2MASS,16265441+1457502,Mamonova2025,0.72,,24.0,,120028597.0,4.463908945532757e+18,4463908945532756992,2.876851,,1.5704395,28.67487586910283,
2MASS J16492028+5101177,2MASS,J16492028+5101177,LWRD,54.71,0.55,3899.0,522.0,274384002.0,1.4124322977403077e+18,1412432297740307456,2.8799438,,4.960147,30.37074639294612,
2MASS J17150219-3333398,2MASS,17150219-3333398,Mamonova2025,0.311,,24.0,,151300352.0,5.978985558581221e+18,5978985558581221760,1.9032173,0.0,0.905212,38.60664825437513,1.9032173
2MASS J18055491-5704307,2MASS,18055491-5704307,Mamonova2025,6.9,,24.0,,118053599.0,6.648834361774839e+18,6648834361774839040,2.6204596,,1.2391201,17.713915273298593,
2MASS J18090694-7613239,2MASS,18090694-7613239,Mamonova2025,1.08,,24.0,,343648067.0,6.414282147589248e+18,6414282147589248000,3.4167805,,1.319854,36.66089390624828,
2MASS J18092970-5430532,2MASS,18092970-5430532,Mamonova2025,1.2,,24.0,,118278380.0,6.653162456161626e+18,6653162456161626368,3.3886633,,1.4395128,25.66876425985184,
2MASS J18141047-3247344,2MASS,18141047-3247344,Mamonova2025,1.701,,24.0,,60068392.0,4.045698423617983e+18,4045698423617983488,1.5177269,0.3632,0.86220753,13.989288126412204,1.154527
2MASS J18142207-3246100,2MASS,18142207-3246100,Mamonova2025,11.34,,24.0,,60436937.0,4.045698732855627e+18,4045698732855626624,2.1722975,0.2163,0.7340953,13.920662972174895,1.9559975
2MASS J18393839+1623136,2MASS,18393839+1623136,Mamonova2025,0.567,,24.0,,15230595.0,4.511540132852602e+18,4511540132852601984,1.9187965,0.0069,1.0546035,14.356834271197648,1.9118966
2MASS J18420694-5554254,2MASS,18420694-5554254,Mamonova2025,5.452,,24.0,,120334451.0,6.649788119394186e+18,6649788119394186112,2.6384592,,1.262503,19.43546258211905,
2MASS J18465255-6210366,2MASS,18465255-6210366,Mamonova2025,5.371,,24.0,,464410508.0,6.631685008336771e+18,6631685008336771072,2.051546,0.0802,1.0292046,19.72400138852907,1.9713461
2MASS J18550451+4259510,2MASS,18550451+4259510,Mamonova2025,0.54,,24.0,,164644375.0,2.1050331232586532e+18,2105033123258653056,2.9682684,,1.2172388,52.0409353900336,
2MASS J19194119-5955194,2MASS,J19194119-5955194,LWRD,92.69,0.93,5559.0,1291.0,219943013.0,6.4462742938248e+18,6446274293824799488,2.8367586,,1.3342798,58.67908414264609,
2MASS J19204795-4533283,2MASS,J19204795-4533283,LWRD,133.9,1.34,8165.0,2857.0,62020444.0,6.663600360559309e+18,6663600360560306560,3.0468893,,1.2843816,169.23508466417934,
2MASS J19225071-6310581,2MASS,19225071-6310581,Mamonova2025,0.464,,24.0,,411956826.0,6.441658161757714e+18,6441658161757713920,2.5309887,0.3568,19.794191,16.179098393075183,2.1741886
2MASS J19233820-4606316,2MASS,19233820-4606316,Mamonova2025,3.233,,24.0,,62124646.0,6.663346029775436e+18,6663346029775435264,1.7895155,0.1845,1.2755262,14.03126471063306,1.6050155
2MASS J19243494-3442392,2MASS,19243494-3442392,Mamonova2025,0.41,,24.0,,112464324.0,6.742986538895222e+18,6742986538895222144,2.989894,,1.4970189,19.399853830243902,
2MASS J19260075-5331269,2MASS,19260075-5331269,Mamonova2025,4.81,,24.0,,424881692.0,6.643851448094862e+18,6643851448094862592,2.9066858,,1.4140023,20.938121139600728,
2MASS J19300396-2939322,2MASS,19300396-2939322,Mamonova2025,1.6,,24.0,,169385570.0,6.764421281858415e+18,6764421281858414208,2.909031,,1.3412158,16.59683522263482,
2MASS J19370879-5134009,2MASS,19370879-5134009,Mamonova2025,5.755,,24.0,,404156386.0,6.645604928622813e+18,6645604928622813568,1.989356,,1.1116744,20.511658862434786,
2MASS J19425324-4406278,2MASS,19425324-4406278,Mamonova2025,1.66,,24.0,,79661385.0,6.684976378427501e+18,6684976378430611200,2.5966988,,1.3388954,34.70369176830101,
2MASS J19432464-3722108,2MASS,19432464-3722108,Mamonova2025,1.09,,24.0,,299697182.0,6.739809744861879e+18,6739809744861879040,2.8790207,0.0,1.3233534,41.38743196863996,2.8790207
2MASS J19435432-0546363,2MASS,19435432-0546363,Mamonova2025,1.26,,24.0,,251556707.0,4.208867838967406e+18,4208867838967405952,2.7939463,,1.3053073,34.18111139396709,
2MASS J19533169-0707001,2MASS,19533169-0707001,Mamonova2025,1.519,,24.0,,422235746.0,4.196039806746797e+18,4196039806746796928,2.9725761,0.0001,1.2841439,30.74026541843103,2.9724762
2MASS J20072376-5147272,2MASS,20072376-5147272,Mamonova2025,0.838,,50.0,,101544662.0,6.666178680963755e+18,6666178680963755008,1.5890474,0.0,1.0391203,29.359244554528733,1.5890474
2MASS J20100002-2801410,2MASS,20100002-2801410,Mamonova2025,0.471,,24.0,,301710123.0,6.846651450099142e+18,6846651450099142016,2.7941027,,8.663286,21.548536054630244,
2MASS J20125995+0112584,2MASS,J20125995+0112584,LWRD,41.15,1.23,3443.0,349.0,404500852.0,4.242728884389091e+18,4242728884389090944,3.397788,,7.9131527,50.153029375797786,
2MASS J20143542-5430588,2MASS,20143542-5430588,Mamonova2025,0.57,,45.0,,201751726.0,6.472232212871226e+18,6472232212871226240,3.0177317,,2.5430367,26.31385465445364,
2MASS J20163382-0711456,2MASS,20163382-0711456,Mamonova2025,1.55,,24.0,,71567717.0,4.2162984115631657e+18,4216298411563165440,1.9467182,,,,
2MASS J20284361-1128307,2MASS,20284361-1128307,Mamonova2025,1.4,,24.0,,158569856.0,6.904064446906105e+18,6904064446906104832,2.6692162,,1.1597921,54.55243075275119,
2MASS J20285054+2141119,2MASS,20285054+2141119,Mamonova2025,3.1,,24.0,,210207652.0,1.8186302342173348e+18,1818630234217334784,2.483099,,1.1122344,24.6686903798632,
2MASS J20291446-5456116,2MASS,20291446-5456116,Mamonova2025,0.88,,45.0,,360912453.0,6.469390701164108e+18,6469390701164107648,3.2026844,,1.1462767,21.89609344427871,
2MASS J20333759-2556521,2MASS,20333759-2556521,Mamonova2025,0.737,,24.0,,269829656.0,6.800238044930953e+18,6800238044930953600,3.3590899,,1.9612122,22.903079455111637,
2MASS J20360829-3607115,2MASS,20360829-3607115,Mamonova2025,2.126,,24.0,,290970527.0,6.683306151547011e+18,6683306151547010688,2.3950195,0.0,1.1738983,59.21367746245265,2.3950195
2MASS J20390476-4117390,2MASS,20390476-4117390,Mamonova2025,1.537,,24.0,,291065047.0,6.681126197945439e+18,6681126197945439232,2.825882,0.0,1.0971366,25.66903662033172,2.825882
2MASS J20421624-5552074,2MASS,20421624-5552074,Mamonova2025,4.0,,45.0,,360914079.0,6.469758109848077e+18,6469758109848076928,2.714016,,1.6943297,17.54778082545686,
2MASS J20423672-5425263,2MASS,20423672-5425263,Mamonova2025,0.67,,45.0,,394417221.0,6.470742481994349e+18,6470742481994348416,3.07788,,1.327288,21.96006825104384,
2MASS J20474501-3635409,2MASS,20474501-3635409,Mamonova2025,0.38,,45.0,,389423271.0,6.778413151435608e+18,6778413151435607680,1.2022896,,30.174664,19.598265067927404,
2MASS J21083826-4244540,2MASS,21083826-4244540,Mamonova2025,0.48,,45.0,,126805047.0,6.580179279486143e+18,6580179279486143744,3.237813,,,,
2MASS J21100614-5811483,2MASS,21100614-5811483,Mamonova2025,0.561,,45.0,,231632372.0,6.456528236185331e+18,6456528236185330816,3.0449257,,1.1220999,19.873631217630955,
2MASS J21143354-4213528,2MASS,21143354-4213528,Mamonova2025,0.41,,45.0,,126945045.0,6.580617125631533e+18,6580617125631533184,3.0533571,,1.1052563,15.097528551312555,
2MASS J21154192+1746242,2MASS,J21154192+1746242,LWRD,9.02,0.09,328.0,33.0,372854410.0,1.7850745137219594e+18,1785074513721959552,2.0925083,0.2243,28.173262,13.94685799140304,1.8682083
2MASS J21163528-6005124,2MASS,21163528-6005124,Mamonova2025,0.983,,45.0,,410421717.0,6.453115042855074e+18,6453115042855073664,2.8360662,,1.2595443,21.58846438125113,
