object,source_survey_name,source_survey_id,ref,Prot,e_Prot,ageMyr,e_ageMyr,TIC_ID,GaiaDR2_ID,GaiaDR3_ID,bp_rp,ebpminrp_gspphot,ruwe,parallax,bprp0
2MASS J21213394-2433226,2MASS,21213394-2433226,Mamonova2025,4.8,,24.0,,302298728.0,6.803442674646843e+18,6803442674646843008,3.4206734,,2.4081147,34.32133450057187,
2MASS J21275054-6841033,2MASS,21275054-6841033,Mamonova2025,0.34,,45.0,,344552743.0,6.399670771926369e+18,6399670771926369152,3.1058016,,2.7647283,20.09150376567264,
2MASS J21354554-4218343,2MASS,21354554-4218343,Mamonova2025,0.59,,45.0,,147250411.0,6.577998398172196e+18,6577998398172195840,3.6185179,,1.1230143,20.52404466963357,
2MASS J21370885-6036054,2MASS,21370885-6036054,Mamonova2025,2.0,,45.0,,259845346.0,6.40411306948395e+18,6404113069483950208,2.6720953,,1.3654683,22.247975031637672,
2MASS J21385684-2114350,2MASS,21385684-2114350,Mamonova2025,1.57,,24.0,,441037434.0,6.817856584892202e+18,6817856584892201600,2.8013954,,1.3407283,33.887540333859775,
2MASS J21464282-8543046,2MASS,21464282-8543046,Mamonova2025,0.85,,24.0,,468216076.0,6.342940473056949e+18,6342940473056949120,3.0106535,,1.25746,64.29184029293056,
2MASS J21464549-2117468,2MASS,21464549-2117468,Mamonova2025,1.2,,24.0,,25200252.0,6.817950657560102e+18,6817950657560102016,2.9129877,,1.2697101,64.22312127649028,
2MASS J21471964-4803166,2MASS,21471964-4803166,Mamonova2025,0.37,,24.0,,139914420.0,6.562534626120396e+18,6562534626120396032,2.8030758,,9.119697,15.870179999254686,
2MASS J21490499-6413039,2MASS,21490499-6413039,Mamonova2025,0.169,,45.0,,238813187.0,6.402514555672235e+18,6402514555672235264,3.2381115,,3.0254545,22.783103570022146,
2MASS J21504048-5113380,2MASS,21504048-5113380,Mamonova2025,1.051,,45.0,,139984208.0,6.558592945653864e+18,6558592945653864448,2.8966494,,1.1542048,22.40722542591571,
2MASS J22021626-4210329,2MASS,22021626-4210329,Mamonova2025,4.4,,45.0,,71274771.0,6.571446820698812e+18,6571446820698811904,2.0783844,,1.1283257,22.49393132888513,
2MASS J22025453-6440441,2MASS,22025453-6440441,Mamonova2025,0.427,,45.0,,403237836.0,6.39948144976743e+18,6399481449767430528,2.3257313,,1.3309848,22.898296632509137,
2MASS J22075385-3704239,2MASS,22075385-3704239,Mamonova2025,0.851,,24.0,,207082763.0,6.574929244606066e+18,6574929244606066048,2.585267,,1.2696174,29.67365874323913,
2MASS J22085034+1144131,2MASS,22085034+1144131,Mamonova2025,0.71,,24.0,,468271912.0,2.7278444410624783e+18,2727844441062478464,3.0619373,,1.4266043,26.746623985534058,
2MASS J22102820-4431480,2MASS,22102820-4431480,Mamonova2025,0.53,,45.0,,88243874.0,6.567961678075908e+18,6567961678075907968,2.738945,,2.346568,13.51356241308689,
2MASS J22170696+3627164,2MASS,J22170696+3627164,LWRD,7.04,0.07,319.0,15.0,119966826.0,1.9068026872822449e+18,1906802687282244864,2.6174974,,1.779043,16.98959368862192,
2MASS J22223966-6303258,2MASS,22223966-6303258,Mamonova2025,1.107,,45.0,,234284556.0,6.405089921141776e+18,6405089921141776128,2.860097,0.0086,1.3480146,22.62614812143316,2.851497
2MASS J22244102-7724036,2MASS,22244102-7724036,Mamonova2025,0.68,,45.0,,317016534.0,6.356939008426712e+18,6356939008427348992,3.163515,,1.0875312,19.92939101410288,
2MASS J22274882-0113527,2MASS,22274882-0113527,Mamonova2025,0.16,,24.0,,176061460.0,2.629875442474448e+18,2629875442474447616,2.6563387,0.0008,1.3102245,33.80631725446753,2.6555388
2MASS J22444835-6650032,2MASS,22444835-6650032,Mamonova2025,0.73,,45.0,,238831201.0,6.391851457545655e+18,6391851457545654912,3.4903193,,1.1665496,22.82464865402977,
2MASS J22463471-7353504,2MASS,22463471-7353504,Mamonova2025,1.648,,45.0,,273416539.0,6.38177646070201e+18,6381776460702010624,2.4538612,,1.4658152,19.96293260031036,
2MASS J22495622+1744414,2MASS,22495622+1744414,Mamonova2025,0.777,,24.0,,88696334.0,2.830234429879927e+18,2830234429879927040,1.9543724,,15.976555,13.660694303190756,
2MASS J23115362-4508004,2MASS,23115362-4508004,Mamonova2025,9.6,,24.0,,139285669.0,6.527965293348045e+18,6527965293348044288,2.5459719,,3.4248977,21.044219755180837,
2MASS J23131671-4933154,2MASS,23131671-4933154,Mamonova2025,1.226,,45.0,,197960398.0,6.503059740071544e+18,6503059740071544064,2.8660479,,2.4145977,24.79063058986125,
2MASS J23170011-7432095,2MASS,23170011-7432095,Mamonova2025,0.83,,45.0,,261560580.0,6.378892098104875e+18,6378892098104874880,2.8835793,,1.3490074,22.482211759333484,
2MASS J23261069-7323498,2MASS,23261069-7323498,Mamonova2025,0.57,,45.0,,293507177.0,6.380514358792367e+18,6380514358792367232,1.9758053,,0.9652679,21.6112257743134,
2MASS J23273447-8512364,2MASS,23273447-8512364,Mamonova2025,0.89,,45.0,,401820403.0,6.343579117515702e+18,6343579117515701888,3.0753088,,1.3656938,19.421841136866824,
2MASS J23285763-6802338,2MASS,23285763-6802338,Mamonova2025,0.374,,45.0,,229807000.0,6.388014157668558e+18,6388014157668558080,2.4623194,0.0694,1.2850443,21.814973238877105,2.3929193
2MASS J23301129-0237227,2MASS,23301129-0237227,Mamonova2025,0.31,,24.0,,38335395.0,2.6405533195800125e+18,2640553319580012416,3.2950373,,2.7109005,21.981590212662027,
2MASS J23301341-2023271,2MASS,23301341-2023271,Mamonova2025,7.482,,24.0,,9210746.0,2.3916704745611817e+18,2391670474561181440,2.5423374,,2.2862682,62.8678939877997,
2MASS J23314492-0244395,2MASS,23314492-0244395,Mamonova2025,1.08,,24.0,,250081915.0,2.6403489779210373e+18,2640348977921037056,3.2304459,,1.1860222,28.63092245624487,
2MASS J23323085-1215513,2MASS,23323085-1215513,Mamonova2025,5.644,,24.0,,434101713.0,2.4331918862122465e+18,2433191886212246784,2.028202,,1.1301576,36.42678711034075,
2MASS J23351050-0223214,2MASS,J23351050-0223214,LWRD,100.4,1.0,5984.0,1532.0,313884966.0,2.6404340569281505e+18,2640434056928150400,3.7062197,0.0003,1.1472371,139.33889353237683,3.7059197
2MASS J23351050-0223214,2MASS,J23351050-0223214,LWRD,100.4,1.0,5984.0,1532.0,471016474.0,2.6404340569281505e+18,2640434056928150400,3.7062197,0.0003,1.1472371,139.33889353237683,3.7059197
2MASS J23373831-1250277,2MASS,23373831-1250277,Mamonova2025,4.2,,24.0,,434105094.0,2.4323934346119214e+18,2432393434611921408,3.9769506,,6.563331,37.415394031434445,
2MASS J23382851-6749025,2MASS,23382851-6749025,Mamonova2025,0.44,,45.0,,410213494.0,6.38873533851348e+18,6388735338513480064,3.0463085,,1.2662073,20.299588005869243,
2MASS J23452225-7126505,2MASS,23452225-7126505,Mamonova2025,1.61,,45.0,,325220989.0,6.386388740181485e+18,6386388740181484928,2.8490238,0.0395,1.476558,22.435647773351608,2.8095238
2MASS J23474694-6517249,2MASS,23474694-6517249,Mamonova2025,4.824,,45.0,,234290432.0,6.485480370207753e+18,6485480370209220096,2.185646,,1.3300362,22.05835158622842,
2MASS J23524562-5229593,2MASS,23524562-5229593,Mamonova2025,0.91,,45.0,,201226029.0,6.521645472311223e+18,6521645472311223168,3.535636,0.0004,1.1850605,23.331185751503288,3.535236
2MASS J23532520-7056410,2MASS,23532520-7056410,Mamonova2025,0.526,,50.0,,238176832.0,6.386280060329151e+18,6386280060329151616,2.8664522,,1.1931175,81.13615977267115,
2MASS J23585674-8339423,2MASS,23585674-8339423,Mamonova2025,14.7,,45.0,,325525541.0,6.350112965363619e+18,6350112965363619200,1.8559074,,0.91481656,17.974330379214486,
EPIC 201675315,EPIC,201675315,LWRD,38.13,0.38,3548.0,665.0,396998929.0,3.800590554204452e+18,3800590554204451712,1.7921171,0.0008,1.2290789,29.179684146161907,1.7913171
EPIC 201909533,EPIC,201909533,LWRD,2.29,0.02,125.0,11.0,291074569.0,3.899393459350373e+18,3899393459350372224,2.2730722,0.0001,1.1829473,19.70524587339469,2.2729723
EPIC 202059204,EPIC,202059204,LWRD,7.89,0.08,279.0,28.0,430213846.0,3.38340553734038e+18,3383405537340380416,2.1318617,0.0009,1.0708205,36.33929974573389,2.1309617
EPIC 202059231,EPIC,202059231,LWRD,17.43,0.17,1093.0,144.0,57284670.0,3.3783344823363896e+18,3378334482336389760,2.3939,0.0002,1.2986465,28.59480519968024,2.3937
EPIC 204957517,EPIC,204957517,LWRD,2.81,0.03,810.0,57.0,50058078.0,6.244712475056968e+18,6244712475056967936,2.8672523,,,,
EPIC 205913009,EPIC,205913009,LWRD,116.4,1.16,6934.0,2090.0,471012766.0,6.825822095663585e+18,6825822095663585536,3.0962744,0.0,1.394983,97.67621438764236,3.0962744
EPIC 206019392,EPIC,206019392,LWRD,88.33,0.17,5333.0,1176.0,188580272.0,2.603090003484152e+18,2603090003484152064,2.8092842,0.0,1.3398496,214.0379888743159,2.8092842
EPIC 206262336,EPIC,206262336,LWRD,9.71,0.1,1207.0,97.0,471012342.0,2.6161321011751066e+18,2616132101175106816,2.9957647,,10.065195,90.48928671844163,
HIP 106231,HIP,106231,Mamonova2025,0.422,,149.0,,283436283.0,1.7972763826680294e+18,1797276382668029440,1.4024391,0.0001,1.0392148,41.29120648135492,1.4023391
HIP 107345,HIP,107345,Mamonova2025,4.547,,45.0,,406277015.0,6.409848126430575e+18,6409848126430574592,1.8961668,,1.1708897,21.54507377730657,
HIP 112312,HIP,112312,LWRD,2.355,0.005,174.0,7.0,206605718.0,6.603693881832178e+18,6603693881832177792,2.7786798,,1.138691,47.92184273110373,
HIP 112312,HIP,112312,Mamonova2025,2.377,,24.0,,206605718.0,6.603693881832178e+18,6603693881832177792,2.7786798,,1.138691,47.92184273110373,
HIP 114066,HIP,114066,Mamonova2025,2.839,,149.0,,435160829.0,2.207738916728294e+18,2207738916728293888,1.9495907,0.0005,1.0596609,41.61606643740591,1.9490907
HIP 12545,HIP,12545,Mamonova2025,4.924,,24.0,,318785502.0,1.821104358772109e+16,18211043587721088,1.602047,0.0,1.1569407,22.575269610541906,1.602047
HIP 17248,HIP,17248,Mamonova2025,4.65,,42.0,,450182870.0,4.452040477758332e+17,445204047775833216,1.861721,0.158,1.0703236,27.91989699490954,1.703721
HIP 17695,HIP,17695,LWRD,3.87,0.01,212.0,9.0,333680372.0,3.2503282090543473e+18,3250328209054347264,2.4801521,0.0001,1.5196763,59.43199371869756,2.4800522
HIP 1910,HIP,1910,Mamonova2025,1.753,,10.0,,231867117.0,4.901926404913923e+18,4901926409210453760,1.9581375,,3.2638316,22.79744578983972,
HIP 1993,HIP,1993,Mamonova2025,4.33,,45.0,,231907973.0,4.90201409526227e+18,4902014095262270336,1.8299522,,1.0200906,22.650932506281872,
HIP 23200,HIP,23200,Mamonova2025,4.359,,24.0,,452763353.0,3.231945508509506e+18,3231945508509506176,1.9014368,0.0002,0.89986295,40.98991853704772,1.9012368
HIP 23309,HIP,23309,LWRD,8.6,0.07,309.0,31.0,220473309.0,4.764027962957023e+18,4764027962957023104,1.9237366,,1.0049267,37.21185747681589,
HIP 23309,HIP,23309,Mamonova2025,8.779,,24.0,,220473309.0,4.764027962957023e+18,4764027962957023104,1.9237366,,1.0049267,37.21185747681589,
HIP 29964,HIP,29964,Mamonova2025,2.666,,24.0,,141914082.0,5.266270443442455e+18,5266270443442455040,1.4126654,0.0002,0.84345603,25.565848170862576,1.4124653
HIP 31878,HIP,31878,Mamonova2025,8.915,,149.0,,375058105.0,5.479782647926975e+18,5479782647926975360,1.6297646,0.0,0.96065193,45.03329011095339,1.6297646
HIP 33737,HIP,33737,Mamonova2025,5.081,,45.0,,278024057.0,5.20821695104361e+18,5208216951043609216,1.1906071,0.0001,1.1201956,15.7641476589768,1.190507
HIP 50156,HIP,50156,Mamonova2025,7.781,,24.0,,95339414.0,6.28827128175695e+17,628827128175694976,1.894803,,,,
HIP 86346,HIP,86346,Mamonova2025,1.851,,149.0,,219790151.0,1.4360015664316498e+18,1436001566431649792,1.7067547,,,,
TYC 3142-1028-1,TYC,3142-1028-1,LWRD,15.65,0.43,847.0,117.0,159310629.0,2.101992694430576e+18,2101992694430576256,2.3135023,,13.228264,31.47194002743817,
UCAC3 151-377752,UCAC3,151-377752,LWRD,6.72,0.07,306.0,15.0,,,6887195533352079616,2.86135,0.0001,1.7149025,22.68694160248134,2.8612502
UCAC3 242-88245,UCAC3,242-88245,LWRD,15.1,0.15,905.0,56.0,178761405.0,5.995790670410726e+18,5995790670410726144,1.2443991,0.2677,1.0157886,0.6944762177980845,0.9766991
UCAC3 74-428746,UCAC3,74-428746,Mamonova2025,1.645,,24.0,,,,5945104588806333824,2.487671,0.3143,1.0666941,13.048541865228753,2.1733708
UCAC4 195-119117,UCAC4,195-119117,LWRD,93.7,0.94,5610.0,1329.0,190138952.0,5.985290231327197e+18,5985290231327197312,1.7324371,,1.0814977,0.632544888472774,
UCAC4 587-034710,UCAC4,587-034710,LWRD,3.05,0.03,139.0,13.0,87403283.0,3.3852371862692383e+18,3385237181976223104,1.823492,,1.0117419,21.84677249688751,
UCAC4 617-130729,UCAC4,617-130729,LWRD,14.75,0.15,864.0,54.0,431124765.0,1.9050557007448172e+18,1905055700744817024,2.3965883,,1.2933388,18.521732313967338,
UCAC4 619-055248,UCAC4,619-055248,LWRD,19.84,0.2,1671.0,123.0,39425970.0,4.602078902438064e+18,4602078902438063488,2.648755,,1.1866386,38.34833427579703,
UCAC4 643-115616,UCAC4,643-115616,LWRD,9.65,0.1,359.0,37.0,256786722.0,1.9500406384491912e+18,1950040638449191424,1.7219858,,1.2507414,13.352887595673884,
UCAC4 666-047939,UCAC4,666-047939,LWRD,7.85,0.08,277.0,27.0,274216682.0,9.640647488569743e+17,964064748856974464,2.461338,,5.4592376,16.22459426506625,
UCAC4 678-130516,UCAC4,678-130516,LWRD,6.85,0.07,240.0,23.0,173462284.0,1.941126622803034e+18,1941126622803033984,1.7733297,0.2465,1.2563899,13.234145183462353,1.5268297
