"moca_oid","GaiaDR3_ID","twomass_id","moca_aid","moca_mtid","designation","ra","dec","spectral_type","banyan_prob","gmag","rmag","bmag","parallax_mas","prot_days","age_string_myr","age_myr","age_myr_unc","age_myr_unc_pos","age_myr_unc_neg"
254875,2993303106774038016,"06150934-1501293","ABDMG","CM","Gaia DR2 2993303106774038016",93.7888904,-15.0250588,"(M0.2)",94.2004,12.611,11.61,13.623,15.313400268554688,5.2955,"133 +15/-20",133,12.5,15,10
630,306056350151904896,"01472953+3413096","ABDMG","CM","G 133-40",26.8737306,34.2184062,"(M1.0)",,11.448,10.405,12.554,34.2218017578125,33.444801,"133 +15/-20",133,12.5,15,10
169461,63678907415301120,"03522875+2133586","ABDMG","CM","Gaia DR2 63678907415301120",58.1200253,21.5658115,"(M1.1)",99.6208,12.649,11.605,13.744,16.679800033569336,6.865039825439453,"133 +15/-20",133,12.5,15,10
632,519087552675129984,"01480159+6542222","ABDMG","CM","[SLS2012] PYC J01480+6542",27.007549,65.7059527,"(M1.5)",,12.685,11.614,13.839,17.720399856567383,0.5834,"133 +15/-20",133,12.5,15,10
11320,1996094232735807744,"23242041+5442564","ABDMG","CM","[SLS2012] PYC J23243+5442",351.0856372,54.7155694,"(M1.6)",74.593,13.004,11.926,14.181,15.689000129699707,3.8009,"133 +15/-20",133,12.5,15,10
11420,1926214668148933120,"23502462+4455349","ABDMG","CM","[SLS2012] PYC J23504+4455",357.6030401,44.9261297,"(M1.9)",88.2995,13.036,11.94,14.255,16.789600372314453,1.443,"133 +15/-20",133,12.5,15,10
3909,254581201471897216,"04492081+4606424","ABDMG","CM","[SLS2012] PYC J04493+4606",72.3368512,46.1112873,"(M2.2)",95.8073,13.501,12.382,14.774,15.542200088500977,0.9924,"133 +15/-20",133,12.5,15,10
3254,4839371237040134528,"04235771-4308589","ABDMG","CM","2MASS J04235771-4308589",65.9906909,-43.1498726,"(M2.3)",98.6759,12.368,11.24,13.655,25.374300003051758,2.7048,"133 +15/-20",133,12.5,15,10
4597,1114010685750492160,"06065771+7256302","ABDMG","CM","[SLS2012] PYC J06069+7256",91.7404009,72.9413146,"(M2.7)",,13.581,12.424,14.922,10.446100234985352,2.0519,"133 +15/-20",133,12.5,15,10
4713,5194120112463898496,"06381055-8402450","ABDMG","CM","2MASS J06381055-8402450",99.5437756,-84.0456114,"(M2.8)",98.4546,13.483,12.32,14.887,16.06130027770996,2.8232,"133 +15/-20",133,12.5,15,10
11299,6527424264911951616,"23192931-4748116","ABDMG","CM","2MASS J23192931-4748116",349.8727224,-47.8036037,"(M2.8)",99.6638,13.02,11.855,14.414,22.426599502563477,4.2302,"133 +15/-20",133,12.5,15,10
4071,4876536108745448448,"05013373-2931593","ABDMG","CM","WISEA J050133.75-293159.9",75.3906908,-29.5334089,"(M3.0)",99.4561,13.205,12.025,14.651,19.77989959716797,1.3771,"133 +15/-20",133,12.5,15,10
10384,1650434611913105152,"16511435+7106549","ABDMG","CM","[SLS2012] PYC J16512+7106",252.8093281,71.1154722,"(M3.1)",,13.59,12.403,14.867,14.412199974060059,4.5257,"133 +15/-20",133,12.5,15,10
3796,4893373205179374720,"04422885-2613458","ABDMG","CM","2MASS J04422885-2613458",70.6203671,-26.229695,"(M3.2)",97.7458,13.255,12.065,14.723,23.17259979248047,1.1529,"133 +15/-20",133,12.5,15,10
10519,5945166028323532416,"17470354-5221217","ABDMG","CM","2MASS J17470354-5221217",266.7647161,-52.3565302,"(M3.3)",90.0944,13.977,12.778,15.486,19.364500045776367,3.6705,"133 +15/-20",133,12.5,15,10
11104,1975678603914496000,"22060557+4734039","ABDMG","CM","2MASS J22060557+4734039",331.5238064,47.5680626,"(M3.3)",78.9124,12.797,11.595,14.276,27.007400512695312,1.1868,"133 +15/-20",133,12.5,15,10
6951,1077581941375642112,"10062027+7143200","ABDMG","CM","[SLS2012] PYC J10063+7143",151.5836136,71.7219514,"(M3.3)",,14.309,13.106,15.852,15.936300277709961,0.9283,"133 +15/-20",133,12.5,15,10
10979,1840090708322349696,"21062568+2313560","ABDMG","CM","[SLS2012] PYC J21064+2313",316.6072295,23.2320181,"(M3.4)",,14.21,13.005,15.753,15.333900451660156,0.3129,"133 +15/-20",133,12.5,15,10
10586,6652398055058978432,"18161238-5534553","ABDMG","CM","2MASS J18161238-5534553",274.0515686,-55.5825503,"(M3.4)",91.7087,14.173,12.966,15.708,18.643299102783203,1.7213599681854248,"133 +15/-20",133,12.5,15,10
4057,2960923073448935808,"05000890-2311356","ABDMG","CM","2MASS J05000890-2311356",75.0372048,-23.1934458,"(M3.5)",99.1584,14.266,13.051,15.829,15.586099624633789,0.3384,"133 +15/-20",133,12.5,15,10
1043,493093104924999296,"03195744+6836308","ABDMG","CM","[SLS2012] PYC J03199+6836",49.9904835,68.6081378,"(M3.7)",,12.994,11.763,14.602,26.84760093688965,1.5154,"133 +15/-20",133,12.5,15,10
3747,4774162470868265728,"04401461-5841034","ABDMG","CM","2MASS J04401461-5841034",70.0611489,-58.6842054,"(M3.8)",86.5507,14.1,12.867,15.762,15.200300216674805,10.969,"133 +15/-20",133,12.5,15,10
636,4941694920153720448,"01484771-4831156","ABDMG","CM","2MASS J01484771-4831156",27.1995485,-48.5212168,"(M3.9)",99.0928,13.543,12.301,15.223,25.630699157714844,1.0253,"133 +15/-20",133,12.5,15,10
2749,5082490064150126976,"04002611-2609332","ABDMG","CM","2MASS J04002611-2609332",60.1091218,-26.1595669,"(M4.0)",99.7643,13.727,12.478,15.426,24.888900756835938,1.2054,"133 +15/-20",133,12.5,15,10
3397,4775042698645311360,"04291611-5802414","ABDMG","CM","2MASS J04291611-5802414",67.3174532,-58.0447655,"(M4.0)",98.1552,14.305,13.051,16.021,18.937999725341797,0.4218,"133 +15/-20",133,12.5,15,10
8894,5908714228560765056,"14595744-4210084","ABDMG","CM","SCR J1459-4210",224.9887468,-42.1698337,"(M4.3)",91.5272,13.849,12.573,15.647,32.959598541259766,0.827904999256134,"133 +15/-20",133,12.5,15,10
955,135885416558354048,"03070968+3235204","ABDMG","CM","1RXS J030708.3+323528",46.7906097,32.5885644,"(M5.5)",91.4728,13.021,11.932,14.225,16.032899856567383,2.3372,"133 +15/-20",133,12.5,15,10
4823,1099014034341414528,"07071534+6146376","ABDMG","CM","[SLS2012] PYC J07072+6146",106.8136884,61.7764558,"(M5.5)",,14.32024,13.02595,16.17381,19.787599563598633,4.8393,"133 +15/-20",133,12.5,15,10
9156,5795848260461405056,"15321603-7021029","ABDMG","CM","2MASS J15321603-7021029",233.0661368,-70.3512119,"(M5.6)",96.3424,13.557,12.348,15.095,19.346900939941406,1.0141,"133 +15/-20",133,12.5,15,10
11055,6811610362413847680,"21460563-2515373","ABDMG","CM","2MASS J21460563-2515373",326.5238726,-25.2610308,"(M5.6)",99.705,14.089,12.833,15.809,24.9955997467041,0.725909,"133 +15/-20",133,12.5,15,10
943,5159959763656390400,"03034939-1119409","ABDMG","CM","2MASS J03034939-1119409",45.9561551,-11.3285154,"(M5.6)",99.8602,13.848,12.599,15.529,23.770999908447266,0.7,"133 +15/-20",133,12.5,15,10
10805,6428136440778354432,"19303359-6630287","ABDMG","CM","2MASS J19303359-6630287",292.6401912,-66.5084004,"(M5.6)",96.4995,14.51,13.253,16.246,18.22330093383789,0.4735,"133 +15/-20",133,12.5,15,10
407,418384828876853504,"00411116+5523581","ABDMG","CM","[SLS2012] PYC J00411+5523",10.2971629,55.3992075,"(M5.6)",98.6643,14.336,13.116,15.9,17.47330093383789,0.6734,"133 +15/-20",133,12.5,15,10
826,451031699921154048,"02400542+5042167","ABDMG","CM","[SLS2012] PYC J02400+5042",40.0230643,50.7042865,"(M5.7)",,13.149,11.954,14.653,25.997600555419922,3.4041,"133 +15/-20",133,12.5,15,10
3052,4897124017299214592,"04173703-2419481","ABDMG","CM","UCAC3 132-11351",64.4044983,-24.3305001,"(M5.7)",99.5634,11.868,10.744,13.129,31.23349952697754,4.8053,"133 +15/-20",133,12.5,15,10
728,456802177468575616,"02170847+5604075","ABDMG","CM","2MASS J02170847+5604075",34.2859168,56.0683713,"(M5.7)",87.6108,14.936,13.644,16.791,20.85650062561035,0.3571,"133 +15/-20",133,12.5,15,10
8545,6110538418288440320,"14004974-4109540","ABDMG","CM","UCAC3 98-145572",210.2063538,-41.1659165,"(M5.8)",99.7066,13.437,12.155,15.256,39.860801696777344,0.636,"133 +15/-20",133,12.5,15,10
1145,5100610325012509184,"03311476-2117269","ABDMG","CM","2MASS J03311476-2117269",52.8118253,-21.2911625,"(M5.8)",99.7701,13.846,12.588,15.572,26.533100128173828,0.6224750280380249,"133 +15/-20",133,12.5,15,10
15591,1765725690349463936,"21421917+1041299","ABDMG","CM","2MASS J21421917+1041299",325.580171,10.6912585,"(M5.8)",98.4075,14.028,12.752,15.812,23.03179931640625,0.8097869753837585,"133 +15/-20",133,12.5,15,10
15589,6785220605879225344,"21332663-3023385","ABDMG","CM","2MASS J21332663-3023385",323.3613049,-30.3945286,"(M5.8)",98.9695,14.661,13.395,16.431,20.281400680541992,0.6719130277633667,"133 +15/-20",133,12.5,15,10
3972,2972868236492048896,"04535740-2222165","ABDMG","CM","2MASS J04535740-2222165",73.4893218,-22.3714688,"(M5.8)",98.3612,15.12,13.859,16.861,15.103599548339844,0.3916,"133 +15/-20",133,12.5,15,10
2853,5090402562139979392,"04061386-2149364","ABDMG","CM","2MASS J04061386-2149364",61.5580394,-21.8271046,"(M5.9)",98.7186,14.328,13.084,16.006,21.44260025024414,1.3829,"133 +15/-20",133,12.5,15,10
1921,4673548429552928384,"03462495-6246234","ABDMG","CM","2MASS J03462495-6246234",56.6044043,-62.773119,"(M5.9)",91.5989,15.032,13.767,16.79,18.1343994140625,0.3172,"133 +15/-20",133,12.5,15,10
2386,4666276706323312896,"03504345-6949291","ABDMG","CM","2MASS J03504345-6949291",57.681696,-69.8246386,"(M5.9)",99.3338,15.147,13.892,16.87,16.10930061340332,0.6801,"133 +15/-20",133,12.5,15,10
4221,4660457919032600704,"05174895-6634525","ABDMG","CM","MACHO 58.6145.51",79.4542463,-66.5810826,"(M5.9)",95.7415,16.396,15.012,18.726,20.104999542236328,0.497,"133 +15/-20",133,12.5,15,10
497,2371914419569514752,"01062539-1417270","ABDMG","CM","2MASS J01062539-1417270",16.6061822,-14.2911924,"(M5.9)",99.5975,13.713,12.478,15.347,21.981599807739258,1.0003299713134766,"133 +15/-20",133,12.5,15,10
4517,2915967582044326528,"05483085-2255340","ABDMG","CM","2MASS J05483085-2255340",87.1286088,-22.926346,"(M5.9)",90.4866,15.028,13.776,16.739,16.78689956665039,0.1421,"133 +15/-20",133,12.5,15,10
302,4973694762971918208,"00153368-5041295","ABDMG","CM","WISEA J001533.80-504130.4",3.891056,-50.6918739,"(M5.9)",99.955,14.9,13.592,16.835,23.970500946044922,0.709,"133 +15/-20",133,12.5,15,10
4009,4817239858975897728,"04564986-3936122","ABDMG","CM","2MASS J04564986-3936122",74.2079243,-39.6035757,"(M6.0)",98.8307,14.837,13.557,16.658,22.618999481201172,0.4123,"133 +15/-20",133,12.5,15,10
873,4721443877613450240,"02491287-6228105","ABDMG","CM","2MASS J02491287-6228105",42.3042867,-62.4695835,"(M6.0)",72.2912,14.852,13.611,16.519,17.403099060058594,0.965,"133 +15/-20",133,12.5,15,10
8785,6098960011086246784,"14410767-4356586","ABDMG","CM","2MASS J14410767-4356586",220.281984,-43.949619,"(M6.0)",99.5138,14.652,13.251,17.036,34.91400146484375,0.3919,"133 +15/-20",133,12.5,15,10
3913,4774590352689683328,"04494464-5741192","ABDMG","CM","2MASS J04494464-5741192",72.4362248,-57.6886305,"(M6.0)",98.6083,15.388,14.089,17.278,16.31060028076172,0.5646,"133 +15/-20",133,12.5,15,10
11377,1998541294645017472,"23354243+5656042","ABDMG","CM","2MASS J23354243+5656042",353.9275563,56.9343378,"(M6.0)",99.5784,15.936,14.604,17.969,18.616300582885742,0.4472,"133 +15/-20",133,12.5,15,10
548,410852864983844096,"01224378+5452546","ABDMG","CM","2MASS J01224378+5452546",20.6831174,54.8815144,"(M6.0)",15.0456,14.608,13.339,16.381,20.345300674438477,0.3543,"133 +15/-20",133,12.5,15,10
4757,5583279333855503488,"06502730-3203181","ABDMG","CM","2MASS J06502730-3203181",102.6136789,-32.0552692,"(M6.0)",99.1683,13.774,12.501,15.546,31.744199752807617,0.5508,"133 +15/-20",133,12.5,15,10
4504,480586263236265600,"05454684+6638231","ABDMG","CM","LSPM J0545+6638E",86.445404,66.6391562,"(M6.0)",,13.034,11.862,14.462,23.910900115966797,5.437650203704834,"133 +15/-20",133,12.5,15,10
4892,5530787819813761024,"07414988-4630169","ABDMG","CM","2MASS J07414988-4630169",115.457723,-46.5046902,"(M6.0)",99.6617,14.035,12.661,15.543,16.063899993896484,5.3044,"133 +15/-20",133,12.5,15,10
4660,5278760380137682816,"06240216-6948116","ABDMG","CM","2MASS J06240216-6948116",96.0089712,-69.8030796,"(M6.0)",99.7269,16.267,14.912,18.446,17.078100204467773,0.1592,"133 +15/-20",133,12.5,15,10
867,4647145238359565696,"02475368-6808065","ABDMG","CM","2MASS J02475368-6808065",41.9743992,-68.1350962,"(M6.0)",99.8392,17.195,15.765,19.849,17.18709945678711,0.1096,"133 +15/-20",133,12.5,15,10
6841,797455343878369536,"09321267+3358285","ABDMG","HM","2MASS J09321267+3358285",143.0525299,33.9740954,"(M7.1)",,13.049,11.565,14.2,20.047000885009766,0.858052,"133 +15/-20",133,12.5,15,10
4641,5496160698257650048,"06181222-5645594","ABDMG","CM","2MASS J06181222-5645594",94.5509428,-56.7664298,"(M7.5)",99.5103,17.47,16.021,20.075,18.112199783325195,13.579,"133 +15/-20",133,12.5,15,10
1719995,1818161606042295296,"20405677+2214138","ALES12","CM","Gaia DR3 1818161606042295296",310.2365481,22.2371773,"(M1.2)",95.6544,17.37144,16.32106,18.48686,1.8309440917948856,0.4780135697188811,138.0,138,,,
1720186,1843105436066555520,"20432172+2332544","ALES12","CM","Gaia DR3 1843105436066555520",310.840516,23.548458,"(M1.5)",99.5022,16.49392,15.42271,17.52562,1.9098008659275687,1.2409403078078103,138.0,138,,,
1720001,1818256984375872640,"20442095+2254077","ALES12","CM","Gaia DR3 1818256984375872640",311.0873242,22.9021479,"(M5.8)",97.6322,16.39474,15.41837,17.3575,1.924616349704012,0.6431838175188538,138.0,138,,,
156647,5910241999969518592,"17230327-6313014","ALES24","HM","Gaia DR2 5910241999969518592",260.7635684,-63.2171224,"(M0.0)",99.979,16.767,15.777,17.775,2.075429916381836,2.8181400299072266,74.1,74.1,14.8,14.8,14.8
156645,5910241106616307456,"17232844-6313008","ALES24","HM","Gaia DR2 5910241106616307456",260.868519,-63.2169,"(M1.2)",99.9749,17.167,16.114,18.334,2.114229917526245,0.43679699301719666,74.1,74.1,14.8,14.8,14.8
156673,5910260313710194304,"17211671-6300025","ALES24","CM","Gaia DR2 5910260313710194304",260.319614,-63.0007422,"(M1.8)",99.971,17.478,16.388,18.698,2.0324199199676514,1.5715099573135376,74.1,74.1,14.8,14.8,14.8
156655,5910251586336727040,"17241286-6300533","ALES24","HM","Gaia DR2 5910251586336727040",261.0536,-63.014832,"(M2.1)",99.9709,17.186,16.073,18.413,2.0237200260162354,0.4285010099411011,74.1,74.1,14.8,14.8,14.8
156712,5910345349757415296,,"ALES24","CM","Gaia DR2 5910345349757415296",261.1983238174469,-62.838566524474025,"(M3.4)",99.9435,17.602,16.393,18.839,2.0272700786590576,1.4041099548339844,74.1,74.1,14.8,14.8,14.8
1726329,5910190868374155648,"17252495-6321360","ALES24","CM","Gaia DR3 5910190868374155648",261.353983,-63.36002,"(M3.7)",99.4308,18.70026,17.47116,20.41209,2.08288590270665,0.5870937134402937,74.1,74.1,14.8,14.8,14.8
156649,5910242103048738048,"17230286-6312202","ALES24","HM","Gaia DR2 5910242103048738048",260.7618172,-63.2056405,"(M5.8)",99.9446,17.256,16.189,18.479,2.1914401054382324,2.7092599868774414,74.1,74.1,14.8,14.8,14.8
2962177,4239977768871250944,,"ALES44","CM","Gaia DR3 4239977768871250944",294.6146588952054,1.4922724075126088,"(M0.0)",99.6777,15.00232,14.01159,15.43137,1.4925462397724,2.9238312161110116,223.9,223.9,,,
1724709,4532909725459377152,"18572981+2226110","ALES62","CM","Gaia DR3 4532909725459377152",284.3742449,22.4364272,"(M5.9)",99.2569,17.43986,16.33673,18.69657,1.5932291943700985,3.9895566650850247,724.4,724.4,,,
1726239,5889000637948689792,"15285842-5132139","ALES8","CM","Gaia DR3 5889000637948689792",232.243438,-51.537197,"(M0.3)",99.0954,17.70631,16.70163,18.81409,1.4937198789797241,1.4106279824975512,123.0,123,,,
168579,989327201031014784,"07331619+5728111","ALES84","CM","Gaia DR2 989327201031014784",113.317421,57.4696499,"(M3.0)",,16.476,15.301,17.948,5.399779796600342,3.5476300716400146,"117 (-52,+90)",117,71,90,52
159177,5948824722005268352,"17423806-4653054","ALES9","CM","Gaia DR2 5948824722005268352",265.6586574,-46.8848903,"(M0.6)",99.9963,15.183,14.165,16.232,4.778910160064697,1.1845999956130981,281.8,281.8,56,56,56
159055,5947443529227245440,"17512496-4926392","ALES9","CM","Gaia DR2 5947443529227245440",267.8540729,-49.4442681,"(M1.5)",,15.616,14.545,16.797,4.9090399742126465,0.5625470280647278,281.8,281.8,56,56,56
159264,5949826926848493312,"17331678-4928216","ALES9","CM","Gaia DR2 5949826926848493312",263.319951,-49.472691,"(M2.1)",99.9758,16.126,15.012,17.416,4.229640007019043,0.4782559871673584,281.8,281.8,56,56,56
159049,5947349898940755328,"17511004-4929579","ALES9","CM","Gaia DR2 5947349898940755328",267.7919027,-49.4994721,"(M2.6)",99.9776,16.312,15.166,17.647,4.937379837036133,1.4408199787139893,281.8,281.8,56,56,56
159044,5947284821593355776,"17530930-5027326","ALES9","CM","Gaia DR2 5947284821593355776",268.2888118,-50.4591137,"(M2.9)",,16.424,15.256,17.868,5.504209995269775,1.3390799760818481,281.8,281.8,56,56,56
159137,5948604201202757376,"17391816-4732003","ALES9","CM","Gaia DR2 5948604201202757376",264.825704,-47.533436,"(M3.1)",99.994,17.201,16.016,18.758,4.875060081481934,2.849329948425293,281.8,281.8,56,56,56
159130,5948511876566944896,,"ALES9","CM","Gaia DR2 5948511876566944896",263.7811969,-48.0272661,"(M3.8)",99.982,17.299,16.066,18.739,4.83266019821167,1.859279990196228,281.8,281.8,56,56,56
452420,5948269842259505664,"17405014-4809373","ALES9","CM","Gaia eDR3 5948269842259505664",265.208941,-48.16037,"(M3.9)",99.9874,17.972,16.725,19.782,4.556660175323486,0.47736498713493347,281.8,281.8,56,56,56
157614,5924851004822914944,"17191799-5248248","ALES9","CM","Gaia DR2 5924851004822914944",259.8250605,-52.8069387,"(M4.4)",99.984,17.781,16.504,19.289,4.791749954223633,13.884400367736816,281.8,281.8,56,56,56
159139,5948614371686416256,"17385253-4716303","ALES9","CM","Gaia DR2 5948614371686416256",264.7189495,-47.2751212,"(M5.7)",99.991,15.872,14.766,17.118,4.923250198364258,4.155069828033447,281.8,281.8,56,56,56
1718132,5915243953253200000,"16592264-5856565","ALT12","CM","Gaia DR3 5915243953253200000",254.8443044,-58.949107,"(M0.8)",99.7605,17.3721,16.33969,18.50937,1.6461856473700416,1.3604534998724205,89.1,89.1,,,
1718137,5915340774677154688,"16593861-5844223","ALT12","CM","Gaia DR3 5915340774677154688",254.9108445,-58.7395454,"(M1.9)",99.1239,17.70978,16.61318,18.94063,1.5382271115603665,1.3720619884147214,89.1,89.1,,,
1718135,5915268172560380672,"16542321-5914091","ALT12","CM","Gaia DR3 5915268172560380672",253.596709,-59.235863,"(M2.2)",97.9305,17.89392,16.77704,19.07729,1.6013331865633855,1.368916336368717,89.1,89.1,,,
58765,247999421789789952,"03333412+4607259","APER","HM","Gaia DR2 247999421789789952",53.3923091,46.1237581,"(M0.1)",,14.229,13.234,15.252,5.704830169677734,0.264,"79 +1.5/-2.3",79,1.9,1.5,2.3
59034,249859692385393408,"03431637+5029418","APER","HM","Gaia DR2 249859692385393408",55.8183281,50.4948504,"(M0.2)",98.5899,14.334,13.333,15.38,5.79380989074707,2.529,"79 +1.5/-2.3",79,1.9,1.5,2.3
58305,241998527843821696,"03284579+4527051","APER","HM","Gaia DR2 241998527843821696",52.1909335,45.4513133,"(M0.8)",99.3884,14.598,13.568,15.684,5.561500072479248,0.7910910248756409,"79 +1.5/-2.3",79,1.9,1.5,2.3
104725,441937295652064896,"03332398+5007466","APER","HM","Gaia DR2 441937295652064896",53.3500676,50.1295324,"(M0.8)",67.7611,14.563,13.533,15.666,5.5683698654174805,6.233,"79 +1.5/-2.3",79,1.9,1.5,2.3
104622,441573048067694592,"03285720+4934019","APER","HM","Gaia DR2 441573048067694592",52.2385074,49.5670992,"(M0.8)",99.9928,14.659,13.627,15.755,5.743790149688721,3.093050003051758,"79 +1.5/-2.3",79,1.9,1.5,2.3
58852,248889442093277696,"03334714+4735310","APER","HM","Gaia DR2 248889442093277696",53.4465766,47.591851,"(M0.9)",51.6761,14.366,13.332,15.461,6.036139965057373,0.32555899024009705,"79 +1.5/-2.3",79,1.9,1.5,2.3
103517,435645340361757440,"03211299+4859579","APER","HM","Gaia DR2 435645340361757440",50.3042786,48.999334,"(M0.9)",99.9954,14.62,13.583,15.74,5.728340148925781,2.099,"79 +1.5/-2.3",79,1.9,1.5,2.3
104804,442671563260694016,"03263594+5122327","APER","HM","Gaia DR2 442671563260694016",51.6498357453003,51.3757131574913,"(M1.1)",99.9119,14.703,13.657,15.833,5.386529922485352,4.892,"79 +1.5/-2.3",79,1.9,1.5,2.3
103434,435320915712179840,"03215060+4740327","APER","HM","Gaia DR2 435320915712179840",50.4609784,47.675669,"(M1.3)",99.9504,14.617,13.558,15.763,5.7073798179626465,0.396,"79 +1.5/-2.3",79,1.9,1.5,2.3
104851,443227881784657536,"03345311+5243422","APER","HM","Gaia DR2 443227881784657536",53.7214521,52.7282731,"(M1.4)",,14.576,13.513,15.747,5.936470031738281,1.614,"79 +1.5/-2.3",79,1.9,1.5,2.3
58393,243089483897229312,"03265190+4702486","APER","HM","Gaia DR2 243089483897229312",51.7163896,47.0467327,"(M1.5)",99.8751,14.822,13.753,16.013,5.738039970397949,5.335,"79 +1.5/-2.3",79,1.9,1.5,2.3
57387,230530071809812480,"03590277+4110449","APER","CM","Gaia DR2 230530071809812480",59.7616931,41.1790153,"(M1.5)",,14.59,13.516,15.762,6.01540994644165,0.294,"79 +1.5/-2.3",79,1.9,1.5,2.3
58769,248043574053255680,"03360287+4642576","APER","HM","Gaia DR2 248043574053255680",54.0121146,46.7158867,"(M1.6)",99.9352,14.709,13.633,15.905,5.657209873199463,0.36,"79 +1.5/-2.3",79,1.9,1.5,2.3
58791,248238187611328768,"03390594+4744435","APER","HM","Gaia DR2 248238187611328768",54.7749221,47.745318,"(M1.6)",99.9681,14.778,13.701,15.971,5.864950180053711,5.973,"79 +1.5/-2.3",79,1.9,1.5,2.3
104700,441813566235162240,"03285433+5016183","APER","HM","Gaia DR2 441813566235162240",52.2265279,50.271645,"(M1.6)",99.9264,14.854,13.775,16.061,5.742839813232422,5.422,"79 +1.5/-2.3",79,1.9,1.5,2.3
104557,441429733597631232,"03242609+4844073","APER","HM","Gaia DR2 441429733597631232",51.1089165,48.7352231,"(M1.6)",99.9142,14.766,13.687,15.974,5.695559978485107,1.2,"79 +1.5/-2.3",79,1.9,1.5,2.3
59108,251179484294840960,"03461229+5044586","APER","CM","Gaia DR2 251179484294840960",56.5513985744633,50.7495059406501,"(M1.7)",98.8777,14.471,13.383,15.697,6.809840202331543,3.592,"79 +1.5/-2.3",79,1.9,1.5,2.3
104691,441774911528969088,"03234192+5027464","APER","HM","Gaia DR2 441774911528969088",50.9248494,50.4627715,"(M2.0)",99.8389,15.099,13.993,16.383,5.775179862976074,3.008,"79 +1.5/-2.3",79,1.9,1.5,2.3
59009,249584539600350720,"03443038+4944543","APER","HM","Gaia DR2 249584539600350720",56.1267604,49.7483339,"(M2.0)",99.9514,15.284,14.176,16.556,5.259130001068115,2.413,"79 +1.5/-2.3",79,1.9,1.5,2.3
104445,439718962223158016,"03075808+5024362","APER","HM","Gaia DR2 439718962223158016",46.9921716470851,50.4099705145691,"(M2.1)",81.6002,15.059,13.945,16.344,5.590159893035889,4.108,"79 +1.5/-2.3",79,1.9,1.5,2.3
58830,248693041829110528,"03455169+4823492","APER","HM","Gaia DR2 248693041829110528",56.4654869,48.3969479,"(M2.2)",99.9126,15.11,13.993,16.395,5.626319885253906,0.32947099208831787,"79 +1.5/-2.3",79,1.9,1.5,2.3
104739,442049377118210688,"03341840+5059278","APER","HM","Gaia DR2 442049377118210688",53.5768055,50.9909813,"(M2.2)",,15.163,14.045,16.457,5.833360195159912,1.412,"79 +1.5/-2.3",79,1.9,1.5,2.3
58596,244961093205959424,"03471577+4541214","APER","HM","Gaia DR2 244961093205959424",56.8158269,45.689211,"(M2.2)",,15.17,14.051,16.465,5.461339950561523,1.857,"79 +1.5/-2.3",79,1.9,1.5,2.3
59107,251176185759968512,"03462139+5041440","APER","CM","Gaia DR2 251176185759968512",56.5892818,50.6954169,"(M2.2)",99.9781,14.846,13.724,16.157,6.70127010345459,0.216,"79 +1.5/-2.3",79,1.9,1.5,2.3
103432,435318510530236928,"03231193+4754345","APER","HM","Gaia DR2 435318510530236928",50.7998497,47.9094665,"(M2.3)",,15.044,13.92,16.368,5.736120223999023,0.255,"79 +1.5/-2.3",79,1.9,1.5,2.3
59092,251005761459465600,"04012125+5143179","APER","HM","Gaia DR2 251005761459465600",60.3386745,51.721519,"(M2.3)",99.9242,15.296,14.171,16.607,5.239610195159912,0.504,"79 +1.5/-2.3",79,1.9,1.5,2.3
58964,249293478258283904,"03352001+4854390","APER","HM","Gaia DR2 249293478258283904",53.8335484,48.9107263,"(M2.3)",99.9792,15.254,14.127,16.573,5.7734599113464355,3.605,"79 +1.5/-2.3",79,1.9,1.5,2.3
58960,249277810217226752,"03321754+4844553","APER","HM","Gaia DR2 249277810217226752",53.0732043,48.748601,"(M2.3)",99.9571,15.112,13.984,16.415,5.777760028839111,3.541,"79 +1.5/-2.3",79,1.9,1.5,2.3
104670,441715915858562944,"03224837+4939232","APER","HM","Gaia DR2 441715915858562944",50.7017379,49.6563551,"(M2.3)",99.8683,15.139,14.01,16.469,5.501269817352295,0.309,"79 +1.5/-2.3",79,1.9,1.5,2.3
103611,436309342307271808,"03113505+4830354","APER","HM","Gaia DR2 436309338006812416",47.8962397,48.509766,"(M2.4)",99.9943,15.085,13.954,16.398,5.942590236663818,3.1116700172424316,"79 +1.5/-2.3",79,1.9,1.5,2.3
57928,232984147404072704,"04210277+4556493","APER","CM","Gaia DR2 232984147404072704",65.2616969,45.9469096,"(M2.4)",,15.086,13.949,16.424,6.040160179138184,4.989,"79 +1.5/-2.3",79,1.9,1.5,2.3
104574,441458252180075008,"03244455+4917106","APER","HM","Gaia DR2 441458252180075008",51.1858106,49.2861814,"(M2.5)",,15.462,14.324,16.822,5.532800197601318,0.4461590051651001,"79 +1.5/-2.3",79,1.9,1.5,2.3
104769,442417954031852032,"03342973+5155271","APER","HM","Gaia DR2 442417954031852032",53.6239711,51.9240883,"(M2.5)",99.9826,15.399,14.26,16.745,5.42657995223999,1.936,"79 +1.5/-2.3",79,1.9,1.5,2.3
108216,453287657264888192,"02525618+5352042","APER","HM","Gaia DR2 453287657264888192",43.234336,53.8677374,"(M2.5)",99.9394,15.196,14.056,16.539,5.939849853515625,3.036,"79 +1.5/-2.3",79,1.9,1.5,2.3
