"moca_oid","GaiaDR3_ID","twomass_id","moca_aid","moca_mtid","designation","ra","dec","spectral_type","banyan_prob","gmag","rmag","bmag","parallax_mas","prot_days","age_string_myr","age_myr","age_myr_unc","age_myr_unc_pos","age_myr_unc_neg"
1792956,6616588812469512704,"22031764-2955314","CWNU1012","CM","Gaia DR3 6616588812469512704",330.8236004,-29.9254209,"(M1.4)",99.8665,15.87081,14.80753,17.00896,3.855809737435004,1.8303104750594463,"135 (-65,+100)",135,83,100,65
1793041,6811751954600605056,"21562987-2639159","CWNU1012","CM","Gaia DR3 6811751954600605056",329.1245319,-26.6543744,"(M1.8)",99.2597,16.25351,15.16442,17.43718,3.6718714092740345,1.9791268928304036,"135 (-65,+100)",135,83,100,65
1793071,6818020309045351808,"21444436-2058231","CWNU1012","CM","Gaia DR3 6818020309045351808",326.1848763,-20.9730784,"(M2.5)",99.2579,16.83224,15.69206,18.18729,3.7494002924731333,2.3838749121361476,"135 (-65,+100)",135,83,100,65
1792977,6619169847295134080,"22021440-2823500","CWNU1012","CM","Gaia DR3 6619169847295134080",330.5600587,-28.3972399,"(M2.8)",99.856,16.71905,15.55855,18.11259,3.8847272944819475,0.74826875775532,"135 (-65,+100)",135,83,100,65
1793062,6817455812903665152,"21383995-2212160","CWNU1012","CM","Gaia DR3 6817455812903665152",324.6665078,-22.2044598,"(M3.0)",99.6637,17.12386,15.94472,18.59296,3.5739443180745853,0.9969361389290339,"135 (-65,+100)",135,83,100,65
1793043,6813306698401846144,"21521836-2349502","CWNU1012","CM","Gaia DR3 6813306698401846144",328.0765508,-23.8306067,"(M3.2)",92.2952,17.01196,15.81996,18.51513,3.80095982065012,0.31433380851057663,"135 (-65,+100)",135,83,100,65
1792982,6619449398126468480,"21593258-2749065","CWNU1012","CM","Gaia DR3 6619449398126468480",329.8858554,-27.8184865,"(M3.4)",99.8291,17.50335,16.29482,19.06529,3.8290235655138996,0.9288353006889795,"135 (-65,+100)",135,83,100,65
1793072,6818094831022521344,"21484741-2035126","CWNU1012","CM","Gaia DR3 6818094831022521344",327.1975736,-20.5868559,"(M3.4)",99.1503,17.586,16.3772,19.14534,3.525287260820846,2.5647067970551993,"135 (-65,+100)",135,83,100,65
1793108,6830600263959579136,"21390593-1928584","CWNU1012","CM","Gaia DR3 6830600263959579136",324.7747397,-19.4828985,"(M3.7)",99.7183,17.89232,16.66642,19.60479,3.6155272660877578,0.5824733071080659,"135 (-65,+100)",135,83,100,65
1793161,6835059883122761344,"21254502-1725408","CWNU1012","CM","Gaia DR3 6835059883122761344",321.43763,-17.4280099,"(M3.7)",99.0554,17.86789,16.6397,19.50379,3.476641772340532,0.9938146528143587,"135 (-65,+100)",135,83,100,65
1792983,6619459229307340416,"21595659-2737211","CWNU1012","CM","Gaia DR3 6619459229307340416",329.9858707,-27.6225397,"(M5.6)",99.6395,17.5147,16.25819,19.23687,3.8961372743997305,0.8105354474426106,"135 (-65,+100)",135,83,100,65
1793132,6831424451004132096,"21333864-1906358","CWNU1012","CM","Gaia DR3 6831424451004132096",323.4110701,-19.1099197,"(M5.7)",99.526,17.50168,16.32337,18.94574,3.2596364705538647,2.2081937815415364,"135 (-65,+100)",135,83,100,65
1792955,6616366367522206848,"22024301-3059580","CWNU1012","CM","Gaia DR3 6616366367522206848",330.6792951,-30.9994378,"(M6.0)",99.0214,17.53143,16.30745,19.134,3.8385320523502915,0.8997822598197571,"135 (-65,+100)",135,83,100,65
243336,3178393622880187392,"04360781-1108553","CWNU1018","CM","Gaia eDR3 3178393622880187392",69.032496,-11.1487491,"(M1.8)",97.6402,15.451,14.357,16.669,5.753689765930176,8.217700004577637,"153 (-74,+110)",153,92,110,74
243517,3197736540674007168,"04334952-0833019","CWNU1018","CM","Gaia eDR3 3197736540674007168",68.4563252,-8.5505547,"(M2.7)",99.9489,15.769,14.617,17.133,6.144259929656982,1.6663700342178345,"153 (-74,+110)",153,92,110,74
243403,3185711491238648064,"04364505-0838286","CWNU1018","CM","Gaia eDR3 3185711491238648064",69.1876749,-8.6412934,"(M3.6)",99.9313,16.793,15.571,18.406,5.874889850616455,0.5862969756126404,"153 (-74,+110)",153,92,110,74
554916,3185090438966524160,"04474511-0854286","CWNU1018","CM","Gaia EDR3 3185090438966524160",71.9379465,-8.908006,"(M3.7)",99.7124,16.587,15.358,18.167,6.172210216522217,0.7768610119819641,"153 (-74,+110)",153,92,110,74
243472,3191747844434161024,"04194357-0924338","CWNU1018","CM","Gaia eDR3 3191747844434161024",64.931536,-9.4093946,"(M3.8)",99.9287,16.478,15.24,18.15,6.579090118408203,0.8989139795303345,"153 (-74,+110)",153,92,110,74
243400,3185659779832417280,"04365612-0850168","CWNU1018","CM","Gaia eDR3 3185659779832417280",69.2338207,-8.8380137,"(M5.5)",99.9519,15.888,14.71,17.324,6.00754976272583,0.5896469950675964,"153 (-74,+110)",153,92,110,74
243528,3198456926947648128,"04335624-0709127","CWNU1018","CM","Gaia eDR3 3198456926947648128",68.4842669,-7.1536424,"(M5.7)",99.9313,17.344,16.091,19.124,6.008709907531738,0.49549201130867004,"153 (-74,+110)",153,92,110,74
243522,3198020695710702080,"04313472-0751008","CWNU1018","CM","Gaia eDR3 3198020695710702080",67.8946179,-7.8502573,"(M5.9)",99.936,16.456,15.228,18.066,6.165949821472168,0.4302479922771454,"153 (-74,+110)",153,92,110,74
243402,3185688710732097024,"04331903-0856176","CWNU1018","CM","Gaia eDR3 3185688710732097024",68.3292441,-8.938253,"(M5.9)",99.9541,16.666,15.446,18.248,6.022089958190918,0.7276390194892883,"153 (-74,+110)",153,92,110,74
243523,3198048011702657920,"04312916-0731007","CWNU1018","CM","Gaia eDR3 3198048011702657920",67.871525,-7.5169086,"(M6.0)",99.9354,17.249,15.972,19.037,6.021570205688477,0.5323690176010132,"153 (-74,+110)",153,92,110,74
243396,3185571715823590272,"04332086-0917574","CWNU1018","CM","Gaia eDR3 3185571715823590272",68.3368934,-9.2993192,"(M6.0)",99.9434,17.757,16.453,19.664,6.159840106964111,0.3141619861125946,"153 (-74,+110)",153,92,110,74
387600,2923831529725038848,"06395156-2422264","CWNU1024","CM","Gaia eDR3 2923831529725038848",99.964839,-24.3739876,"(M0.2)",99.5727,15.846,14.848,16.864,2.4685099124908447,3.164949893951416,"32 (-16,+28)",32,22,28,16
387703,2925332393159660032,"06461572-2307185","CWNU1024","CM","Gaia eDR3 2925332393159660032",101.565496992844,-23.1217516337565,"(M4.1)",99.8717,18.573,17.314,20.235,2.3789799213409424,0.9002220034599304,"32 (-16,+28)",32,22,28,16
1792570,5613351767159037184,"07341766-2609152","CWNU1034","CM","Gaia DR3 5613351767159037184",113.573604,-26.154247,"(M1.6)",99.7813,16.42829,15.35143,17.5393,2.192380947426622,2.098538235525606,"27 (-15,+23)",27,19,23,15
1788034,3219624415567435264,"05482927+0049480","CWNU1054","CM","Gaia DR3 3219624415567435264",87.1219662,0.8299996,"(M1.9)",93.709,16.8486,15.75308,18.07266,2.4300355738311703,0.56517400701908,"121 (-47,+97)",121,72,97,47
239981,2350263077113718784,"00383472-2115450","CWNU1066","CM","Gaia eDR3 2350263077113718784",9.6447613,-21.2625008,"(M0.1)",33.9359,13.429,12.434,14.427,10.123800277709961,6.271719932556152,"93 (-46,+88)",93,67,88,46
240036,2370490758169632640,"00411528-1619577","CWNU1066","CM","Gaia eDR3 2370490758169632640",10.3137538,-16.3326904,"(M5.9)",,15.18,13.972,16.705,10.193099975585938,0.6191869974136353,"93 (-46,+88)",93,67,88,46
1793021,673383703022170112,"07503596+2011578","CWNU1093","CM","Gaia DR3 673383703022170112",117.6498106,20.1993584,"(M5.8)",99.7696,17.59289,16.53782,18.74074,1.867837549129731,0.34895782845575685,"240 (-130,+220)",240,180,220,130
1793287,857138175063486720,"11023201+5722427","CWNU1095","CM","Gaia DR3 857138175063486720",165.633408,57.378548,"(M3.2)",98.586,17.29658,16.10477,18.76229,4.027181495261455,1.2531884832237876,"250 (-100,+240)",250,170,240,100
1793280,854441652860080384,"10465566+5750125","CWNU1095","CM","Gaia DR3 854441652860080384",161.7320472,57.8368722,"(M5.7)",99.7686,17.70157,16.49801,19.21012,4.118712979515511,2.4793,"250 (-100,+240)",250,170,240,100
84531,3341384711186022784,"05404370+1344342","CWNU1111","CM","Gaia DR2 3341384711186022784",85.1820992,13.7428342,"(M0.2)",,14.685,13.688,15.696,3.7216999530792236,0.33637601137161255,"21.5 (-9.7,+16.0)",21.5,13,16,9.7
86126,3389712885789358464,,"CWNU1111","CM","Gaia DR2 3389712885789358464",84.1214701565109,14.5351233149927,"(M0.5)",,15.24,14.227,16.205,3.0222599506378174,3.2709200382232666,"21.5 (-9.7,+16.0)",21.5,13,16,9.7
84362,3340476686380713344,"05413932+1227115","CWNU1111","CM","Gaia DR2 3340476686380713344",85.4138697341559,12.4531702160781,"(M1.3)",99.9673,15.089,14.028,16.206,3.6604599952697754,1.8404699563980103,"21.5 (-9.7,+16.0)",21.5,13,16,9.7
1790512,470748451673469312,"04255468+5839121","CWNU1137","CM","Gaia DR3 470748451673469312",66.4777537,58.6533638,"(M0.5)",99.583,17.43322,16.42036,18.49347,1.5726947008739243,1.485293209960921,"79 (-31,+53)",79,42,53,31
1790530,470944886295745280,"04230052+5841461","CWNU1137","CM","Gaia DR3 470944886295745280",65.752199,58.696148,"(M0.5)",99.2181,17.37714,16.36394,18.38432,1.4236905758185843,7.270130978971298,"79 (-31,+53)",79,42,53,31
1792811,5870762866788031360,"13493950-5902462","CWNU1138","CM","Gaia DR3 5870762866788031360",207.414608,-59.046185,"(M1.4)",99.7319,17.19695,16.12883,18.34189,2.1195239567173894,4.666809325464095,"110 ± 20",112.2,22.4,22.4,22.4
1792760,5869215750833029504,"13423137-5952219","CWNU1138","CM","Gaia DR3 5869215750833029504",205.630729,-59.872768,"(M2.4)",99.8737,17.33588,16.20259,18.58337,2.040264793311038,0.3352892245405301,"110 ± 20",112.2,22.4,22.4,22.4
1792794,5870542552110556672,,"CWNU1138","CM","Gaia DR3 5870542552110556672",207.05274147240505,-59.47468213507226,"(M2.7)",99.8422,16.86052,15.70143,17.80423,1.9768455782473648,0.47147690066562553,"110 ± 20",112.2,22.4,22.4,22.4
1792797,5870565470064337280,"13491813-5926314","CWNU1138","CM","Gaia DR3 5870565470064337280",207.325575,-59.442081,"(M3.0)",99.7404,18.1506,16.97353,19.49715,2.1032500109183405,2.0534146515750695,"110 ± 20",112.2,22.4,22.4,22.4
1792752,5869028795163514752,"13454188-5952341","CWNU1138","CM","Gaia DR3 5869028795163514752",206.424506,-59.876144,"(M3.5)",99.8418,17.4408,16.22684,18.73809,1.9952747991195585,8.031723407615774,"110 ± 20",112.2,22.4,22.4,22.4
1788063,3238162078534015232,"05022519+0249234","CWNU1142","CM","Gaia DR3 3238162078534015232",75.6049889,2.8231337,"(M0.6)",99.4121,15.77887,14.75838,16.81797,3.3619627163098054,1.8170223997573842,"84 (-46,+49)",84,48,49,46
81057,3228958891331263488,"05025134+0123392","CWNU1142","CM","Gaia DR2 3228958891331263488",75.7139135,1.3941894,"(M1.5)",99.8697,15.882,14.812,17.04,3.4958600997924805,0.33152198791503906,"84 (-46,+49)",84,48,49,46
80979,3227315808641877248,"05054652-0027054","CWNU1142","CM","Gaia DR2 3227315808641877248",76.4438232,-0.4515319,"(M5.6)",99.8944,17.346,16.134,18.911,3.5347900390625,2.652060031890869,"84 (-46,+49)",84,48,49,46
25681,6246043846200149376,"16184210-1833291","CWNU1143","CM","EPIC 205264786",244.675360699727,-18.5581678786541,"(M2.0)",,13.397,12.293,14.647,8.850509643554688,5.3493,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
24406,6043652067960564224,"16025844-2545297","CWNU1143","CM","EPIC 203550692",240.743435471458,-25.7583969134583,"(M2.7)",99.7433,13.848,12.692,15.226,8.88053035736084,2.098,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
24248,6043120797681507584,"15591872-2648140","CWNU1143","CM","EPIC 203234300",239.827929181813,-26.804031127179,"(M3.4)",99.923,14.454,13.247,15.994,9.003270149230957,3.035,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
252531,6049847575458556928,,"CWNU1143","CM","Gaia eDR3 6049847575458556928",242.54239627,-24.58184942,"(M4.0)",99.5847,13.568,12.317,14.169,9.38206958770752,3.476830005645752,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
24093,6235131880488892160,,"CWNU1143","CM","Gaia DR2 6235131880488892160",236.652541986106,-25.4260080009256,"(M4.2)",92.7915,14.972,13.709,16.755,9.19456958770752,3.216,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
24374,6042447312446886784,"16090778-2734220","CWNU1143","CM","EPIC 203009876",242.282344583352,-27.5729323150675,"(M4.4)",,15.455,14.174,17.271,9.341830253601074,1.1937,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
24380,6236148963108095232,"15573683-2453028","CWNU1143","CM","EPIC 203800211",239.403416686277,-24.8842456301919,"(M4.7)",,16.012,14.706,17.931,9.575730323791504,0.6137,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
24471,6043385539467526656,"16082721-2616491","CWNU1143","CM","EPIC 203396402",242.113271200794,-26.2804230319355,"(M5.3)",99.8491,15.96,14.608,18.093,9.446700096130371,0.533,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
24594,6048703877204665600,"16135644-2604373","CWNU1143","CM","Gaia DR2 6048703877204665600",243.4851087,-26.0772026,"(M5.8)",99.1224,14.708,13.491,16.292,8.634300231933594,1.434,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
24130,6235534198668146944,"15522422-2621472","CWNU1143","CM","2MASS J15522422-2621472",238.1008487,-26.363274,"(M5.8)",99.7407,14.242,13.047,15.759,9.093199729919434,1.373,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
25293,6244135540690909568,"16085746-2022472","CWNU1143","CM","UCAC4 349-077974",242.239344,-20.3798804,"(M6.0)",,15.008,13.781,16.659,8.448960304260254,1.019,"18.5 (-8.3,+15.0)",18.5,12,15,8.3
1796250,3101341084964237312,"07032605-0522449","CWNU1447","CM","Gaia DR3 3101341084964237312",105.8585572,-5.3791509,"(M5.7)",98.4158,17.09911,16.33997,17.71391,0.4386975256462011,3.701520469024284,"47 (-20,+32)",47,26,32,20
1812683,3402255732188817408,"05242636+2055442","CWNU168","CM","Gaia DR3 3402255732188817408",81.1098549,20.9289441,"(M6.0)",99.5811,17.23927,16.20008,18.21803,1.2906293455675968,2.9016101921315345,"23 (-10,+14)",23,12,14,10
1809909,191435454118571264,"05482640+3916399","CWNU173","CM","Gaia DR3 191435454118571264",87.1099585,39.2776888,"(M0.4)",99.821,17.2399,16.23163,18.24137,1.1864035447999073,0.3537744207221374,"118 (-54,+77)",118,66,77,54
1859312,1961327675062905216,"22083136+4205510","CWNU311","CM","Gaia DR3 1961327675062905216",332.130633,42.0974965,"(M0.5)",99.7929,16.75806,15.74394,17.79302,1.5662277577687218,0.7682369000160908,"49 (-18,+54)",49,36,54,18
1863148,4238002839825198336,"19415054-0134373","CWNU313","CM","Gaia DR3 4238002839825198336",295.4605714,-1.5770316,"(M1.4)",99.3055,16.9854,15.91827,18.14097,1.6985973003503094,2.0452411994142214,"40 (-17,+23)",40,20,23,17
1867401,6066401440267075712,"13113102-5627389","CWNU382","CM","Gaia DR3 6066401440267075712",197.879262,-56.460815,"(M1.4)",99.6634,18.54024,17.47307,19.7826,1.1517730326603557,2.32134947275497,"91 (-34,+86)",91,60,86,34
382894,2189306566363906432,"21005402+5713359","CWNU519","CM","Gaia eDR3 2189306566363906432",315.2250835,57.2266392,"(M3.4)",99.9652,16.308,15.101,17.573,3.20740008354187,1.4918999671936035,"23 (-10,+16)",23,13,16,10
82041,3291082157294337664,"04561866+0852532","CWNU522","CM","Gaia DR2 3291082157294337664",74.0777572,8.8814335,"(M0.4)",97.282,16.048,15.039,17.124,2.610919952392578,5.393119812011719,"36 (-17,+25)",36,21,25,17
1862137,3291081504459318272,"04561354+0850292","CWNU522","CM","Gaia DR3 3291081504459318272",74.0563989,8.8414315,"(M2.3)",97.7733,16.58861,15.45986,17.88486,2.611857897657893,2.1209143301505327,"36 (-17,+25)",36,21,25,17
1878940,5302921460966470656,"08415057-5819144","CWNU88","CM","Gaia DR3 5302921460966470656",130.4607119,-58.3206591,"(M0.9)",98.8656,16.62725,15.58981,17.72611,1.7843828604249323,3.120353138788679,"14.8 (-6.3,+8.4)",14.8,7.3,8.4,6.3
1883531,5893948371534187008,"14530537-5408457","CWNU95","CM","Gaia DR3 5893948371534187008",223.2723058,-54.1461023,"(M0.1)",99.8902,16.56342,15.56752,17.23612,0.8961257053175835,3.747786747362463,"23.3 (-7.0,+17.0)",23.3,12,17,7
43972,2053568110703900672,"19304396+4112528","CYGVUL","CM","Gaia DR2 2053568110703900672",292.6831598,41.2146664,"(M1.2)",,14.983,13.931,16.107,4.963359832763672,1.4,"24-211",117,93,93,93
48435,2127069638383937280,"19190422+4515490","CYGVUL","CM","Gaia DR2 2127069638383937280",289.7675948,45.2636444,"(M1.5)",,15.131,14.057,16.298,5.141180038452148,7.438,"24-211",117,93,93,93
48379,2125791181240285184,"19263383+4239327","CYGVUL","CM","Gaia DR2 2125791181240285184",291.6409776,42.6591123,"(M2.0)",,15.124,14.02,16.356,5.632530212402344,2.718,"24-211",117,93,93,93
48377,2125782934903136768,"19272931+4233311","CYGVUL","CM","Gaia DR2 2125782934903136768",291.8721661,42.5586726,"(M2.3)",,15.401,14.277,16.688,5.095359802246094,4.005,"24-211",117,93,93,93
31524,1829079206759114624,"20211555+2121010","CYGVUL","CM","Gaia DR2 1829079206759114624",305.3148282,21.3502431,"(M3.4)",,15.257,14.053,16.756,8.07079029083252,1.7400100231170654,"24-211",117,93,93,93
30964,1809456978657790720,"20094752+1649047","CYGVUL","CM","Gaia DR2 1809456978657790720",302.4480425,16.8179556,"(M3.8)",,17.024,15.785,18.706,5.08935022354126,0.9263830184936523,"24-211",117,93,93,93
31018,1812126695954724992,"20311334+1800155","CYGVUL","CM","Gaia DR2 1812126695954724992",307.8056261,18.0042937,"(M3.9)",,16.758,15.511,18.437,6.095439910888672,0.4913179874420166,"24-211",117,93,93,93
51639,2173892959536126208,"21504976+5422329","CYGVUL","CM","Gaia DR2 2173892959536126208",327.7074566,54.3758283,"(M5.6)",,13.353,12.363,14.338,7.74183988571167,0.3482869863510132,"24-211",117,93,93,93
31098,1815160763933094016,"20301795+1826161","CYGVUL","CM","Gaia DR2 1815160763933094016",307.574821,18.4377621,"(M5.7)",,15.731,14.566,17.162,6.773900032043457,2.587290048599243,"24-211",117,93,93,93
31108,1815499585314906112,"20253651+1908481","CYGVUL","CM","Gaia DR2 1815499585314906112",306.402144,19.1466893,"(M5.7)",,16.901,15.647,18.602,6.713799953460693,0.6371430158615112,"24-211",117,93,93,93
31109,1815505563909523200,"20262799+1913428","CYGVUL","CM","Gaia DR2 1815505563909523200",306.6166439,19.2285359,"(M5.9)",,17.772,16.466,19.611,6.002749919891357,0.447952002286911,"24-211",117,93,93,93
1904032,508310753873284864,"01545745+6120421","CZE5","CM","Gaia DR3 508310753873284864",28.739388,61.345028,"(M0.3)",99.9028,18.20171,17.19706,19.17523,0.2429550141064261,2.95177,"64 (-25,+38)",64,32,38,25
224505,5841786783980215680,"12415563-7311051","EPSC","HM","Gaia DR2 5841786783980215680",190.4813092,-73.1848059,"(M2.2)",,12.42,11.298,13.673,9.61968994140625,1.26,3.7,3.7,3,4.6,1.4
8017,5843314967714767872,"12473611-7031135","EPSC","HM","2MASS J12473611-7031135",191.9000726,-70.5205557,"(M5.8)",,13.221,12.076,14.566,10.04069995880127,3.9701,3.7,3.7,3,4.6,1.4
2365,39513359823463680,"03502880+1356125","ETAU","HM","2MASS J03502880+1356125",57.6201118,13.93673,"(M1.3)",99.9574,14.326,13.267,15.475,6.711319923400879,4.895999908447266,"~50",50,20,20,15
2302,3302817966452511616,"03494198+1035258","ETAU","HM","2MASS J03494198+1035258",57.4250232,10.5904282,"(M2.5)",,14.897,13.758,16.232,6.613709926605225,2.1182401180267334,"~50",50,20,20,15
208638,4889098922445938432,"04064356-2821193","FCCN","CM","Gaia DR2 4889098922445938432",61.6814113,-28.3551879,"(M0.2)",,12.961,11.964,13.956,10.142999649047852,1.174739956855774,"29.2 ± 4.5",29.2,4.5,4.5,4.5
123879,5307597473466280576,"09452958-5617481","FCCN","HM","Gaia DR2 5307597473466280576",146.3731467,-56.2966899,"(M0.2)",,13.415,12.418,14.422,7.299009799957275,1.501039981842041,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4159,4812786596365701248,"05095165-4207438","FCCN","CM","2MASS J05095165-4207438",77.4654149,-42.128819,"(M0.2)",,12.805,11.807,13.826,10.624799728393555,3.5866,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4669,5261554496328279552,"06262199-7516404","FCCN","HM","2MASS J06262199-7516404",96.5918749,-75.2777199,"(M0.7)",,12.442,11.42,13.494,13.454700469970703,2.6136,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4294,4823127842525040896,"05240297-3418372","FCCN","HM","2MASS J05240297-3418372",81.0125515,-34.3103339,"(M1.6)",,11.723,10.643,12.87,17.482099533081055,1.851,"29.2 ± 4.5",29.2,4.5,4.5,4.5
123507,5303686446190455296,"09090533-5734452","FCCN","HM","Gaia DR2 5303686446190455296",137.2721386,-57.5791284,"(M2.1)",,14.276,13.163,15.524,7.721560001373291,2.2661399841308594,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4711,5496780273059907584,"06380673-5604533","FCCN","CM","UCAC2 7201471",99.5280426,-56.0813634,"(M2.7)",,13.04,11.884,14.411,11.736499786376953,0.4986,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4488,2900935402664303616,"05433810-3335426","FCCN","HM","2MASS J05433810-3335426",85.9089137,-33.595163,"(M2.9)",,13.166,11.998,14.571,15.628999710083008,2.8639,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4775,5609087483100434816,"06533130-2806162","FCCN","CM","2MASS J06533130-2806162",103.3804265,-28.1045037,"(M2.9)",,13.282,12.109,14.715,13.398599624633789,3.8039,"29.2 ± 4.5",29.2,4.5,4.5,4.5
2503,4615070113356341632,"03521785-8523065","FCCN","HM","2MASS J03521785-8523065",58.0771655,-85.3849974,"(M3.0)",,13.355,12.178,14.787,15.562600135803223,2.2127,"29.2 ± 4.5",29.2,4.5,4.5,4.5
6838,5217868876431672960,"09315452-7327372","FCCN","HM","2MASS J09315452-7327372",142.9767214,-73.4602357,"(M3.2)",,13.432,12.24,14.916,12.792400360107422,1.41,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4532,4792149175429007360,"05522891-5302594","FCCN","HM","2MASS J05522891-5302594",88.1206566,-53.0497104,"(M3.2)",,12.884,11.69,14.38,20.373600006103516,2.5205,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4352,2906679938602481408,"05292529-2852274","FCCN","CM","2MASS J05292529-2852274",82.355521,-28.8742804,"(M3.3)",,13.89,12.69,15.414,12.60420036315918,1.057,"29.2 ± 4.5",29.2,4.5,4.5,4.5
1096,4853515084038073344,"03263705-3850158","FCCN","CM","2MASS J03263705-3850158",51.6546369,-38.8377573,"(M3.4)",,13.708,12.504,15.223,12.429300308227539,1.6094,"29.2 ± 4.5",29.2,4.5,4.5,4.5
7035,5252222670597991040,"10302185-6252431","FCCN","CM","2MASS J10302185-6252431",157.5905824,-62.8786215,"(M3.4)",,13.535,12.33,15.075,16.118799209594727,1.7511,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4683,5568747466626837888,"06285054-4415216","FCCN","CM","2MASS J06285054-4415216",97.2106541,-44.2559644,"(M3.5)",,14.23,13.019,15.788,12.386099815368652,1.3924,"29.2 ± 4.5",29.2,4.5,4.5,4.5
2744,4841643450834660608,"04001002-4256311","FCCN","CM","2MASS J04001002-4256311",60.0419462,-42.9420027,"(M3.5)",,13.999,12.786,15.556,11.969300270080566,3.5561,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4827,5287208409004384384,"07085742-6058513","FCCN","HM","2MASS J07085742-6058513",107.2393158,-60.9808046,"(M3.5)",,14.369,13.156,15.946,11.485799789428711,1.1085,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4280,2968287052578203904,"05230948-2019597","FCCN","CM","2MASS J05230948-2019597",80.7896376,-20.3333182,"(M3.5)",,13.893,12.679,15.453,14.92650032043457,1.6449,"29.2 ± 4.5",29.2,4.5,4.5,4.5
3398,4866123458751856128,"04291785-3608271","FCCN","CM","2MASS J04291785-3608271",67.3246364,-36.140872,"(M3.6)",,13.996,12.771,15.593,14.684000015258789,1.3638,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4744,5266642318884581632,"06462428-7038028","FCCN","CM","2MASS J06462428-7038028",101.6012423,-70.6339957,"(M3.6)",,14.568,13.343,16.183,12.300100326538086,0.611,"29.2 ± 4.5",29.2,4.5,4.5,4.5
7060,5229115299838780416,"10375758-7329417","FCCN","CM","2MASS J10375758-7329417",159.4892307,-73.494819,"(M3.7)",,13.867,12.637,15.486,13.50730037689209,2.2631,"29.2 ± 4.5",29.2,4.5,4.5,4.5
2747,4841643382115183360,"04001374-4256348","FCCN","CM","2MASS J04001374-4256348",60.057445,-42.9430299,"(M3.8)",,14.66,13.427,16.289,11.999199867248535,6.6897,"29.2 ± 4.5",29.2,4.5,4.5,4.5
65224,2992682810416239232,"06121513-1629529","FCCN","CM","Gaia DR2 2992682810416239232",93.0631118,-16.4980719,"(M3.8)",98.2115,15.621,14.388,17.229,9.877659797668457,0.3857100009918213,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4320,4823217285221309696,"05264556-3404243","FCCN","HM","2MASS J05264556-3404243",81.6900628,-34.0734296,"(M3.8)",,13.648,12.411,15.279,17.089099884033203,0.9537,"29.2 ± 4.5",29.2,4.5,4.5,4.5
3756,2978678571329039488,"04405328-1842351","FCCN","CM","2MASS J04405328-1842351",70.2221936,-18.7098438,"(M3.9)",,14.219,12.977,15.876,13.305999755859375,5.4825,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4598,5477559813377591552,"06072921-6409323","FCCN","HM","2MASS J06072921-6409323",91.8719129,-64.1588898,"(M4.0)",,13.505,12.251,15.225,15.485400199890137,0.5341,"29.2 ± 4.5",29.2,4.5,4.5,4.5
2848,4889151973881979008,"04055705-2809463","FCCN","CM","2MASS J04055705-2809463",61.4880113,-28.1629289,"(M4.4)",,14.373,13.094,16.172,15.241600036621094,0.4123,"29.2 ± 4.5",29.2,4.5,4.5,4.5
169400,5618023729507198464,"07174328-2309247","FCCN","CM","Gaia DR2 5618023725195740288",109.4303522,-23.1568601,"(M4.7)",,15.903,14.6,16.395,1.5791399478912354,4.107230186462402,"29.2 ± 4.5",29.2,4.5,4.5,4.5
6104,5221537843653900544,"08420090-7113216","FCCN","HM","2MASS J08420090-7113216",130.5034505,-71.2225476,"(M4.7)",,14.655,13.351,16.557,11.771400451660156,3.453,"29.2 ± 4.5",29.2,4.5,4.5,4.5
124022,5309815055277233024,"09143502-5655445","FCCN","HM","Gaia DR2 5309815055277233024",138.645932,-56.929047,"(M5.4)",,17.145,15.785,19.033,7.606629848480225,0.6926820278167725,"29.2 ± 4.5",29.2,4.5,4.5,4.5
4427,4809722394897908096,"05363981-3654079","FCCN","CM","2MASS J05363981-3654079",84.1660146,-36.9021785,"(M5.5)",,14.896,13.662,16.538,12.411999702453613,0.7977,"29.2 ± 4.5",29.2,4.5,4.5,4.5
