object,source_survey_name,source_survey_id,ref,Prot,e_Prot,ageMyr,e_ageMyr,TIC_ID,GaiaDR2_ID,GaiaDR3_ID,bp_rp,ebpminrp_gspphot,ruwe,parallax,bprp0
2MASS J01484771-4831156,2MASS,01484771-4831156,Mamonova2025,1.024,,149.0,,229147922.0,4941694920153720448,4941694920153720448,2.9234848,0.0,1.2491156,25.63074195733733,2.9234848
2MASS J01504543-5716488,2MASS,01504543-5716488,Mamonova2025,0.706,,45.0,,231020924.0,4718894488105809024,4718894488105809024,3.7705688,,1.0932988,22.404311990238057,
2MASS J01505688-5844032,2MASS,01505688-5844032,Mamonova2025,1.635,,45.0,,231020638.0,4717948633228035968,4717948633228035968,2.641471,0.0022,1.3889185,22.098246475368303,2.639271
2MASS J01511997+1324525,2MASS,01511997+1324525,Mamonova2025,3.06,,24.0,,404629742.0,2575842627879030656,2575842627879030656,2.2439327,0.0038,1.4083922,26.37904682775203,2.2401328
2MASS J01521830-5950168,2MASS,01521830-5950168,Mamonova2025,6.5,,45.0,,231022874.0,4717559779772987520,4717559779772987520,2.3131056,,1.189867,25.256342113595544,
2MASS J01532494-6833226,2MASS,01532494-6833226,Mamonova2025,0.6,,45.0,,232073492.0,4694395410533461760,4694395410533461760,3.286024,0.0013,1.1067554,22.588225500930427,3.284724
2MASS J01564714-0021127,2MASS,01564714-0021127,Mamonova2025,0.543,,24.0,,423389014.0,2507484130258715136,2507484130258715136,1.7341137,0.0462,1.22388,14.320881398640013,1.6879137
2MASS J02000918-8025009,2MASS,02000918-8025009,Mamonova2025,7.5,,45.0,,273789976.0,4632037879874910080,4632037879874910080,1.3101645,0.0374,3.2312658,13.235763730748628,1.2727644
2MASS J02001277-0840516,2MASS,02001277-0840516,Mamonova2025,2.28,,45.0,,25001358.0,2463211714746424576,2463211714746424576,2.3968143,,2.0248907,27.18383102258466,
2MASS J02001992-6614017,2MASS,02001992-6614017,Mamonova2025,0.63,,45.0,,232083054.0,4698166391819382272,4698166391819382272,3.0619583,,1.2940397,21.912190957609806,
2MASS J02045317-5346162,2MASS,02045317-5346162,Mamonova2025,0.7,,45.0,,219993473.0,4743833232890124160,4743833232890124160,3.1021776,,1.5249168,22.08535920441569,
2MASS J02070176-4406380,2MASS,02070176-4406380,Mamonova2025,7.0,,45.0,,165941376.0,4944355154177076864,4944355154177076864,2.6206818,,1.5832671,23.546743808477082,
2MASS J02105538-4603588,2MASS,02105538-4603588,Mamonova2025,1.11,,45.0,,7242537.0,4943150845347891840,4943150845347891840,1.3369226,,4.4482846,12.342791650387584,
2MASS J02125819-5851182,2MASS,02125819-5851182,Mamonova2025,1.601,,45.0,,201753428.0,4714952567121408256,4714952567121408256,2.344861,0.003,1.2785739,20.874164709823027,2.341861
2MASS J02130073+1803460,2MASS,02130073+1803460,Mamonova2025,0.997,,24.0,,306485634.0,80824382498943744,80824382498943744,3.0260868,,1.3519851,36.77961709039075,
2MASS J02133021-4654505,2MASS,02133021-4654505,Mamonova2025,0.43,,24.0,,300998506.0,4942856382388077440,4942856382389905408,2.828968,,,,
2MASS J02153328-5627175,2MASS,02153328-5627175,Mamonova2025,0.16,,45.0,,201789285.0,4742436853122727040,4742436853122727040,3.8254662,,1.1921947,21.98467393401815,
2MASS J02155892-0929121,2MASS,02155892-0929121,Mamonova2025,1.437,,45.0,,1031299.0,5176144780975494144,5176144780975494144,2.4746017,,13.577773,24.009336435960208,
2MASS J02165488-2322133,2MASS,02165488-2322133,Mamonova2025,1.555,,24.0,,268862481.0,5123066097663430016,5123066097663430016,2.7192898,,3.0080898,13.880830913316357,
2MASS J02175601+1225266,2MASS,02175601+1225266,Mamonova2025,2.16,,24.0,,408589330.0,73034991155555456,73034991155555456,2.6418438,,1.619817,15.903087695502709,
2MASS J02180960-6657524,2MASS,02180960-6657524,Mamonova2025,0.33,,45.0,,234305804.0,4696427857777404544,4696427857777749248,3.3370419,,,,
2MASS J02205139-5823411,2MASS,02205139-5823411,Mamonova2025,1.281,,45.0,,201795667.0,4738200056863233536,4738200056863233536,2.7247953,0.0174,1.3629507,22.859967435394605,2.7073953
2MASS J02224418-6022476,2MASS,02224418-6022476,Mamonova2025,1.154,,45.0,,382552502.0,4713771622913507328,4713771622913507328,2.830285,0.0,1.3344165,35.51934607607408,2.830285
2MASS J02242453-7033211,2MASS,02242453-7033211,Mamonova2025,0.515,,45.0,,234333175.0,4645306786198365696,4645306786198365696,3.0582228,,1.2870612,22.70018961892043,
2MASS J02294569-5541496,2MASS,02294569-5541496,Mamonova2025,0.49,,45.0,,201857950.0,4739713087942439168,4739713087942439168,3.434617,,,,
2MASS J02303239-4342232,2MASS,02303239-4342232,Mamonova2025,8.8,,45.0,,142178693.0,4946633857666189952,4946633857666189952,1.505641,,19.74067,18.533714101187137,
2MASS J02341866-5128462,2MASS,02341866-5128462,Mamonova2025,0.461,,45.0,,166787846.0,4745459616746179200,4745459616746179200,3.1618586,,1.3272073,23.344019030778778,
2MASS J02344773-2222451,2MASS,02344773-2222451,Mamonova2025,0.54,,24.0,,64068679.0,5126371500198661632,5126371500198661632,2.196085,,2.3329005,15.735458506058018,
2MASS J02365171-5203036,2MASS,02365171-5203036,Mamonova2025,0.739,,42.0,,166808151.0,4745195905754074496,4745195905754074496,2.360097,,1.2651145,25.747189889502792,
2MASS J02371574-2222590,2MASS,02371574-2222590,Mamonova2025,3.89,,24.0,,64105291.0,5125644108832905344,5125644108832905344,1.9004412,,13.762691,14.166594251616822,
2MASS J02383255-7528065,2MASS,02383255-7528065,Mamonova2025,0.632,,45.0,,238876720.0,4640154440351268992,4640154440351268992,3.377059,,1.1602831,18.096147896364837,
2MASS J02412721-3049149,2MASS,02412721-3049149,Mamonova2025,0.524,,45.0,,122608433.0,5065500341757331712,5065500341757331712,3.231391,,1.2279241,22.200903694045262,
2MASS J02414683-5259523,2MASS,02414683-5259523,Mamonova2025,0.56,,45.0,,166852312.0,4742040410461492096,4742040410461492096,1.740201,,4.115048,22.93705092275966,
2MASS J02420204-5359147,2MASS,02420204-5359147,Mamonova2025,0.223,,45.0,,201898222.0,4741424237273655040,4741424237273655040,3.2111578,,1.290258,23.687332109365578,
2MASS J02420404-5359000,2MASS,02420404-5359000,Mamonova2025,0.568,,45.0,,201898220.0,4741424615230777216,4741424615230777216,3.1582594,,8.183479,23.702395175664762,
2MASS J02423301-5739367,2MASS,02423301-5739367,Mamonova2025,7.183,,45.0,,201919099.0,4726518501732727936,4726518501732727936,1.5847492,0.0007,1.0008432,20.109069402954738,1.5840492
2MASS J02442137+1057411,2MASS,02442137+1057411,Mamonova2025,1.658,,24.0,,381131055.0,22338644598132096,22338644598132096,1.9487095,,8.382321,20.777166793388954,
2MASS J02450826-0708120,2MASS,02450826-0708120,Mamonova2025,0.593,,24.0,,36762220.0,5177677603263978880,5177677603263978880,3.1077318,,1.2990367,14.664856164420064,
2MASS J02474639-5804272,2MASS,02474639-5804272,Mamonova2025,10.274,,45.0,,201938513.0,4727935836644070656,4727935836644070656,2.3938694,0.0007,1.4019355,22.41344583167375,2.3931694
2MASS J02485260-3404246,2MASS,02485260-3404246,Mamonova2025,0.451,,24.0,,122671519.0,5050649616159457280,5050649616159457280,2.840517,,4.046501,23.984072349535484,
2MASS J02490228-1029220,2MASS,02490228-1029220,Mamonova2025,4.7,,24.0,,36831336.0,5172820918669419520,5172820918669419520,2.2839203,,5.1987133,14.203929944521024,
2MASS J02492136-4416063,2MASS,02492136-4416063,Mamonova2025,2.387,,24.0,,146636926.0,4947259307983420928,4947259307983420928,2.6860723,,1.2529931,31.58791236084246,
2MASS J02502222-6545552,2MASS,02502222-6545552,Mamonova2025,1.289,,45.0,,220523369.0,4696042268497964032,4696042268497964032,2.803937,0.0005,1.467424,19.708997601203126,2.803437
2MASS J02505959-3409050,2MASS,02505959-3409050,Mamonova2025,0.49,,45.0,,178155030.0,5050451154310013056,5050451154310013056,2.911603,,1.2897246,21.334865784158417,
2MASS J02523096-1548357,2MASS,02523096-1548357,Mamonova2025,5.8,,24.0,,30017457.0,5156815675796804224,5156815675796804224,2.4201813,0.2969,10.730948,9.183608417562736,2.1232812
2MASS J02553178-5702522,2MASS,02553178-5702522,Mamonova2025,0.493,,45.0,,207138379.0,4727920241619206912,4727920241619206912,3.2650442,,1.2711228,21.889704117483245,
2MASS J02560388-0036332,2MASS,02560388-0036332,Mamonova2025,1.06,,24.0,,439874904.0,2497858563088120448,2497858563088120448,3.388525,1e-04,1.3825071,61.867959111239614,3.388425
2MASS J02564708-6343027,2MASS,02564708-6343027,Mamonova2025,0.595,,45.0,,220556639.0,4721078629298085760,4721078629298085760,2.8487968,,3.0160224,17.0094412708018,
2MASS J02590284-6120000,2MASS,02590284-6120000,Mamonova2025,0.97,,45.0,,220558700.0,4721962812741729792,4721962812741729792,2.9756508,,1.3802253,13.310261018269191,
2MASS J03033668-2535329,2MASS,03033668-2535329,Mamonova2025,5.0,,24.0,,88416301.0,5073000900844651776,5073000900844651776,1.9906483,,7.498563,27.618043840709277,
2MASS J03050556-5317182,2MASS,03050556-5317182,Mamonova2025,0.444,,45.0,,339607562.0,4734936122236789120,4734936122236789120,3.2936382,,1.2789296,22.501070843937935,
2MASS J03050976-3725058,2MASS,03050976-3725058,Mamonova2025,2.988,,45.0,,165124012.0,5045153363689822080,5045153363689822080,2.3079214,,,,
2MASS J03074682+2457555,2MASS,03074682+2457555,Mamonova2025,4.3,,24.0,,34854348.0,111731654357442816,111731654357442816,3.0723648,,1.5795689,38.816151119414975,
2MASS J03083950-3844363,2MASS,03083950-3844363,Mamonova2025,0.689,,45.0,,165162811.0,5044769256174659456,5044769256174659456,3.1013947,,1.130069,17.773729002285975,
