source_paper,star_name,source_id,ra,dec,pmra,pmdec,prot_days,age_gyr,age_err_lo_gyr,age_err_hi_gyr,age_method,parallax,parallax_error,bp_rp,bp_rp_0,ebpminrp_gspphot,ruwe,high_ruwe,phot_g_mean_mag,binary_type,twomass_id,k_m,k_cmsig,A_Ks,A_Ks_err,k_m_0,M_Ks,flag_outside_mann_range,mass_msun,mass_msun_err_lo,mass_msun_err_hi,tau_ce_days,rossby_number,tau_ce_err_days
Engle2023,GJ 273,3139847906307949568,111.85462844259372,5.209382701706996,571.2323467293181,-3691.4865653792745,157.3,9.5,1.5,1.5,kinematics,264.12689775460655,0.04127979,2.7577581,2.7577581,0.0,1.2387705,1.0,8.576388,,07272450+0513329,4.857,0.023,0.0,0.0,4.857,6.966063152410561,False,0.2935855371424686,0.0071496666171131,0.0072666002393315,236.89471702411157,0.6640080537717932,48.783624012089774
Engle2023,LHS 1802,198027271140075200,88.93244720039185,46.84707955960631,12.720574355033405,-529.4370401389497,150.4,9.97,2.39,1.98,wd_companion,33.56248391329198,0.018849714,2.9420872,,,1.1706221,0.0,14.059253,,05554377+4650585,10.274,0.023,0.0,0.0,10.274,7.9032704744181235,False,0.1859864458450046,0.0045707494722569,0.0045882584525742,212.99161895938377,0.7061310709539251,32.071846774159646
Engle2023,GJ 1062,5115463180914712576,54.572021668602574,-11.49906945105181,1458.2007377243792,-2696.5451254401264,159.5,11.5,1.5,1.0,kinematics,61.88605144828595,0.021998767,2.2686749,2.2686749,0.0,1.4495507,1.0,12.066338,,03381558-1129102,8.831,0.021,0.0,0.0,8.831,7.788963870167411,False,0.1966153772555773,0.0047512168591965,0.0047796439437097,210.15369427276087,0.75896833768234,34.152460097779255
Engle2023,LHS 3382,2269520028411874816,275.47022281263065,77.1619812397175,-21.6354201728922,819.3089185338499,169.2,11.5,1.5,1.0,kinematics,11.64912638936515,0.03943265,2.1165981,,,1.0562376,0.0,16.21729,,18215294+7709303,13.197,0.037,0.0017143120194347,8.791428555148045e-05,13.195285687980563,8.526752474231033,False,0.139470215133084,0.0037817718266537,0.0038745036071445,214.59,0.7884803578917936,30.9
Engle2023,LHS 216,3345752830365960192,93.5100580746327,15.159632016202606,750.011876012003,-1226.426005462441,174.4,11.5,1.5,1.0,kinematics,23.745341687175145,0.01945614,2.1653929,,,1.1294935,0.0,13.765578,,06140146+1509570,10.661,0.019,0.0,0.0,10.661,7.5388921165447105,False,0.2222737312157707,0.0052813785822173,0.0052998378250822,204.9292000174692,0.85102562243513,39.04064852735467
Engle2023,Kapteyn's Star (GJ 191),4810594479418042368,77.9599373502188,-45.0438126993602,6491.223339061598,-5708.614150045243,153.2,11.5,1.5,1.0,kinematics,254.19859326384577,0.0168427433818578,2.02664566040039,2.02664566040039,0.0,1.170168399810791,0.0,8.063551902770996,,05114046-4501051,5.049,0.021,0.0,0.0,5.049,7.074865714185153,False,0.2787641012432775,0.0067057020554975,0.0067363586971528,230.25100838229915,0.6653608211158542,46.75864533236279
Engle2023,GJ 157.1,67198925172337536,59.97722359716393,26.08875545690686,730.9157017329952,-255.8520335787411,142.7,9.5,1.5,1.5,kinematics,43.6472342258144,0.35264942,2.558793,,,12.874119,1.0,11.467834,,03595354+2605240,7.821,0.02,0.0,0.0,7.821,6.020783645875424,False,0.4405364047704296,0.0106608401238134,0.0108370596864346,79.7224701771009,1.7899595895987233,5.82829494036963
Engle2023,LHS 353,3630015546177181696,202.5066423755024,-8.70917931639764,-1114.0153193697552,-473.8586392027861,61.2,4.42,1.52,2.13,wd_companion,62.2806924078119,0.041980937,3.074853,,,1.5704417,1.0,12.70625,,13300285-0842251,8.749,0.024,0.0,0.0,8.749,7.72076716103632,False,0.2032494112022017,0.0050148817213552,0.0050990465667862,208.38240720901217,0.2936908197754672,35.45107224283098
Engle2023,GJ 581,6322070093095493632,229.8563013332923,-7.722707024157902,-1221.2776289653712,-97.22923861858034,148.1,9.5,1.5,1.5,kinematics,158.71827296463243,0.030101538,2.5615683,2.5615683,0.0,1.3033525,1.0,9.421787,,15192689-0743200,5.837,0.023,0.0,0.0,5.837,6.840134646088987,False,0.3114927493725362,0.0075804855974359,0.0076419142707502,224.7705254751687,0.6588942197243792,43.96821587325145
Engle2023,LP 498-25,3738752852026812928,204.7877468854365,12.156739432061372,122.24208464069316,-133.2449407745248,49.0,3.8,1.58,0.7,wd_companion,19.279788020346192,0.023063565,2.3803825,,,1.2225158,1.0,13.015613,,13390890+1209265,9.607,0.018,0.0,0.0,9.607,6.032511272808119,False,0.4386512318476226,0.010163070774835,0.0102837293683655,80.0476625062851,0.6121353012169801,5.851859601904717
