moca_oid,GaiaDR3_ID,twomass_id,moca_aid,moca_mtid,designation,ra,dec,spectral_type,banyan_prob,gmag,rmag,bmag,parallax_mas,prot_days,age_string_myr,age_myr,age_myr_unc,age_myr_unc_pos,age_myr_unc_neg,k_m,k_cmsig,k_msigcom,k_snr,bp_rp,ebpminrp_gspphot,ruwe,parallax,bprp0
3945588,604967966371608576,08500835+1156554,NGC2682,CM,Gaia DR3 604967966371608576,132.5346738,11.9484466,(M1.9),99.3991,19.66275,18.56188,21.0664,0.9490901890319584,28.8,~4000,4168.7,,,,15.898,0.2046,0.2048,5.04,2.5040894,,0.99857855,0.9490901890319584,
3945009,604902128817395072,08522497+1143286,NGC2682,CM,Gaia DR3 604902128817395072,133.10409,11.7246218,(M2.0),98.5555,18.9938,17.89078,20.17487,1.0650216357418063,53.9,~4000,4168.7,,,,15.221,0.1412,0.1415,8.47,2.2843227,0.1661,1.0087769,1.0650216357418063,2.1182227
3945265,604918247830312832,08513106+1150391,NGC2682,CM,Gaia DR3 604918247830312832,132.879458,11.844215,(M2.0),99.8766,18.88604,17.7828,20.03112,0.9798142516744354,18.7,~4000,4168.7,,,,15.279,0.1444,0.1447,7.76,2.2492733,0.0032,1.0242921,0.9798142516744354,2.2460732
3944993,604900449485824256,08520985+1139598,NGC2682,CM,Gaia DR3 604900449485824256,133.041055,11.666637,(M2.0),99.4121,18.8051,17.70173,20.0448,1.5462575478700338,49.5,~4000,4168.7,,,,15.306,0.1422,0.1425,7.83,2.3428402,0.1787,1.0256623,1.5462575478700338,2.1641402
3912294,598959513281774208,08493921+1145500,NGC2682,CM,Gaia DR3 598959513281774208,132.4133334,11.7637677,(M2.0),99.2971,19.25794,18.15445,20.60882,1.3026757811431058,44.1,~4000,4168.7,,,,15.649,0.2006,0.2008,5.71,2.4559174,,1.0093622,1.3026757811431058,
3945001,604901171040299904,08524006+1142257,NGC2682,CM,Gaia DR3 604901171040299904,133.1669055,11.7071491,(M2.0),89.7241,19.02768,17.92306,20.24565,1.4456895547820838,66.0,~4000,4168.7,,,,15.748,0.2105,0.2107,5.59,2.3232803,,0.9948026,1.4456895547820838,
3912155,598887254752714240,08504080+1124548,NGC2682,CM,Gaia DR3 598887254752714240,132.67001,11.415227,(M2.0),98.3404,19.30126,18.19495,20.5081,1.2210698929190238,35.9,~4000,4168.7,,,,15.589,,,,2.3126907,,1.0529943,1.2210698929190238,
3945404,604930681760052096,08522019+1151399,NGC2682,CM,Gaia DR3 604930681760052096,133.084224,11.8610736,(M2.0),99.8296,19.40554,18.29922,20.54286,1.4690651459012145,69.6,~4000,4168.7,,,,15.713,0.2004,0.2006,5.39,2.242426,,1.0129452,1.4690651459012145,
3912217,598906835508558336,,NGC2682,CM,Gaia DR3 598906835508558336,132.5822072,11.6306628,(M2.0),94.0047,19.69676,18.58926,20.90156,0.7664970601451003,67.7,~4000,4168.7,,,,,,,,2.3131847,,1.0522417,0.7664970601451003,
3945114,604910482529472256,08512374+1144102,NGC2682,CM,Gaia DR3 604910482529472256,132.848917,11.736172,(M2.0),99.5792,19.26444,18.15653,20.47852,1.0961443181568025,42.9,~4000,4168.7,,,,15.79,0.229,0.2292,4.85,2.3214817,,1.0520643,1.0961443181568025,
3912224,598908248552758400,08500992+1141258,NGC2682,CM,Gaia DR3 598908248552758400,132.5413828,11.6903741,(M2.0),99.5809,19.23381,18.12549,20.73812,1.278360292779354,44.9,~4000,4168.7,,,,15.625,0.1875,0.1877,5.84,2.6126175,,1.0193167,1.278360292779354,
3945134,604911680824696064,,NGC2682,CM,Gaia DR3 604911680824696064,132.80284614752156,11.791561048959148,(M2.0),72.9433,19.76225,18.65362,20.91175,1.515234141353159,120.0,~4000,4168.7,,,,,,,,2.256012,,1.0310923,1.515234141353159,
3945122,604910723047665024,,NGC2682,CM,Gaia DR3 604910723047665024,132.7602977,11.7122509,(M2.0),77.0913,20.03266,18.92399,21.07182,1.993139729326084,30.8,~4000,4168.7,,,,,,,,2.148283,,1.0856723,1.993139729326084,
3945146,604913403107275008,,NGC2682,CM,Gaia DR3 604913403107275008,132.6378676,11.7329401,(M2.1),99.5129,19.4195,18.31063,20.57927,1.075576492366983,33.1,~4000,4168.7,,,,,,,,2.2674255,,1.0254555,1.075576492366983,
3912259,598953770910670336,08491227+1138344,NGC2682,CM,Gaia DR3 598953770910670336,132.3012513,11.64292,(M2.1),97.1246,19.17998,18.06829,20.3483,1.5503992320534663,47.6,~4000,4168.7,,,,15.819,0.2187,0.2189,4.88,2.2796154,,0.99618983,1.5503992320534663,
3912272,598955729416446208,08493375+1141553,NGC2682,CM,Gaia DR3 598955729416446208,132.3904099,11.698706,(M2.1),10.3712,19.76619,18.65444,20.98115,1.393307731021452,47.8,~4000,4168.7,,,,15.918,0.2368,0.237,4.46,2.3233871,,0.9423709,1.393307731021452,
3945560,604964148145244800,08503296+1154388,NGC2682,CM,Gaia DR3 604964148145244800,132.6372838,11.9107964,(M2.1),83.9901,19.35768,18.24534,20.66437,1.8266822837955417,46.0,~4000,4168.7,,,,15.688,,,,2.4189415,,1.0325949,1.8266822837955412,
3945595,604968408756601088,,NGC2682,CM,Gaia DR3 604968408756601088,132.5298699449701,11.961630161626571,(M2.1),97.9935,19.75729,18.64435,21.19506,0.8185752026884082,153.0,~4000,4168.7,,,,,,,,2.5483742,,0.9950669,0.8185752026884082,
3945556,604964010707107840,,NGC2682,CM,Gaia DR3 604964010707107840,132.6119199,11.8963473,(M2.1),98.9641,20.38488,19.2719,21.00571,0.4338594661560045,90.2,~4000,4168.7,,,,,,,,1.7310314,,1.0736413,0.4338594661560045,
3945072,604907046555569664,08521028+1149145,NGC2682,CM,Gaia DR3 604907046555569664,133.0428324,11.8207068,(M2.1),99.8001,18.77383,17.6607,20.0204,1.0932270128945616,11.2,~4000,4168.7,,,,15.231,0.1166,0.1169,8.39,2.3602886,0.1496,1.0146991,1.0932270128945616,2.2106886
3945378,604924840604588416,08513044+1200069,NGC2682,CM,Gaia DR3 604924840604588416,132.8769281,12.001941,(M2.1),99.7992,19.52675,18.41254,20.92696,1.1030576904395089,88.2,~4000,4168.7,,,,15.711,,,,2.513853,,0.99149305,1.1030576904395089,
3945376,604924707462709120,08512507+1159193,NGC2682,CM,Gaia DR3 604924707462709120,132.85447,11.988697,(M2.1),99.5572,19.32039,18.20458,20.54616,0.3411188441146093,134.0,~4000,4168.7,,,,16.142,0.2608,0.2609,4.02,2.3421555,,1.0460199,0.3411188441146093,
3945818,605005379830679040,08520828+1215369,NGC2682,CM,Gaia DR3 605005379830679040,133.034534,12.260271,(M2.2),98.9475,18.35192,17.2343,19.58448,1.3494913864105762,1.0197924140834094,~4000,4168.7,,,,14.942,0.0919,0.0923,12.15,2.350933,0.2581,1.0866171,1.3494913864105762,2.092833
3945719,604982736763369856,,NGC2682,CM,Gaia DR3 604982736763369856,132.3122552,12.014177,(M2.2),98.1399,19.92133,18.80228,20.8771,1.1032627287874317,97.5,~4000,4168.7,,,,,,,,2.073433,,1.0486009,1.1032627287874317,
3945600,604968958508607360,08504695+1153329,NGC2682,CM,Gaia DR3 604968958508607360,132.6956621,11.8925705,(M2.2),99.6416,19.56545,18.44497,20.54965,1.4726929431428155,44.6,~4000,4168.7,,,,15.516,,,,2.1033764,,1.0306882,1.4726929431428155,
3912287,598958512554598400,08490555+1145182,NGC2682,CM,Gaia DR3 598958512554598400,132.273073,11.7550874,(M2.2),94.4665,19.43857,18.31603,20.68678,1.5953395275510172,70.3,~4000,4168.7,,,,15.637,,,,2.3694649,,0.98725736,1.5953395275510172,
3912146,598885090090313216,08511652+1124462,NGC2682,CM,Gaia DR3 598885090090313216,132.8188493,11.41278,(M2.2),93.7772,19.20005,18.0775,20.46842,0.6223009458980135,42.1,~4000,4168.7,,,,15.558,0.1967,0.1969,6.0,2.3917446,,1.0912564,0.6223009458980135,
3945198,604916353749267840,08513875+1146132,NGC2682,CM,Gaia DR3 604916353749267840,132.9113942,11.7703076,(M2.3),99.6636,19.45631,18.33246,20.6965,1.4794334003736913,19.0,~4000,4168.7,,,,15.757,0.222,0.2222,5.0,2.3627453,,1.0325695,1.4794334003736913,
3945769,604996618098066432,,NGC2682,CM,Gaia DR3 604996618098066432,132.8777585,12.1113683,(M2.3),99.7296,19.60179,18.47643,20.79009,1.2986498350397653,120.0,~4000,4168.7,,,,,,,,2.312893,,0.9368753,1.2986498350397653,
3945012,604902334975837312,08522678+1144582,NGC2682,CM,Gaia DR3 604902334975837312,133.111591,11.749505,(M2.3),99.24,19.36316,18.23356,20.58751,1.0617707434050292,43.2,~4000,4168.7,,,,16.104,,,,2.3538322,,1.0395916,1.0617707434050292,
3945123,604910924910708224,,NGC2682,CM,Gaia DR3 604910924910708224,132.7473034,11.7170728,(M2.3),95.6294,20.02721,18.89756,20.90782,1.4319211479824427,115.0,~4000,4168.7,,,,,,,,2.0106735,,1.0475974,1.4319211479824427,
3945456,604945288944333440,,NGC2682,CM,Gaia DR3 604945288944333440,133.20798,12.0086407,(M2.4),27.9216,19.67142,18.5407,20.77356,1.1061980228986268,57.6,~4000,4168.7,,,,,,,,2.2338047,,0.99711937,1.1061980228986268,
3912157,598887632709845248,08502633+1124156,NGC2682,CM,Gaia DR3 598887632709845248,132.60973,11.404339,(M2.4),,18.31104,17.18019,19.00953,1.986424521072807,11.5,~4000,4168.7,,,,15.194,0.1308,0.1311,8.69,1.8288918,0.174,1.1313018,1.9864245210728075,1.6548917
3945564,604964461678281600,08503068+1156018,NGC2682,CM,Gaia DR3 604964461678281600,132.6279068,11.9337277,(M2.4),98.7093,19.4507,18.31835,20.7096,1.1342490610145453,54.3,~4000,4168.7,,,,15.835,0.2059,0.2061,5.34,2.3926487,,0.9720149,1.1342490610145453,
3945789,604999882273217152,08511552+1207498,NGC2682,CM,Gaia DR3 604999882273217152,132.8147772,12.1305703,(M2.4),99.68,19.51663,18.3799,20.59701,1.157236265710509,60.1,~4000,4168.7,,,,16.707,,,,2.2169209,,0.9970416,1.157236265710509,
3945372,604924157705123072,08511580+1157077,NGC2682,CM,Gaia DR3 604924157705123072,132.8158707,11.9521735,(M2.5),,19.4949,18.35717,20.63293,1.9791759221411351,18.3,~4000,4168.7,,,,15.878,0.2129,0.2131,5.13,2.2749119,,1.036032,1.9791759221411356,
3944998,604900793084792192,08523392+1139306,NGC2682,CM,Gaia DR3 604900793084792192,133.1413636,11.6583935,(M2.5),99.5286,19.50514,18.36544,20.60497,0.8818907448984137,24.8,~4000,4168.7,,,,15.712,0.2034,0.2036,5.39,2.238533,,1.0843977,0.8818907448984137,
3945336,604922057465857792,,NGC2682,CM,Gaia DR3 604922057465857792,132.7686913528674,11.883741959791012,(M2.5),97.5153,19.88205,18.74224,21.13215,1.1517663203861226,85.4,~4000,4168.7,,,,,,,,2.390356,,1.0256202,1.1517663203861226,
3945598,604968791005321216,08501175+1200307,NGC2682,CM,Gaia DR3 604968791005321216,132.548952,12.0085044,(M2.5),99.6125,19.63551,18.4947,20.87078,1.460021733567796,45.9,~4000,4168.7,,,,17.456,,,,2.3755703,,1.0259978,1.460021733567796,
3945651,604971849020954624,08512593+1201358,NGC2682,CM,Gaia DR3 604971849020954624,132.8579833,12.0266359,(M2.5),99.825,19.50386,18.35992,20.79232,1.341804367523161,49.3,~4000,4168.7,,,,15.955,0.2065,0.2067,4.78,2.4334698,,1.0423858,1.341804367523161,
3945433,604939271694093440,,NGC2682,CM,Gaia DR3 604939271694093440,133.266456,12.0050415,(M2.6),99.1228,20.18829,19.04188,21.14485,1.408443519271522,163.0,~4000,4168.7,,,,,,,,2.1018906,,1.0374604,1.408443519271522,
3944890,604891069277322624,,NGC2682,CM,Gaia DR3 604891069277322624,132.8694119,11.4964896,(M2.6),90.9082,19.78838,18.63983,21.16649,0.6783983603984042,53.2,~4000,4168.7,,,,,,,,2.5260162,,1.0570763,0.6783983603984042,
3912323,598977547849690496,08485954+1158019,NGC2682,CM,Gaia DR3 598977547849690496,132.2479738,11.9671511,(M2.6),87.1629,19.5416,18.39008,20.94697,1.0586081550808577,49.9,~4000,4168.7,,,,15.781,0.2373,0.2375,4.56,2.556467,,0.9761501,1.0586081550808577,
3945529,604960609092130688,08500885+1147211,NGC2682,CM,Gaia DR3 604960609092130688,132.5368336,11.7892914,(M2.7),98.653,19.37262,18.2184,20.67554,1.5107499359463714,52.5,~4000,4168.7,,,,15.853,0.2197,0.2199,4.73,2.4574146,,1.0253865,1.5107499359463714,
3945042,604904813174193536,08515982+1145434,NGC2682,CM,Gaia DR3 604904813174193536,132.9991943,11.7620738,(M2.7),99.0801,19.65318,18.49681,20.75235,0.8824579626996909,53.2,~4000,4168.7,,,,16.796,,,,2.2554417,,0.95371276,0.8824579626996909,
3945374,604924531366934784,08514121+1158449,NGC2682,CM,Gaia DR3 604924531366934784,132.9217132,11.979257,(M2.7),98.9524,19.39945,18.24167,20.66593,0.9547956166069969,111.0,~4000,4168.7,,,,15.709,0.1672,0.1674,6.0,2.4253807,,0.99439603,0.9547956166069969,
3945022,604903370063592192,08515714+1142156,NGC2682,CM,Gaia DR3 604903370063592192,132.988049,11.7042587,(M2.7),99.6067,19.76931,18.61084,20.92099,0.9907118537392012,18.8,~4000,4168.7,,,,16.087,,,,2.310072,,1.070505,0.9907118537392012,
3945572,604965934851301632,08492961+1152378,NGC2682,CM,Gaia DR3 604965934851301632,132.3734199,11.8771416,(M2.8),99.3975,19.61647,18.45079,21.06577,1.3522202485929742,126.0,~4000,4168.7,,,,16.238,0.306,0.3061,3.32,2.6151333,,0.9744821,1.3522202485929742,
3944947,604896631259520512,,NGC2682,CM,Gaia DR3 604896631259520512,132.877808,11.5993556,(M2.9),99.746,19.67535,18.50628,20.93444,0.97861228090277,49.5,~4000,4168.7,,,,,,,,2.4291096,,1.009333,0.97861228090277,
3945070,604906973546358528,,NGC2682,CM,Gaia DR3 604906973546358528,133.0710701,11.8304094,(M2.9),99.1162,20.17925,19.00874,21.19627,0.7467233793999208,35.7,~4000,4168.7,,,,,,,,2.187954,,0.99717665,0.7467233793999208,
3945591,604968172529056384,,NGC2682,CM,Gaia DR3 604968172529056384,132.4771795,11.963699,(M3.0),96.8255,20.30816,19.13325,21.27959,1.67507339921775,53.2,~4000,4168.7,,,,,,,,2.145382,,1.0040195,1.67507339921775,
3945644,604971402345380480,,NGC2682,CM,Gaia DR3 604971402345380480,132.7942471,11.9815779,(M3.0),,19.90234,18.72666,20.71691,1.2642172672737708,27.3,~4000,4168.7,,,,,,,,1.9903507,,1.0320587,1.2642172672737708,
3945080,604908107412145408,,NGC2682,CM,Gaia DR3 604908107412145408,132.7750899,11.6522185,(M3.1),99.4717,19.89315,18.7091,21.05503,1.2116511191549415,48.2,~4000,4168.7,,,,,,,,2.3433456,,1.0038813,1.2116511191549415,
3944310,604736136920843648,08531057+1141062,NGC2682,CM,Gaia DR3 604736136920843648,133.2940613,11.6849912,(M3.1),53.1126,19.50667,18.3223,20.67647,1.072387324677634,46.5,~4000,4168.7,,,,15.604,0.1749,0.1751,6.38,2.3551369,,0.98902464,1.072387324677634,
3945592,604968206888780032,,NGC2682,CM,Gaia DR3 604968206888780032,132.492224,11.9614029,(M3.1),84.0355,19.91369,18.72571,20.7733,0.728801759581058,82.0,~4000,4168.7,,,,,,,,2.0506687,,0.98281926,0.728801759581058,
3912147,598885502406044544,,NGC2682,CM,Gaia DR3 598885502406044544,132.7657597,11.4123014,(M3.2),33.6805,20.21701,19.02495,21.17415,0.8092833853947229,84.3,~4000,4168.7,,,,,,,,2.1505737,,1.0233049,0.8092833853947229,
3945677,604974529083276800,,NGC2682,CM,Gaia DR3 604974529083276800,132.5953429,12.0155833,(M3.4),99.2427,19.84112,18.63066,21.07204,1.52211686599618,91.1,~4000,4168.7,,,,,,,,2.4431114,,1.0032659,1.52211686599618,
3912225,598908278617636608,,NGC2682,CM,Gaia DR3 598908278617636608,132.549081,11.7092644,(M3.6),99.0558,20.20227,18.97931,21.25703,0.6197134025778058,95.9,~4000,4168.7,,,,,,,,2.2784176,,1.0093817,0.6197134025778058,
3945107,604909967133412096,,NGC2682,CM,Gaia DR3 604909967133412096,132.8145061,11.7009531,(M3.8),94.0881,20.30845,19.07093,21.26557,1.5270743656948256,90.2,~4000,4168.7,,,,,,,,2.1961918,,0.99655646,1.5270743656948256,
3945361,604923092553224320,08512878+1155126,NGC2682,CM,Gaia DR3 604923092553224320,132.8698155,11.9202606,(M5.5),99.9134,18.98764,17.95045,20.28084,1.3646764863673595,45.4,~4000,4168.7,,,,15.606,0.154,0.1542,6.59,2.3306847,0.0165,1.0420398,1.3646764863673595,2.3141847
3945483,604948583183812864,08515842+1202188,NGC2682,CM,Gaia DR3 604948583183812864,132.9933893,12.0385836,(M5.5),99.96,18.03674,17.02611,19.093,1.160693428314468,28.9,~4000,4168.7,,,,14.911,0.1051,0.1055,12.5,2.06645,0.3042,1.0037851,1.160693428314468,1.7622502
3912151,598886082226539136,08511650+1127350,NGC2682,CM,Gaia DR3 598886082226539136,132.8187267,11.4597062,(M5.6),84.0674,17.28963,16.41823,18.09547,1.20515733376285,13.2,~4000,4168.7,,,,14.526,0.081,0.0815,15.52,1.6771717,0.2579,1.1059409,1.20515733376285,1.4192717
3945442,604942570229541120,08521433+1153304,NGC2682,CM,Gaia DR3 604942570229541120,133.0597751,11.8917048,(M5.6),90.511,18.70865,17.66643,19.82335,0.4385085739039376,172.0,~4000,4168.7,,,,15.329,0.1455,0.1458,7.67,2.1571732,0.07,1.02044,0.4385085739039376,2.0871732
3945667,604974078109680000,08504532+1202044,NGC2682,CM,Gaia DR3 604974078109680000,132.688883,12.0344749,(M5.6),99.3762,17.34068,16.41221,18.2448,0.8867876894675151,25.1,~4000,4168.7,,,,14.404,0.0592,0.0598,19.94,1.8325272,0.2207,1.0943961,0.8867876894675151,1.6118271
3945363,604923191337116672,08513059+1155231,NGC2682,CM,Gaia DR3 604923191337116672,132.8774683,11.9230449,(M5.6),99.9385,18.72573,17.66443,20.16296,1.3594614051719098,34.1,~4000,4168.7,,,,15.853,0.1944,0.1946,5.25,2.4979267,0.1918,0.939938,1.3594614051719098,2.3061266
3945016,604902648509053184,08523043+1144389,NGC2682,CM,Gaia DR3 604902648509053184,133.126988,11.7442444,(M5.6),99.776,18.96049,17.86694,20.1864,1.3788503386678723,47.6,~4000,4168.7,,,,15.731,0.2035,0.2037,5.3,2.3206558,0.0802,1.0430001,1.3788503386678723,2.2404559
3944267,604712600500056320,08531075+1139475,NGC2682,CM,Gaia DR3 604712600500056320,133.2948369,11.663195,(M5.7),99.8459,18.31953,17.31153,19.41747,1.2771223378532597,31.4,~4000,4168.7,,,,15.181,0.1219,0.1222,9.42,2.105835,0.1306,0.937413,1.2771223378532597,1.975235
3945557,604964079425764736,08503431+1154118,NGC2682,CM,Gaia DR3 604964079425764736,132.6429003,11.9032453,(M5.7),99.9076,17.61119,16.66978,18.54264,1.1063780468834332,28.9,~4000,4168.7,,,,14.713,0.0832,0.0836,15.0,1.8726654,0.2544,0.9850404,1.1063780468834332,1.6182654
3944240,604701747118303104,08514649+1123184,NGC2682,CM,Gaia DR3 604701747118303104,132.9437144,11.3884334,(M5.7),99.6611,18.61754,17.56063,19.82918,1.007169978267272,32.0,~4000,4168.7,,,,15.164,0.1373,0.1376,8.63,2.2684689,0.272,1.0424467,1.007169978267272,1.9964688
3945199,604916392404461184,08512976+1145065,NGC2682,CM,Gaia DR3 604916392404461184,132.874004,11.751819,(M5.7),99.7881,17.22568,16.34074,18.0219,1.0125297479834503,155.0,~4000,4168.7,,,,14.385,0.0634,0.064,17.68,1.6809692,0.1995,1.0173929,1.0125297479834503,1.4814693
3945230,604917491916094336,08511900+1147210,NGC2682,CM,Gaia DR3 604917491916094336,132.8291728,11.7892849,(M5.7),99.6998,17.99721,17.02807,19.01426,0.9837230158790816,3.86,~4000,4168.7,,,,15.042,0.116,0.1163,9.65,1.9863358,0.1443,0.9968545,0.9837230158790816,1.8420358
3944248,604706862424426496,08530129+1131197,NGC2682,CM,Gaia DR3 604706862424426496,133.2553672,11.5221112,(M5.9),99.1717,17.87177,16.91061,18.84444,0.9800243667751012,21.1,~4000,4168.7,,,,14.915,0.0957,0.0961,12.03,1.9336319,0.3361,0.9763972,0.9800243667751012,1.5975319
3945082,604908352225723520,08510064+1140018,NGC2682,CM,Gaia DR3 604908352225723520,132.75257314470633,11.667244199974858,(M6.1),99.8456,18.88386,17.84818,20.13566,1.3883802177056808,37.4,~4000,4168.7,,,,15.4,0.1521,0.1523,6.94,2.2866058,0.0664,1.0090883,1.3883802177056808,2.2202058
2876326,4065746094009651328,18063340-2453499,NGC6544,CM,Gaia DR3 4065746094009651328,271.639187,-24.897205,(M6.0),99.9798,15.14922,14.09381,16.13074,0.4535237568637754,0.688272,"1580 (-770,+1000)",1580.0,900.0,1000.0,770.0,11.515,0.0247,0.0262,69.25,2.0367336,2.2354,1.1636269,0.4535237568637754,-0.19866633
2339665,2128132243353381632,19373504+4620029,NGC6811,CM,Gaia DR3 2128132243353381632,294.39603,46.334141,(M0.1),93.1173,17.95418,16.95865,18.98383,0.7939814789471649,12.42654,1100 ± 200,1100.0,200.0,200.0,200.0,14.581,0.1011,0.1015,11.59,2.0248737,0.1743,1.1847525,0.7939814789471649,1.8505738
597073,2128108981810511616,19371593+4620159,NGC6811,CM,Gaia DR2 2128108981810511616,294.3163756,46.3377575,(M1.0),94.7515,18.342,17.301,19.419,0.9418227858745308,15.9565,1100 ± 200,1100.0,200.0,200.0,200.0,15.193,0.1596,0.1598,6.6,2.1179142,0.1627,1.0663844,0.9418227858745308,1.9552143
2111444,1857506044799954048,20364891+2846450,NGC6940,CM,Gaia DR3 1857506044799954048,309.2038027,28.7791593,(M0.0),82.328,18.07706,17.08598,19.1058,0.9325677443078392,0.3252318914214253,1380.4,1380.4,,,,14.666,0.1273,0.1276,8.41,2.0198498,0.1688,1.0049039,0.9325677443078392,1.8510498
93099,4084617394338908672,19155492-1746148,RUP147,CM,Gaia DR2 4084617394338908672,288.978835407006,-17.7709035011196,(M0.0),96.7591,15.63,14.642,16.666,3.6069300174713135,22.5664,3090.3,3090.3,618.1,618.1,618.1,12.584,0.0242,0.0257,72.92,2.1205244,0.3276,1.0029255,3.606927565201128,1.7929244
93340,4088060892960421248,19133215-1617120,RUP147,CM,Gaia DR2 4088060892960421248,288.3839634,-16.286786,(M0.3),99.9456,15.975,14.969,17.055,3.3036201000213623,21.6887,3090.3,3090.3,618.1,618.1,618.1,12.843,0.0287,0.03,53.61,2.209466,0.3578,1.0557739,3.303622604370345,1.851666
93282,4087770239621640704,19173100-1657159,RUP147,CM,Gaia DR2 4087770239621640704,289.3791508,-16.9545483,(M0.6),99.9575,16.011,14.993,17.098,3.349210023880005,21.8097,3090.3,3090.3,618.1,618.1,618.1,12.841,0.0287,0.03,57.55,2.2207508,0.3243,1.052159,3.3492130761222176,1.8964508
97656,4184135806679057920,19162461-1605338,RUP147,CM,Gaia DR2 4184135806675835008,289.102569180289,-16.0928185084685,(M0.9),99.231,16.056,15.023,17.142,3.0797600746154785,9.0596,3090.3,3090.3,618.1,618.1,618.1,12.83,0.0303,0.0315,60.18,2.2514496,0.3274,0.99238884,3.079762237117994,1.9240496
587916,4087824807196545664,19142085-1644558,RUP147,CM,Gaia DR2 4087824807196545664,288.5868896,-16.7489803,(M1.2),97.4651,15.372,14.322,16.237,2.882960081100464,19.7648,3090.3,3090.3,618.1,618.1,618.1,12.291,0.0274,0.0287,92.26,2.0348768,,3.8987453,2.8829552464481587,
93269,4087725262729508736,19153691-1726070,RUP147,CM,Gaia DR2 4087725262729508736,288.9038256,-17.4353971,(M1.5),,16.353,15.28,17.548,3.4081900119781494,27.037,3090.3,3090.3,618.1,618.1,618.1,13.101,0.0367,0.0377,46.88,2.3732958,0.3274,1.1098536,3.40818762317454,2.0458958
97669,4184167928723405312,19172766-1548164,RUP147,CM,Gaia DR2 4184167928723405312,289.365309,-15.8047351,(M1.6),99.9417,16.635,15.56,17.883,3.190239906311035,31.182,3090.3,3090.3,618.1,618.1,618.1,13.271,0.0417,0.0426,38.73,2.4594774,0.3957,1.0374832,3.1902433142219184,2.0637774
580456,4184129037807358080,19160785-1610360,RUP147,CM,2MASS J19160785-1610360,289.0327364,-16.1767912,(M2.6),,12.835,11.685,12.779,,23.07,3090.3,3090.3,618.1,618.1,618.1,10.418,0.0212,0.0229,536.07,1.0939436,,,,
93351,4088124114881222528,19134404-1556074,RUP147,CM,Gaia DR2 4088124114881222528,288.43352888433,-15.9354926789188,(M2.8),99.6237,17.27,16.107,18.648,3.387320041656494,0.104,3090.3,3090.3,618.1,618.1,618.1,13.745,0.0525,0.0532,23.36,2.672062,0.2875,1.098297,3.387323059653984,2.384562
422398,4183924975308561024,19180159-1623004,RUP147,CM,Gaia eDR3 4183924975308561024,289.5066362,-16.3836035,(M5.7),99.9266,18.104,16.911,19.671,3.422139883041382,28.966,3090.3,3090.3,618.1,618.1,618.1,14.385,0.0787,0.0792,13.88,2.885744,0.3333,0.9732809,3.4221392716059817,2.552444
93338,4088057212156821888,19141196-1621389,RUP147,CM,Gaia DR2 4088057212156821888,288.5498179,-16.3609142,(M6.0),,16.365,15.219,17.749,3.393860101699829,0.7,3090.3,3090.3,618.1,618.1,618.1,12.8,0.0304,0.0316,55.77,2.6516247,0.4158,1.161618,3.393860913540708,2.2358246
97853,4188669333626989824,19505309-1324565,THEIA1187,CM,Gaia DR2 4188669333626989824,297.721224,-13.4157289,(M6.0),98.2738,17.164,16.036,18.515,2.961750030517578,1.590090036392212,1174.9,1174.9,243.5,243.5,243.5,13.748,0.0495,0.0502,26.74,2.6691895,0.4547,0.9525272,2.9617503440464774,2.2144895
151890,5821300305383271424,16062906-6736196,THEIA1200,CM,Gaia DR2 5821300305383271424,241.6206853,-67.6053096,(M6.0),,17.886,16.755,19.093,2.190540075302124,0.7315499782562256,1698.2,1698.2,391.0,391.0,391.0,14.514,0.0888,0.0892,14.15,2.4082546,0.3595,0.9825493,2.190541555598392,2.0487547
59079,250675770531805696,04034340+5048494,THEIA1354,CM,Gaia DR2 250675770531805696,60.9307274,50.8137036,(M6.0),,16.475,15.348,17.829,4.305200099945068,0.5830199718475342,1122.0,1122.0,258.4,258.4,258.4,12.996,0.0217,0.0233,53.46,2.6055841,0.3988,1.0262964,4.305200531310467,2.2067842
95309,4120894436158806912,17252146-2111000,THEIA1386,CM,Gaia DR2 4120894436158806912,261.339438551463,-21.1833365370131,(M2.7),,17.204,16.052,18.367,2.4367799758911133,0.5664089918136597,1318.3,1318.3,607.1,607.1,607.1,13.655,0.0355,0.0365,32.32,2.6878624,0.8302,1.0146476,2.436781610535267,1.8576624
34215,1933211101156135680,22362380+4048415,THEIA1483,CM,Gaia DR2 1933211101156135680,339.0990693,40.811553,(M2.0),,17.243,16.139,18.492,2.185009956359864,1.5188499689102173,1737.8,1737.8,320.1,320.1,320.1,13.746,0.0455,0.0463,27.73,2.4761276,0.4083,1.0186366,2.1850117555054087,2.0678277
35310,1955684186818179840,22125081+4000300,THEIA1485,CM,Gaia DR2 1955684186818179840,333.21171,40.0083359,(M5.5),,17.254,16.161,18.516,1.967159986495972,2.5828399658203125,1122.0,1122.0,258.4,258.4,258.4,13.83,0.0486,0.0494,23.96,2.4480877,0.3855,1.030077,1.9671584929214363,2.0625877
162810,6145098680085475456,12182941-4242350,THEIA1488,CM,Gaia DR2 6145098680085475456,184.6225896,-42.7097672,(M0.0),,17.175,16.187,18.034,1.6414300203323364,2.920799970626831,1778.3,1778.3,245.7,245.7,245.7,14.174,0.0659,0.0665,18.7,1.926487,0.3763,1.2010586,1.6414332839162298,1.550187
