moca_oid,GaiaDR3_ID,twomass_id,moca_aid,moca_mtid,designation,ra,dec,spectral_type,banyan_prob,gmag,rmag,bmag,parallax_mas,prot_days,age_string_myr,age_myr,age_myr_unc,age_myr_unc_pos,age_myr_unc_neg,k_m,k_cmsig,k_msigcom,k_snr,bp_rp,ebpminrp_gspphot,ruwe,parallax,bprp0
93099,4084617394338908672,19155492-1746148,THEIA1531,CM,Gaia DR2 4084617394338908672,288.978835407006,-17.7709035011196,(M0.0),,15.63,14.642,16.666,3.6069300174713135,22.5664,1412.5,1412.5,325.2,325.2,325.2,12.584,0.0242,0.0257,72.92,2.1205244,0.3276,1.0029255,3.606927565201128,1.7929244
93340,4088060892960421248,19133215-1617120,THEIA1531,CM,Gaia DR2 4088060892960421248,288.3839634,-16.286786,(M0.3),,15.975,14.969,17.055,3.3036201000213623,21.6887,1412.5,1412.5,325.2,325.2,325.2,12.843,0.0287,0.03,53.61,2.209466,0.3578,1.0557739,3.303622604370345,1.851666
93282,4087770239621640704,19173100-1657159,THEIA1531,CM,Gaia DR2 4087770239621640704,289.3791508,-16.9545483,(M0.6),,16.011,14.993,17.098,3.349210023880005,21.8097,1412.5,1412.5,325.2,325.2,325.2,12.841,0.0287,0.03,57.55,2.2207508,0.3243,1.052159,3.3492130761222176,1.8964508
97656,4184135806679057920,19162461-1605338,THEIA1531,CM,Gaia DR2 4184135806675835008,289.102569180289,-16.0928185084685,(M0.9),,16.056,15.023,17.142,3.0797600746154785,9.0596,1412.5,1412.5,325.2,325.2,325.2,12.83,0.0303,0.0315,60.18,2.2514496,0.3274,0.99238884,3.079762237117994,1.9240496
93269,4087725262729508736,19153691-1726070,THEIA1531,CM,Gaia DR2 4087725262729508736,288.9038256,-17.4353971,(M1.5),,16.353,15.28,17.548,3.4081900119781494,27.037,1412.5,1412.5,325.2,325.2,325.2,13.101,0.0367,0.0377,46.88,2.3732958,0.3274,1.1098536,3.40818762317454,2.0458958
97669,4184167928723405312,19172766-1548164,THEIA1531,CM,Gaia DR2 4184167928723405312,289.365309,-15.8047351,(M1.6),,16.635,15.56,17.883,3.190239906311035,31.182,1412.5,1412.5,325.2,325.2,325.2,13.271,0.0417,0.0426,38.73,2.4594774,0.3957,1.0374832,3.1902433142219184,2.0637774
93351,4088124114881222528,19134404-1556074,THEIA1531,CM,Gaia DR2 4088124114881222528,288.43352888433,-15.9354926789188,(M2.8),,17.27,16.107,18.648,3.387320041656494,0.104,1412.5,1412.5,325.2,325.2,325.2,13.745,0.0525,0.0532,23.36,2.672062,0.2875,1.098297,3.387323059653984,2.384562
93338,4088057212156821888,19141196-1621389,THEIA1531,CM,Gaia DR2 4088057212156821888,288.5498179,-16.3609142,(M6.0),,16.365,15.219,17.749,3.393860101699829,0.7,1412.5,1412.5,325.2,325.2,325.2,12.8,0.0304,0.0316,55.77,2.6516247,0.4158,1.161618,3.393860913540708,2.2358246
58136,237544028282280704,03402967+4258456,THEIA1539,CM,Gaia DR2 237544028282280704,55.1236708,42.9792876,(M0.3),,16.66,15.656,17.757,2.4137001037597656,0.3854509890079498,2884.0,2884.0,929.7,929.7,929.7,13.522,0.0312,0.0324,34.09,2.2967596,0.3468,0.9486963,2.413695121737928,1.9499596
95523,4125134805839821184,17345752-1526470,THEIA1569,CM,Gaia DR2 4125134805839821184,263.7396953,-15.4465959,(M1.0),,14.338,13.295,15.448,6.894969940185547,0.9333369731903076,1737.8,1737.8,600.2,600.2,600.2,10.911,0.0212,0.0229,340.42,2.235567,0.3461,1.4612211,6.894974139928607,1.8894671
94934,4110717395283609344,17214170-2514307,THEIA1569,CM,Gaia DR2 4110717395283609344,260.423712728184,-25.242055791747,(M2.0),,14.825,13.718,16.038,7.094039916992188,0.7935439944267273,1737.8,1737.8,600.2,600.2,600.2,11.301,0.0289,0.0302,151.71,2.3393183,0.3055,0.96733934,7.094037790710051,2.0338182
95203,4118322201765580928,17360840-2041320,THEIA1569,CM,Gaia DR2 4118322201765580928,264.035019579139,-20.6924164292004,(M4.0),,16.485,15.234,18.174,7.487040042877197,1.0445799827575684,1737.8,1737.8,600.2,600.2,600.2,12.586,0.0215,0.0232,65.62,2.9701214,0.4544,1.0064456,7.48704319957412,2.5157213
95320,4121136328719656576,17241501-2037274,THEIA1569,CM,Gaia DR2 4121136328719656576,261.062513915309,-20.6244498481315,(M4.3),,16.811,15.541,18.595,6.986149787902832,0.9083719849586488,1737.8,1737.8,600.2,600.2,600.2,12.874,0.0287,0.03,55.82,3.0860004,0.4205,1.0573289,6.986154647900046,2.6655004
95339,4121516832832161152,17340350-1948428,THEIA1569,CM,Gaia DR2 4121516832832161152,263.514588376775,-19.8120727118562,(M4.5),,16.235,14.949,17.833,6.928770065307617,1.0917199850082395,1737.8,1737.8,600.2,600.2,600.2,12.19,0.0209,0.0226,104.81,2.9237862,0.4998,1.0161089,6.92876644548909,2.4239862
95349,4121912347782329088,17314039-1825391,THEIA1569,CM,Gaia DR2 4121912347782329088,262.9182187,-18.4277999,(M6.0),,16.474,15.207,18.087,7.187580108642578,0.5180969834327698,1737.8,1737.8,600.2,600.2,600.2,12.556,0.0242,0.0257,77.45,2.9188528,0.4505,1.0117582,7.187575834665235,2.4683528
95503,4124606421779075584,17325681-1636184,THEIA1569,CM,Gaia DR2 4124606421779075584,263.2368056,-16.6053458,(M6.0),,15.536,14.232,16.881,6.977290153503418,1.056149959564209,1737.8,1737.8,600.2,600.2,600.2,11.598,0.0317,0.0328,180.81,2.712904,,2.5290074,6.977287996104849,
95880,4137825403400589312,17234375-1458420,THEIA1569,CM,Gaia DR2 4137825403400589312,260.9323217,-14.9784976,(M7.2),,17.688,16.422,19.385,5.426249980926514,1.5630600452423096,1737.8,1737.8,600.2,600.2,600.2,13.862,0.0577,0.0583,21.71,3.1207924,,0.96063256,5.426252682947526,
97026,416580491631673984,00295967+5411197,THEIA1605,CM,Gaia DR2 416580491631673984,7.4985291,54.1888058,(M2.8),99.6429,17.332,16.166,18.801,4.1905198097229,0.4565820097923279,3467.4,3467.4,558.9,558.9,558.9,13.787,0.0384,0.0394,30.66,2.6929302,,1.0714922,4.190519776436267,
97413,417693132985110144,00474052+5526174,THEIA1605,CM,Gaia DR2 417693132985110144,11.9187661,55.4381574,(M3.3),99.2543,17.279,16.082,18.804,4.106400012969971,5.870440006256104,3467.4,3467.4,558.9,558.9,558.9,13.673,0.0406,0.0415,31.78,2.801754,0.3893,1.0032758,4.106396970478027,2.4124541
99610,424750069183690496,00391883+5654262,THEIA1605,CM,Gaia DR2 424750069183690496,9.8283992,56.9072811,(M3.5),99.8938,17.637,16.426,19.037,3.904920101165771,2.0671300888061523,3467.4,3467.4,558.9,558.9,558.9,13.971,0.0471,0.0479,24.16,2.689846,0.4123,1.0930617,3.9049156681620887,2.277546
33659,1919836847872922880,23355471+3825171,THEIA1607,CM,Gaia DR2 1919836847872922880,353.978021,38.4214516,(M0.2),,15.893,14.892,16.923,3.1125500202178955,0.7688720226287842,1230.3,1230.3,283.3,283.3,283.3,12.72,0.0316,0.0327,68.93,2.1051435,0.4585,0.9310519,3.11255252698002,1.6466435
107883,4522872726176439296,,THEIA1627,CM,Gaia DR2 4522872726176439296,274.251252081235,16.7270896008503,(M1.0),,12.66,11.621,12.807,4.259520053863525,5.759550094604492,3162.3,3162.3,436.9,436.9,436.9,,,,,1.2651682,,1.3071512,4.259519992943751,
2769476,3208297895318194432,05170515-0635550,THEIA6046,CM,Gaia DR3 3208297895318194432,79.271461,-6.598636,(M0.3),98.9198,18.02307,17.01806,19.07575,1.2225739555590582,0.3409687879781557,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.838,0.1256,0.1259,9.47,2.0580654,0.2695,0.9936627,1.2225739555590582,1.7885654
2658542,3014882873595226240,05230610-0854011,THEIA6046,CM,Gaia DR3 3014882873595226240,80.7754559,-8.9003607,(M0.4),99.5467,18.25115,17.24101,19.32853,1.0874761596268598,1.654220078539449,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.982,0.1346,0.1349,8.88,2.0874157,1.2791,0.9412149,1.0874761596268598,0.80831575
2761928,3207464946540470656,05180910-0712333,THEIA6046,CM,Gaia DR3 3207464946540470656,79.5378661,-7.209198,(M0.6),99.5722,18.60015,17.5829,19.53587,1.237029518770625,1.036911859811507,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,15.416,0.1999,0.2001,5.56,1.953371,0.2078,1.1121318,1.237029518770625,1.745571
2576853,2989168114119574912,05225167-1130501,THEIA6046,CM,Gaia DR3 2989168114119574912,80.715324,-11.51392,(M0.7),99.4144,18.59359,17.57044,19.71454,0.9413935547481936,0.4677513347157372,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,15.022,0.1318,0.1321,8.56,2.14369,0.3212,1.0284572,0.9413935547481936,1.8224901
2602198,3013018067515119232,05263705-1112002,THEIA6046,CM,Gaia DR3 3013018067515119232,81.6543815,-11.2001025,(M0.7),98.9921,17.89134,16.86476,19.00293,1.0065462915854562,0.4048510473594245,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.702,0.1078,0.1081,11.11,2.1379967,1.4145,0.99752396,1.0065462915854562,0.7234967
2644595,3014450834245354112,05175725-0909380,THEIA6046,CM,Gaia DR3 3014450834245354112,79.488548,-9.160561,(M1.2),99.8116,18.98652,17.93474,20.22099,1.2639658612276692,0.3984939001977924,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,15.607,,,,2.2866783,0.2457,1.0542591,1.2639658612276692,2.0409784
2761828,3207460892091291520,05184292-0715298,THEIA6046,CM,Gaia DR3 3207460892091291520,79.678864,-7.258286,(M1.3),99.5554,18.29802,17.24135,19.47815,1.0944289468164443,1.5472285570785311,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,15.015,0.1225,0.1228,8.33,2.2372131,0.304,1.0048523,1.0944289468164443,1.9332131
2736294,3182504864361678464,05115351-0958121,THEIA6046,CM,Gaia DR3 3182504864361678464,77.972992,-9.970028,(M1.8),98.94,18.62416,17.53194,19.90913,1.6415626090139288,0.5542216594218601,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,15.219,0.1644,0.1646,6.9,2.377613,0.3505,0.99685013,1.6415626090139288,2.027113
2762075,3207470100500240000,05190054-0707503,THEIA6046,CM,Gaia DR3 3207470100500240000,79.7522857,-7.1306462,(M2.4),99.599,18.57196,17.43794,19.85557,1.2746605820048948,1.5814414546304307,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.754,0.104,0.1044,10.23,2.4175339,0.4139,1.0120577,1.2746605820048948,2.003634
2634053,3014066967247337856,05201533-1017481,THEIA6046,CM,Gaia DR3 3014066967247337856,80.0639298,-10.2967066,(M5.5),99.8852,17.33823,16.33706,18.39278,1.5562558059710403,1.765272333530682,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.015,0.0563,0.057,20.91,2.0555973,0.4181,1.0041655,1.5562558059710403,1.6374973
2610866,3013312324314631296,05240690-1023564,THEIA6046,CM,Gaia DR3 3013312324314631296,81.0287463,-10.3990416,(M5.5),97.1998,16.57913,15.90676,17.08387,0.660453886146835,0.9887856360107998,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.633,0.1005,0.1009,12.25,1.1772556,0.062,1.0672839,0.660453886146835,1.1152556
2579385,2990032746873614464,05194113-1038171,THEIA6046,CM,Gaia DR3 2990032746873614464,79.9213363,-10.6381715,(M5.6),98.732,18.23574,17.22851,19.29939,0.8902448322851252,0.5172174488080852,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.907,0.124,0.1243,9.2,2.0711765,0.3749,1.0466447,0.8902448322851252,1.6962765
2749212,3207021362317585152,05163373-0759276,THEIA6046,CM,Gaia DR3 3207021362317585152,79.1406019,-7.9910496,(M5.7),98.4705,18.08925,17.16142,18.96257,0.901741042245352,1.228411956004238,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,15.219,0.1614,0.1616,6.67,1.8010921,0.3424,1.0268344,0.901741042245352,1.4586921
2647224,3014546289894883200,05183227-0901169,THEIA6046,CM,Gaia DR3 3014546289894883200,79.6344776,-9.0214066,(M5.8),99.6267,17.3223,16.33564,18.32907,0.9129321318622892,0.3954953810743172,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.031,0.0502,0.0509,20.61,1.9934902,1.0294,1.0587933,0.9129321318622892,0.9640902
2637164,3014180805357847552,05225446-1000429,THEIA6046,CM,Gaia DR3 3014180805357847552,80.7269532,-10.0119653,(M5.8),99.8971,16.79881,15.81669,17.58422,1.4204560286894483,1.7034494570740255,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,13.702,0.0494,0.0501,28.88,1.7675562,,1.3721354,1.4204560286894483,
2608239,3013219518660699136,05233977-1057307,THEIA6046,CM,Gaia DR3 3013219518660699136,80.9157484,-10.9585427,(M5.8),99.1196,17.81992,16.79572,18.88935,1.2969559402831767,0.6891168849899028,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,14.654,0.0836,0.084,12.02,2.0934715,0.4107,0.9566241,1.2969559402831767,1.6827716
2582992,2990298412073842560,05165257-1013053,THEIA6046,CM,Gaia DR3 2990298412073842560,79.2190751,-10.2181857,(M6.0),99.4196,18.14329,17.21205,19.10628,0.789468666515353,0.5247320405477548,"3800 (-1200,+4100)",3800.0,2600.0,4100.0,1200.0,15.108,0.1349,0.1352,7.38,1.894331,0.3502,1.0052619,0.789468666515353,1.544131
1724699,4532319420846814464,18455393+2213544,UBC577,CM,Gaia DR3 4532319420846814464,281.4747812,22.2318013,(M1.4),,17.86832,16.80598,18.95565,0.9707608336858852,2.3020151386209338,2818.4,2818.4,,,,14.394,0.0688,0.0693,20.84,2.1498756,1.0091,1.0096108,0.9707608336858852,1.1407757
3747459,5884165673027167744,15492054-5609084,UFMG2,CM,Gaia DR3 5884165673027167744,237.335615,-56.152336,(M1.3),95.3145,17.60458,16.54693,18.62646,0.3134282413769766,2.69935,1288.2,1288.2,,,,14.342,0.0798,0.0803,12.15,2.0793877,,0.9831029,0.3134282413769766,
63535,2937740351816310784,06190746-2142201,VELA,CM,Gaia DR2 2937740351816310784,94.7810696,-21.7055869,(M0.0),91.7868,15.175,14.187,16.161,3.149219989776612,5.063960075378418,2-9960,4981.0,4979.0,4979.0,4979.0,12.051,0.026,0.0274,132.14,1.992403,1.0987,1.0476536,3.149218449651164,0.893703
124909,5318341905390002048,08502511-5308188,VELA,HM,Gaia DR2 5318341905390002048,132.604459,-53.1384761,(M0.0),,13.727,12.735,14.703,6.571710109710693,9.54,2-9960,4981.0,4979.0,4979.0,4979.0,10.603,0.0242,0.0257,421.91,1.9749107,0.3429,1.0111364,6.5717080455503964,1.6320107
220388,5564689547167335040,07090000-3906536,VELA,CM,Gaia DR2 5564689547167335040,107.2499763,-39.1148818,(M0.1),,14.556,13.562,15.544,3.6804099082946777,1.27,2-9960,4981.0,4979.0,4979.0,4979.0,11.369,0.0226,0.0242,181.48,1.9970503,0.2948,1.5961617,3.680405405779808,1.7022502
221475,5590367026327426048,07154850-3513516,VELA,CM,Gaia DR2 5590367026327426048,108.9520585,-35.2310058,(M0.1),,15.176,14.18,16.184,3.3281099796295166,5.38,2-9960,4981.0,4979.0,4979.0,4979.0,11.98,0.0191,0.0209,118.69,2.0272121,0.3119,1.0007181,3.3281142872011187,1.7153121
387600,2923831529725038848,06395156-2422264,VELA,CM,Gaia eDR3 2923831529725038848,99.964839,-24.3739876,(M0.2),,15.846,14.848,16.864,2.4685099124908447,3.164949893951416,2-9960,4981.0,4979.0,4979.0,4979.0,12.697,0.0343,0.0354,61.32,2.0381403,0.3234,0.9527605,2.4685069025446422,1.7147403
137081,5514345005682029184,08103930-4929046,VELA,HM,Gaia DR2 5514345005682029184,122.6637165,-49.4846141,(M0.2),,14.988,13.987,15.963,2.5302000045776367,3.86,2-9960,4981.0,4979.0,4979.0,4979.0,11.784,0.0211,0.0228,168.97,2.050538,1.4004,3.006596,2.5301964366062144,0.650138
64119,2945075193885157888,06195867-1612566,VELA,CM,Gaia DR2 2945075193885157888,94.9944616,-16.215691,(M0.2),,15.689,14.688,16.703,2.736829996109009,9.473609924316406,2-9960,4981.0,4979.0,4979.0,4979.0,12.524,0.0257,0.0271,79.77,2.0770464,0.3486,1.0540326,2.7368343966038955,1.7284464
63881,2943745609448540800,06271901-1740534,VELA,CM,Gaia DR2 2943745609448540800,96.829227217515,-17.6815083264904,(M0.3),,15.974,14.971,17.038,2.4964499473571777,4.076710224151611,2-9960,4981.0,4979.0,4979.0,4979.0,12.719,0.0315,0.0327,50.56,2.145403,,0.9961947,2.496447578387601,
65238,2992858938435220992,06120074-1551229,VELA,CM,Gaia DR2 2992858938435220992,93.0030656564593,-15.8563876105152,(M0.4),,15.344,14.334,16.262,3.0699501037597656,3.4351398944854736,2-9960,4981.0,4979.0,4979.0,4979.0,12.09,0.0371,0.0381,118.97,1.9698153,1.0402,0.91957515,3.0699522269056945,0.92961526
145347,5587131541569120512,07390118-3638113,VELA,HM,Gaia DR2 5587131541569120512,114.7548303,-36.6364282,(M0.4),,14.485,13.475,15.516,5.123439788818359,1.09,2-9960,4981.0,4979.0,4979.0,4979.0,11.336,0.0209,0.0226,214.79,2.0505638,,0.96502006,5.123442601031528,
137102,5514352530464639872,08114045-4920115,VELA,HM,Gaia DR2 5514352530464639872,122.918504,-49.3364495,(M0.4),,15.872,14.861,16.904,2.545720100402832,4.2,2-9960,4981.0,4979.0,4979.0,4979.0,12.661,0.0287,0.03,77.99,2.1126938,1.3974,0.9922955,2.545717801680265,0.71529377
221416,5589696427316524416,07261422-3557401,VELA,CM,Gaia DR2 5589696427316524416,111.559264,-35.9611156,(M0.5),,15.193,14.18,16.233,3.081350088119507,0.49,2-9960,4981.0,4979.0,4979.0,4979.0,11.914,0.0228,0.0244,135.15,2.1343403,0.2222,1.4706116,3.08134520583011,1.9121403
145655,5589508788783802880,07192281-3603347,VELA,CM,Gaia DR2 5589508788783802880,109.8450311,-36.059627,(M0.5),,15.46,14.445,16.509,3.184390068054199,3.88,2-9960,4981.0,4979.0,4979.0,4979.0,12.261,0.0244,0.0259,94.85,2.1098938,0.3349,0.9849482,3.1843877264021896,1.7749938
282559,5514351705830909056,08112213-4921470,VELA,HM,Cl* NGC 2547 NTJ 9-2368,122.8421953,-49.3630471,(M0.5),,15.155,14.14,15.977,1.7368600368499756,3.167,2-9960,4981.0,4979.0,4979.0,4979.0,12.138,0.0226,0.0242,121.96,1.9507713,,10.828226,1.7368589788824864,
145108,5585551027962400384,,VELA,HM,Gaia DR2 5585551027962400384,113.41352643973352,-37.76581680849613,(M0.5),,13.549,12.534,14.366,5.239520072937012,0.44,2-9960,4981.0,4979.0,4979.0,4979.0,,,,,1.8398829,0.9831,1.1184736,5.239522937367625,0.85678285
221701,5602911354490249344,07083439-3354541,VELA,CM,Gaia DR2 5602911354490249344,107.1432645,-33.9150282,(M0.6),,15.233,14.215,16.267,3.339289903640747,1.58,2-9960,4981.0,4979.0,4979.0,4979.0,11.971,0.0228,0.0244,123.89,2.0705547,0.2937,1.1173398,3.339289363430149,1.7768548
212502,5276029846085378688,08185692-6536090,VELA,CM,Gaia DR2 5276029846085378688,124.7370715,-65.6024783,(M0.6),,14.678,13.658,15.734,4.681190013885498,3.7751998901367183,2-9960,4981.0,4979.0,4979.0,4979.0,11.481,0.0231,0.0246,208.46,2.1103716,,0.9783649,4.6811950160361775,
63588,2938930298276176640,06324556-2043343,VELA,CM,Gaia DR2 2938930298276176640,98.1898101735705,-20.7262106731011,(M0.7),10.189,15.307,14.285,16.349,3.517430067062378,2.644350051879883,2-9960,4981.0,4979.0,4979.0,4979.0,12.107,0.0317,0.0328,117.12,2.1003513,,1.0210459,3.517430478754687,
124947,5318493260034937984,08401055-5309537,VELA,CM,Gaia DR2 5318493260034937984,130.0438408,-53.1648389,(M0.7),,13.87,12.845,14.936,6.516389846801758,0.57,2-9960,4981.0,4979.0,4979.0,4979.0,10.63,0.0172,0.0192,426.01,2.1004734,0.2499,5.9763284,6.516388491024086,1.8505734
65258,2993086984018775808,06101714-1524513,VELA,CM,Gaia DR2 2993086984018775808,92.5713832,-15.4142209,(M0.8),99.8313,15.358,14.33,16.418,3.652129888534546,2.4656999111175537,2-9960,4981.0,4979.0,4979.0,4979.0,12.157,0.0275,0.0288,90.91,2.126151,,1.0132711,3.652127950586314,
256563,5514576968275072896,08084868-4850532,VELA,HM,2MASS J08084868-4850532,122.2029384,-48.8482099,(M0.8),,15.279,14.25,16.368,4.804450035095215,8.594,2-9960,4981.0,4979.0,4979.0,4979.0,12.116,0.0211,0.0228,133.36,2.1359053,0.2489,1.0026159,4.804453594373464,1.8870053
137115,5514356206956587904,08104793-4917078,VELA,HM,Gaia DR2 5514356206956587904,122.699716,-49.2855355,(M0.8),,15.987,14.956,17.077,2.611989974975586,4.493,2-9960,4981.0,4979.0,4979.0,4979.0,12.702,0.0211,0.0228,72.55,2.1872377,0.2752,1.0112183,2.611993680129124,1.9120377
145389,5587358522000537600,07461966-3628359,VELA,HM,Gaia DR2 5587358522000537600,116.5818334,-36.4766079,(M0.8),,14.612,13.581,15.692,5.089900016784668,3.84,2-9960,4981.0,4979.0,4979.0,4979.0,11.368,0.0191,0.0209,194.63,2.1212406,,1.0365952,5.089899195878549,
63977,2944414593553844736,06213670-1700454,VELA,CM,Gaia DR2 2944414593553844736,95.4029003,-17.0126017,(M0.8),,15.982,14.951,17.032,2.406559944152832,8.69027042388916,2-9960,4981.0,4979.0,4979.0,4979.0,12.75,0.0272,0.0285,64.78,2.1457996,0.4079,1.2493235,2.4065647513698427,1.7378997
2562678,2927267881521763072,06464050-1952156,VELA,CM,Gaia DR3 2927267881521763072,101.6687436,-19.8710021,(M0.9),,16.2934,15.25632,17.36375,2.0774428513052348,2.483015816765724,2-9960,4981.0,4979.0,4979.0,4979.0,12.982,0.0275,0.0288,52.31,2.1074524,0.2625,1.0903529,2.0774428513052348,1.8449523
137050,5514323187247487872,08092678-4932554,VELA,HM,Gaia DR2 5514323187247487872,122.3615577,-49.54871,(M1.0),,15.963,14.923,17.065,2.5780599117279053,2.95,2-9960,4981.0,4979.0,4979.0,4979.0,12.682,0.0226,0.0242,73.9,2.2179098,0.3045,1.0327355,2.578055911644395,1.9134098
145285,5586914972137328256,07442274-3708174,VELA,HM,Gaia DR2 5586914972137328256,116.0946491,-37.1381198,(M1.1),,13.963,12.918,15.059,5.066309928894043,0.3,2-9960,4981.0,4979.0,4979.0,4979.0,10.667,0.0209,0.0226,384.26,2.151145,0.2536,1.4634141,5.0663102616471045,1.897545
65257,2993075576585907200,06121991-1525501,VELA,CM,Gaia DR2 2993075576585907200,93.0829322,-15.4305592,(M1.1),,15.732,14.686,16.838,3.0679399967193604,2.603940010070801,2-9960,4981.0,4979.0,4979.0,4979.0,12.499,0.0228,0.0244,81.62,2.1963005,,1.0407174,3.067939308477252,
64148,2945126011938106496,06203620-1549112,VELA,CM,Gaia DR2 2945126011938106496,95.1508284,-15.8197656,(M1.1),,15.6,14.554,16.581,3.124929904937744,4.129129886627197,2-9960,4981.0,4979.0,4979.0,4979.0,12.368,0.0226,0.0242,95.33,2.0899868,1.2318,1.5232583,3.1249308553803914,0.85818684
446808,5589428039097706624,,VELA,CM,Gaia eDR3 5589428039097706624,110.09908899512024,-36.60347396550005,(M1.1),,11.882,10.834,11.628,3.0048699378967285,2.96,2-9960,4981.0,4979.0,4979.0,4979.0,,,,,0.8623581,,16.511547,3.0048734736174665,
145680,5589861903815275648,07231879-3538223,VELA,CM,Gaia DR2 5589861903815275648,110.8282864,-35.6395072,(M1.2),,15.619,14.568,16.754,3.27157998085022,5.67,2-9960,4981.0,4979.0,4979.0,4979.0,12.334,0.0193,0.0211,91.8,2.2362413,0.269,1.019275,3.271581383367974,1.9672413
137046,5514320060511354240,,VELA,HM,Gaia DR2 5514320060511354240,122.24837269037916,-49.68353664310377,(M1.2),,15.726,14.673,16.728,2.563260078430176,2.18,2-9960,4981.0,4979.0,4979.0,4979.0,,,,,2.1377249,0.3833,1.0276227,2.563262458360797,1.7544248
142768,5538708598503017344,07434871-3821583,VELA,HM,Gaia DR2 5538708598503017344,115.9528514,-38.3661344,(M1.3),,14.495,13.439,15.625,5.192039966583252,2.65,2-9960,4981.0,4979.0,4979.0,4979.0,11.069,0.0173,0.0193,265.35,2.1957445,0.2645,1.0428131,5.192037791890713,1.9312445
64155,2945155011556944128,06193007-1541565,VELA,CM,Gaia DR2 2945155011556944128,94.8752995,-15.6990072,(M1.3),,15.964,14.908,17.088,2.6729300022125244,2.428459882736206,2-9960,4981.0,4979.0,4979.0,4979.0,12.617,0.0287,0.03,73.22,2.24271,0.3163,0.9708265,2.672934397943548,1.9264101
137084,5514345211840458624,08103571-4927495,VELA,HM,Gaia DR2 5514345211840458624,122.6487053,-49.4637624,(M1.3),,16.111,15.054,17.243,2.619529962539673,2.979,2-9960,4981.0,4979.0,4979.0,4979.0,12.744,0.029,0.0302,69.79,2.2598772,,0.94599223,2.6195313365386634,
137104,5514352908421767168,08114867-4919306,VELA,HM,Gaia DR2 5514352908421767168,122.9527958,-49.3251918,(M1.3),,16.055,14.995,17.21,2.528870105743408,2.333,2-9960,4981.0,4979.0,4979.0,4979.0,12.633,0.0226,0.0242,80.02,2.2850504,0.304,1.0044999,2.528870806975882,1.9810504
145267,5586875183559211776,07431261-3737338,VELA,CM,Gaia DR2 5586875183559211776,115.8024583,-37.6260314,(M1.4),,14.238,13.174,15.37,5.277180194854736,0.33,2-9960,4981.0,4979.0,4979.0,4979.0,10.877,0.0193,0.0211,316.68,2.2053146,0.2242,3.7763453,5.277182090167629,1.9811146
145172,5586752965970674048,07430635-3809210,VELA,HM,Gaia DR2 5586752965970674048,115.776361,-38.1557823,(M1.4),,14.311,13.246,15.452,5.186699867248535,0.35,2-9960,4981.0,4979.0,4979.0,4979.0,10.912,0.0211,0.0228,306.63,2.2167559,0.23,1.3192532,5.1867034012009965,1.9867558
220194,5561614350584396800,07195484-4013548,VELA,CM,Gaia DR2 5561614350584396800,109.9785,-40.2318749,(M1.4),,15.251,14.184,16.419,3.172199964523315,3.14,2-9960,4981.0,4979.0,4979.0,4979.0,11.956,0.0229,0.0245,117.22,2.4262142,0.3678,1.043227,3.172201271328108,2.0584142
137062,5514335522393565696,08091082-4929167,VELA,HM,Gaia DR2 5514335522393565696,122.2951051,-49.4879942,(M1.4),,16.171,15.104,17.341,2.616309881210327,5.033,2-9960,4981.0,4979.0,4979.0,4979.0,12.83,0.029,0.0302,69.09,2.3078194,0.2637,0.99289876,2.616311569556671,2.0441194
124963,5318510336826176384,,VELA,HM,Gaia DR2 5318510336826176384,130.86542855350177,-52.96076107766893,(M1.4),,13.666,12.598,14.772,6.73783016204834,0.11,2-9960,4981.0,4979.0,4979.0,4979.0,,,,,2.1817408,,3.030579,6.73782850486683,
137865,5516071857412111360,08111821-4841198,VELA,HM,Gaia DR2 5516071857412111360,122.8258402,-48.6888523,(M1.6),,15.687,14.612,16.877,2.5334300994873047,0.375,2-9960,4981.0,4979.0,4979.0,4979.0,12.31,0.0257,0.0271,104.09,2.3203373,,1.4248399,2.5334312553762555,
145141,5586165173924527744,07310657-3815455,VELA,CM,Gaia DR2 5586165173924527744,112.7773089,-38.26257,(M1.6),,14.954,13.879,16.112,5.34581995010376,2.82,2-9960,4981.0,4979.0,4979.0,4979.0,11.588,0.0211,0.0228,164.52,2.2420397,,1.0065383,5.345816118846831,
