source_paper,star_name,source_id,ra,dec,pmra,pmdec,prot_days,age_gyr,age_err_lo_gyr,age_err_hi_gyr,age_method,parallax,parallax_error,bp_rp,bp_rp_0,ebpminrp_gspphot,ruwe,high_ruwe,phot_g_mean_mag,binary_type,twomass_id,k_m,k_cmsig,A_Ks,A_Ks_err,k_m_0,M_Ks,flag_outside_mann_range,mass_msun,mass_msun_err_lo,mass_msun_err_hi,tau_ce_days,rossby_number,tau_ce_err_days
Chiti2024,Gaia DR3 2816359731303136384,2816359731303136384,344.8565713141836,15.122692257306234,53.14817683811221,-9.915368943636809,29.8,7.46,0.1,0.15,white-dwarf total age transferred to coeval wide MS companion,8.179740985980573,0.05552478,3.0438223,2.4776223,0.5662,1.2787303,True,15.819862,WDM,22592551+1507217,11.878,0.023,0.001739130088702995,8.92093576619303e-05,11.876260869911297,6.439958629013425,False,0.3723785006575498,0.009197973358193223,0.009349886032112342,145.30700932931535,0.20508301793248676,13.814547549348465
Chiti2024,Gaia DR3 3369544303487186560,3369544303487186560,96.38507933385605,16.567320787736655,-202.53400173601244,-153.20314997217082,13.4,7.07,0.33,1.89,white-dwarf total age transferred to coeval wide MS companion,19.717050096004993,0.028922627,2.8276777,2.8274777,0.0002,1.0286379,False,14.798864,WDM,06253267+1634050,11.08,0.019,0.0,0.0,11.08,7.554209699360069,False,0.22056886081720628,0.00522821417035485,0.005293812592047947,204.1649918613127,0.06563319145871242,38.807720609150806
