df_id,prot_id,GaiaDR3_ID,subgroup,data_catalog,prot_source,P_rot,mem_prob_val,mem_prob_val_source,P_out,ra,dec,pmra,pmdec,G0,BPRP0,BPRP0_err,logBPRP0_err,sampled_avg_dist_pc,dustmap_query,dustmap_used,age_Myr,logA_Myr,cmd_exclude,parallax,parallax_error,twomass_id,k_m,k_cmsig,A_Ks,A_Ks_err,k_m_0,M_Ks,flag_outside_mann_range,mass_msun,mass_msun_err
3091,3091,3451179945174781056,M37,GR+21,Hartman2009b,12.62821762,0.1848053941941635,PC,0.05,87.97434501465702,32.498329059463536,2.3790548942133416,-5.520063530501746,18.42043300210381,1.7244699998338031,0.0616966992294054,-1.2097380700802238,1349.370612695529,,Bayestar,446.0,2.6500000000000004,0,0.9967817354057796,0.24515815,05515383+3229542,15.543,0.192,0.0572273839858901,0.0096870033317666,15.48577261601411,5.4787729738397974,False,,
37693,37693,337177820618702848,M34,M+11,Meibom2011b,6.9,0.48,source,0.05,40.5471783024551,42.84343202719198,-0.4580116736755169,-5.02345682843235,14.057823651465364,1.1054251782702096,0.0151395934694172,-1.8198857864184568,492.0385590069752,both,Edenhofer,161.0,2.2070000000000007,0,1.9918145675569143,0.026700474,02421131+4250363,12.106,0.022,0.014343002063826,0.0007360002910117,12.091656997936173,3.5879015196914708,True,,
37729,37729,337149920512044416,M34,M+11,Meibom2011b,10.31,0.7,source,0.05,40.443197138027266,42.542181233173885,0.4331118845911612,-5.258348227582701,15.736262386842352,1.5300457809453634,0.0170218783968089,-1.7689925163809264,478.7447482264997,both,Edenhofer,161.0,2.2070000000000007,0,2.0728795126883943,0.04776839,02414636+4232319,13.272,0.04,0.0128242534421288,0.0006593481670402,13.25917574655787,4.842046042614951,False,0.6247763568065897,0.017659905127686407
37656,37656,337148546121687680,M34,M+11,Meibom2011b,2.36,0.955,source,0.05,40.64301635257608,42.60615300042683,0.5455904968859902,-6.063252144448239,12.135852259822434,0.7539978884748602,0.016074297667958,-1.7938679935573194,493.8619980294473,both,Edenhofer,161.0,2.2070000000000007,0,1.9988231577534128,0.017818335,02423431+4236222,10.874,0.022,0.0134594377351112,0.0006905951519767,10.86054056226489,2.364412424278182,True,,
2317,2317,3051548356565435264,M50,GR+21,Irwin2009,0.723,0.5,source,0.05,105.76408591075844,-8.486344923778521,-0.396251632304813,-3.1866105404177176,18.482103313147828,1.4495775748162911,0.2479580782674804,-0.6056217381902136,1066.468771562446,,Bayestar,135.0,2.1317000000000004,0,0.5663277738205938,0.2506938,07030337-0829105,15.437,,0.0157552938904141,0.0015999440842084,15.421244706109585,4.186584010103502,True,,
3147,3147,3451174791212904448,M37,GR+21,Hartman2009b,2.00032795,0.5,source,0.05,88.03056952606154,32.35422494749303,1.215115677664398,0.1396016341042757,17.973633121775233,0.906596288711245,0.0526116019187721,-1.2789184745972206,1355.0504939597995,,Bayestar,446.0,2.6500000000000004,0,0.3587497341670156,0.1988213,,,,0.0510681588585376,0.0096151608808979,,,,,
13684,13684,5338680499724026496,NGC3532,F+21,Fritzewski2021,1.7763,0.7381356716002001,PC,0.05,165.68322571928343,-58.885335840949466,-10.8296987658733,5.515056713466651,15.256050403566048,1.3846075547183496,0.0157286527724084,-1.8033084749969344,464.3439108752368,Edenhofer,Edenhofer,398.0,2.6003000000000007,0,2.123017891059656,0.02465164,11024398-5853072,12.884,0.037,0.0084091252626513,0.0004312761995449,12.875590874737348,4.510359145039185,False,0.6724595966109853,0.01745629931822589
37713,37713,337150332828106880,M34,M+11,Meibom2011b,8.55,0.7,source,0.05,40.434172778022976,42.593298141132145,0.6685772845404128,-6.013334304402024,16.643961491726998,1.9054012916137515,0.0209967356572024,-1.6778482193737692,487.46392398204296,both,Edenhofer,161.0,2.2070000000000007,0,2.000044059835304,0.08272294,02414420+4235359,13.637,0.046,0.0131255952979224,0.0006752792838923,13.623874404702079,5.129072219853432,False,0.5824210305078981,0.020583783246013992
37682,37682,337163698766294784,M34,M+11,Meibom2011b,5.47,0.49,source,0.05,40.389319024244394,42.70326409926789,0.2105699376164254,-5.874550684953339,13.626821053462416,0.8914139777439521,0.0163593162446108,-1.7862348520948972,482.80466795072863,both,Edenhofer,161.0,2.2070000000000007,0,2.031495719652659,0.021306427,02413343+4242118,12.121,0.019,0.0133843702896927,0.0006868449159666,12.107615629710308,3.64669518775003,True,,
2172,2172,3052321798581850880,M50,GR+21,Irwin2009,0.734,0.5,source,0.05,105.51641897305818,-8.188483262564121,-0.7493393133152486,1.84262018303895,19.251307965626445,1.5386584404356416,0.1220518703641542,-0.9134555609202264,1048.7750093678333,,Bayestar,135.0,2.1317000000000004,0,-0.0936358129848625,0.44724122,,,,,,,,,,
37647,37647,337120474215668864,M34,M+11,Meibom2011b,1.12,0.91,source,0.05,40.849167782076094,42.51636385837211,1.2494255251459654,-6.108408107990908,15.362624144693832,1.4123080898080511,0.0217833106286902,-1.661876115465977,540.5350340757577,both,Edenhofer,161.0,2.2070000000000007,0,1.7856641246496503,0.05100484,02432379+4230590,12.898,0.028,0.0139351811347076,0.0007215662335958,12.884064818865292,4.143063685891546,True,,
2656,2656,3051594746507539712,M50,GR+21,Irwin2009,0.052,0.5,source,0.05,105.93168006403556,-8.173653713404198,-1.6359163094362783,1.7398439691786691,19.737448114966877,1.5685358791905202,0.1690530009115201,-0.7719771155356193,989.1661383402788,,Bayestar,135.0,2.1317000000000004,0,0.9601627646388498,0.61519855,,,,0.018842652669256,0.0109884756164272,,,,,
37673,37673,337151840360210688,M34,M+11,Meibom2011b,4.37,0.955,source,0.05,40.410278329529454,42.65120443872033,0.5950023259939952,-5.525902807571587,13.278851715373165,0.8243424111522386,0.0162139820038683,-1.7901103133481606,481.7853518516551,both,Edenhofer,161.0,2.2070000000000007,0,2.0350663022207107,0.019500848,02413846+4239044,11.907,0.024,0.0132065204396925,0.0006778467280507,11.893793479560308,3.436686294834619,True,,
37686,37686,337164038067322368,M34,M+11,Meibom2011b,5.99,0.945,source,0.05,40.408918035749714,42.73453574896469,0.8581005734741436,-5.977354815753593,13.740333749390924,0.9287376553846034,0.0156736524160216,-1.8048297885160087,481.8854091390219,both,Edenhofer,161.0,2.2070000000000007,0,2.0334381520202323,0.02222716,02413812+4244043,12.139,0.023,0.0135754318935502,0.0006964002888795,12.12542456810645,3.6665794064571102,True,,
37730,37730,337173663090374272,M34,M+11,Meibom2011b,10.31,0.605,source,0.05,40.72951863255615,42.7640027838965,0.592422010382432,-5.535943230748231,15.34524494287606,1.428325227259585,0.0168174704562356,-1.7742393265828795,505.0237600057987,both,Edenhofer,161.0,2.2070000000000007,0,1.944339206519804,0.043699954,02425508+4245505,12.905,0.024,0.0140382703325343,0.0007225040676028,12.890961729667465,4.33482189750765,True,,
37702,37702,337163453952398080,M34,M+11,Meibom2011b,7.75,0.885,source,0.05,40.34624863911165,42.67110273448868,0.588969563776462,-5.620042046946291,14.570598951268106,1.1301705243013032,0.01604934016307,-1.7945428180521483,499.3173228534935,both,Edenhofer,161.0,2.2070000000000007,0,1.9759681308812964,0.03446292,02412310+4240160,12.638,0.033,0.0133012553771987,0.0006847294702087,12.624698744622801,4.10359842388184,True,,
37655,37655,337145041429196928,M34,M+11,Meibom2011b,2.29,0.97,source,0.05,40.389953608544545,42.539528227920805,0.5963460802534508,-5.765336406321557,11.982312215260604,0.7307103241478192,0.0156277649076442,-1.8061031305980588,488.479090665734,both,Edenhofer,161.0,2.2070000000000007,0,2.0249712388428116,0.019659778,02413358+4232224,10.789,0.021,0.012794540588706,0.0006566916932096,10.776205459411294,2.308299755434941,True,,
3243,3243,3451220012928011264,M37,GR+21,Hartman2009b,12.1749178,0.5,source,0.05,88.12361408707764,32.7592436067504,0.0977483516488272,-3.1488085690098475,17.555812017448574,1.128764352225933,0.0288046423522621,-1.5405375127444594,1410.3694058326023,,Bayestar,446.0,2.6500000000000004,0,-0.0699087755871766,0.16053359,05522966+3245332,15.379,,,,15.379,,,,
3311,3311,3451177509930017792,M37,GR+21,Hartman2009b,0.51740823,0.5,source,0.05,88.18514564789116,32.493203245051966,-5.783683519664243,-0.2782157124121314,20.209062318677105,1.4352567744152644,0.2129349817148234,-0.671752985260977,1336.5196464011922,,Bayestar,446.0,2.6500000000000004,0,4.8950169388660365,2.2377858,,,,0.0078130000816926,0.005250612983376,,,,,
37724,37724,337099068098490624,M34,M+11,Meibom2011b,9.52,0.96,source,0.05,40.603308323077115,42.46109650955578,0.7428446009837701,-5.804371577076077,15.588831308259612,1.47098777010294,0.018647930036395,-1.7293693688774707,487.2645715282624,both,Edenhofer,161.0,2.2070000000000007,0,2.0183624316241287,0.0429132,02422478+4227400,13.139,0.033,0.0128593552999491,0.0006610849173149,13.126140644700051,4.6511364143667,False,0.6520903131408355,0.017625159519518627
37727,37727,337157028681181184,M34,M+11,Meibom2011b,9.9,0.96,source,0.05,40.33018485556168,42.591261382113586,0.3198286190168977,-5.720953878179686,15.86513228681332,1.6487020728186328,0.0168332030326595,-1.7738332383286823,491.8293056484167,both,Edenhofer,161.0,2.2070000000000007,0,1.993257050005751,0.058382012,02411924+4235286,13.123,0.033,0.0129325618741637,0.00066765856521,13.110067438125835,4.607883982306955,False,0.6582849968872183,0.018853091730920386
37636,37636,337181084794057472,M34,M+11,Meibom2011b,0.72,0.485,source,0.05,40.87617651706301,42.88403655156392,0.5858072720350289,-5.81948003876162,14.563675082066712,1.1594743695735776,0.0197308122393229,-1.7048550361976238,474.8670626109841,both,Edenhofer,161.0,2.2070000000000007,0,2.053920541116627,0.028338075,02433027+4253027,12.495,0.028,0.0147612389280972,0.0007575847248251,12.480238761071902,4.043156952455888,True,,
2362,2362,3051554987995529984,M50,GR+21,Irwin2009,0.567,0.5,source,0.05,105.86545179701965,-8.393592573925474,-2.8798682785021525,3.3877522304737018,19.890687739823147,1.8085109761051443,0.2636024736361613,-0.5790505186550591,954.4265068987668,,Bayestar,135.0,2.1317000000000004,0,0.3022502758426279,0.6419094,,,,0.1269407569885254,0.0205860386689244,,,,,
