catalog,gaiadr3_id,star_name,ra,dec,parallax,source_paper,likely_mdwarf,BPRP0
cf_rotator_catalog,3051563891463518464,,105.5156299582586,-8.383203379679372,-0.0266599546417579,,True,2.185978285028273
cf_rotator_catalog,3051564956614963712,,105.68184079718829,-8.353532737094323,0.6213009400744149,,True,2.000010665146318
cf_rotator_catalog,3051572309598621696,,105.7610044250328,-8.225067196401696,1.6760939051861046,,True,1.9381647214633593
cf_rotator_catalog,3051573202959465856,,105.7725893961417,-8.197371497038176,-0.0311813818235103,,True,1.6831958011102752
cf_rotator_catalog,3051573885851865600,,105.80592291021864,-8.193452744313289,0.8771440875023186,,True,2.1987091912901735
cf_rotator_catalog,3051594677788023424,,105.96611890840956,-8.162731666975576,0.8114264352644934,,True,2.0154205571395485
cf_rotator_catalog,3052316678975914368,,105.4419725448378,-8.265390953727186,-0.9098719180154632,,True,2.1874569820230945
cf_rotator_catalog,3052318843639313792,,105.5274546202472,-8.19196367337504,0.7922940573041743,,True,2.0450447717139313
cf_rotator_catalog,3051565678169424512,,105.6529191991208,-8.308273133866564,0.7240709578466867,,True,2.284420612126544
cf_rotator_catalog,3051571824267426560,,105.7443369743592,-8.250921686022572,0.872266841071413,,True,2.315596278699173
cf_rotator_catalog,3051572378318044160,,105.793918061364,-8.216694992440335,-0.2474407162504511,,True,2.0829713744599583
cf_rotator_catalog,3050056186148973696,,105.45651019940571,-8.56156592208783,1.7304534941300391,,True,2.7321767044112284
cf_rotator_catalog,3050061718060376320,,105.50687656276484,-8.430348359242727,1.176732856634282,,True,1.817735903127468
cf_rotator_catalog,3051546982176421504,,105.69378884579828,-8.501210975623398,1.1496350061617968,,True,2.306498322727805
cf_rotator_catalog,3051558806224828416,,105.67975896817318,-8.4737307211789,1.0021939276651668,,True,2.07221167331714
cf_rotator_catalog,3051560386769887104,,105.73698359511044,-8.452130627859704,0.2688323736251131,,True,1.9660805594186217
cf_rotator_catalog,3051561280122908800,,105.74338392036373,-8.376455562644846,-0.5169362940126387,,True,2.7446665252224713
cf_rotator_catalog,3051561726799566976,,105.70862068023985,-8.378482616951619,-0.2648886006155684,,True,2.1244200975524565
cf_rotator_catalog,3051562001677442688,,105.69646532500464,-8.354922103774024,0.5327496876251087,,True,2.3320478933510596
cf_rotator_catalog,3051565094054013184,,105.62342183590872,-8.34851331968832,0.3146496071623365,,True,2.432200912976494
cf_rotator_catalog,3051565300212316544,,105.65112324796044,-8.315929589017777,2.531794015350855,,True,2.6686587736905647
cf_rotator_catalog,3051568392588582656,,105.76606387070348,-8.309255729301434,2.6627449471319196,,True,2.6622676477616665
cf_rotator_catalog,3051569011063766912,,105.80002433509738,-8.267963695842178,0.324239182804081,,True,2.192944036877054
cf_rotator_catalog,3051572206519443456,,105.76372776672252,-8.244617014728938,0.8861924859634865,,True,2.0492105023483163
cf_rotator_catalog,3051572515757188736,,105.69620510130588,-8.25586853090992,1.3202339402891554,,True,1.759169064254459
cf_rotator_catalog,3052323310411279232,,105.47258454410222,-8.10744679154134,2.121426633346328,,True,1.9824565826155436
cf_rotator_catalog,3052326265342502912,,105.76118267652664,-8.107381884290554,6.2964957004791735,,True,1.569472093248901
cf_rotator_catalog,3052327944670794624,,105.56232840978689,-8.129691003718786,0.2068171761385097,,True,2.582192128274028
cf_rotator_catalog,3052328116471657600,,105.53008161946433,-8.1355479022669,0.9697792997661971,,True,2.2451607370269016
cf_rotator_catalog,3051546986478072576,,105.69302505806525,-8.495699405147354,1.0876732634228996,,False,1.3414393408812986
cf_rotator_catalog,3051549456077571968,,105.98039416488768,-8.519909559165074,1.2693377207520384,,True,2.150643653393553
cf_rotator_catalog,3051551006563576448,,105.94716064080517,-8.433890127022131,2.013584980265834,,True,1.7856171777306815
