df_id,prot_id,GaiaDR3_ID,subgroup,data_catalog,prot_source,P_rot,mem_prob_val,mem_prob_val_source,P_out,ra,dec,pmra,pmdec,G0,BPRP0,BPRP0_err,logBPRP0_err,sampled_avg_dist_pc,dustmap_query,dustmap_used,age_Myr,logA_Myr,cmd_exclude
19771,19771,3410075527602535424,NGC1647,L+23,Long2023,0.503,0.6498874374143314,PC,0.05,70.94892668413853,19.03029563439549,-1.3904458629943721,-1.705020139048302,11.99537754279887,0.6364173801976346,0.026225153779670878,-1.5812819565007847,572.4322126718876,both,Edenhofer,309,2.49,0
28465,28465,3410076150374417408,Hyades,L+23,Long2023,0.376,1,source,0.05,71.02831552399883,19.03534393734991,89.04999367949891,-34.304519709190686,15.546968,3.2166424,0.018033871940542543,-1.743911018597617,49.063445411030905,Edenhofer,Edenhofer,775,2.8897999999999993,0
19815,19815,3410105012554698880,NGC1647,L+23,Long2023,5.003,0.8380169272132892,PC,0.05,71.35373162275964,19.216980546581418,-1.3047514603754076,-1.4580906536640736,14.332434677393291,1.1529076415252586,0.025887142866443082,-1.586915879492134,584.8480126766098,both,Edenhofer,309,2.49,0
17686,17686,3410105248776214144,NGC1647,L+23,Long2023,5.925,0.6916921687084466,PC,0.05,71.45031680848523,19.236909573412284,-1.3423954729134562,-1.553087828628386,10.387600190664186,0.28474112426401565,0.023040002066122077,-1.6375174863032798,555.0497405747084,both,Edenhofer,309,2.49,0
17689,17689,3410105631029990400,NGC1647,L+23,Long2023,4.042,1,PC,0.05,71.32485179672003,19.21145552248538,-1.0527377364292332,-1.521352531488534,9.238517015501033,0.18981251981232794,0.023620536721471026,-1.6267102382836856,584.0078730745856,both,Edenhofer,309,2.49,0
23814,23814,3410400884263390720,Taurus_D2,L+23,Long2023,4.196,0.9,source,0.05,69.36205028671598,18.857240924883204,18.557286721277567,-40.67956551315501,11.393258286039146,1.5817355414881706,0.017311660252835,-1.7616612796654179,93.19231417339904,Edenhofer,Edenhofer,3.27,0.5145,0
38105,38105,3410529355323453312,Hyades,D+19,Douglas2019,21.47,0.9,source,0.05,70.05342325459208,19.2859181895273,98.68373842786642,-40.15836005393951,12.552542,2.3746452,0.014280474595778624,-1.8452573590232364,44.88426002934668,Edenhofer,Edenhofer,775,2.8897999999999993,0
38132,38132,3411811317161811328,Hyades,D+19,Douglas2019,0.98,0.9,source,0.05,72.56988193028602,20.62562709067219,89.48173302429399,-44.39082534016306,13.134485,2.6833782,0.014696532646368098,-1.8327851162840079,45.226374330905216,Edenhofer,Edenhofer,775,2.8897999999999993,0
38121,38121,3412605297699792512,Hyades,D+19,Douglas2019,10.54,0.9,source,0.05,71.78769230975719,20.882090223468595,98.49339444792064,-50.063465930095205,9.486969,1.2474031,0.014231449621998463,-1.8467508602270362,42.14315978947683,Edenhofer,Edenhofer,775,2.8897999999999993,0
17795,17795,3418648286622338304,NGC1750,L+23,Long2023,4.331,0.998,source,0.05,75.36515369103967,23.780410046650367,-0.996926138618708,-2.2179543193789937,8.355138317819682,-0.009033897516439737,0.018265150575170218,-1.7383767431785366,695.1508204730764,both,Edenhofer,322,2.5089000000000006,0
20180,20180,3418688143919317248,NGC1750,L+23,Long2023,0.111,0.999,source,0.05,75.9542774457948,23.87611053107605,-1.206608277737764,-2.2272298494588743,12.210944820228006,0.48303818752112315,0.017349940348478615,-1.7607020140357075,682.2062280184397,both,Edenhofer,322,2.5089000000000006,0
17860,17860,3418691373734967808,NGC1758,L+23,Long2023,0.245,0.6831699395469373,PC,0.05,76.29057154603768,23.76602390183944,3.017367318035162,-3.6183690204007894,11.836331701026857,0.35908017904194256,0.019028562217782367,-1.7205940254004761,825.9182641741397,both,Edenhofer,436,2.6402,0
17845,17845,3418764869215028992,NGC1750,L+23,Long2023,0.498,0.999,source,0.05,75.91002726953556,24.11548843934924,-1.0157172800794305,-2.5058698335548755,9.633395441485206,0.03536649674700881,0.021551553382487508,-1.6665214215065274,704.7748264024568,both,Edenhofer,322,2.5089000000000006,0
17480,17480,3409891359404877696,NGC1647,L+23,Long2023,1.25,0.4998698187420401,PC,0.05,71.38397742950448,19.023749122285935,-0.6173460842059715,-1.587962725626854,9.075830696843976,0.0860570766749833,0.026109712849997184,-1.5831979044446716,578.4509275351791,both,Edenhofer,309,2.49,0
19781,19781,3410080033024912640,NGC1647,L+23,Long2023,4.196,0.5920907247773316,PC,0.05,71.21354599714822,19.118547386341664,-1.2025337548984443,-1.8830000927039785,14.127843917414268,1.0246398196350985,0.03697075506845101,-1.4321416795671944,566.0905365431634,both,Edenhofer,309,2.49,0
17695,17695,3410107142858469248,NGC1647,L+23,Long2023,10.077,0.9969646727618744,PC,0.05,71.4527400656794,19.282256202432933,-1.1082945647140718,-1.2803945233394998,8.313986849663179,0.05329237825208166,0.02521563119620272,-1.5983301561347558,576.3217090298112,both,Edenhofer,309,2.49,0
19836,19836,3410107967492188928,NGC1647,L+23,Long2023,6.396,0.6700568373022444,PC,0.05,71.44169734123916,19.30439931975996,-0.9052408506069528,-1.2636352863861737,15.11830919207037,1.261998377598306,0.029120991973740018,-1.5357938353554326,600.0447022095564,both,Edenhofer,309,2.49,0
38082,38082,3410439745127430016,Hyades,D+19,Douglas2019,4.75,0.9,source,0.05,68.42892746109855,18.766254549927957,114.63808145886021,-41.20033722041214,13.956485,2.9515228,0.01598502669797065,-1.7962866340390466,41.277405018689436,Edenhofer,Edenhofer,775,2.8897999999999993,0
38094,38094,3410466133403330944,Hyades,D+19,Douglas2019,13.07,0.9,source,0.05,69.12875677750323,19.090699082204896,83.0261813017122,-30.797447475229674,14.006111,2.7221098,0.014484648261594879,-1.8390920465356875,59.01721537625124,Edenhofer,Edenhofer,775,2.8897999999999993,0
multi,multi,3410856112139584000,Hyades,multi,multi,0.3695,0.95,source,0.05,68.8069633740276,20.13348182757384,101.47918225572907,-41.83082929293606,17.741829,4.281307,0.08552600215004731,-1.067901828271977,45.47552876331609,Edenhofer,Edenhofer,775,2.8897999999999993,0
38135,38135,3411758128287351808,Hyades,D+19,Douglas2019,1.44,0.9,source,0.05,73.81221432079892,21.363887110266,65.96533740887057,-36.30001325309825,15.238459,3.023386,0.01506203562311794,-1.8221163295865372,59.91042464550414,Edenhofer,Edenhofer,775,2.8897999999999993,0
20131,20131,3418674537463329536,NGC1750,L+23,Long2023,6.396,0.998,source,0.05,75.85067993532903,23.61667504222633,-1.1762443666572966,-2.4007540400257334,15.030296101042861,1.0480321872378988,0.020741459383368216,-1.6831606896130387,755.8723238642983,both,Edenhofer,322,2.5089000000000006,0
20148,20148,3418680859655094016,NGC1750,L+23,Long2023,3.413,0.999,source,0.05,75.95709610439853,23.677919652657362,-1.0561581919997414,-2.525399533838567,14.023625286546693,0.8882794180529582,0.019427218621132177,-1.711589372532485,695.6898484176679,both,Edenhofer,322,2.5089000000000006,0
20334,20334,3418684536146791808,NGC1758,L+23,Long2023,7.196,1,PC,0.05,75.98981972158138,23.83848631666948,3.0145731800654225,-3.481033545268531,15.388230438337896,1.0714500431350458,0.018422847333204248,-1.734643246802891,845.5153619886958,both,Edenhofer,436,2.6402,0
17825,17825,3418686769529827200,NGC1750,L+23,Long2023,16.813,0.999,source,0.05,75.84704171201894,23.81480626144201,-1.0837055576887706,-2.312052089188013,9.855708768964666,0.03165221467985685,0.017949785899997364,-1.7459407271973195,717.729805267999,both,Edenhofer,322,2.5089000000000006,0
20367,20367,3418694878428279936,NGC1758,L+23,Long2023,7.255,1,PC,0.05,76.2422589118377,23.811142301250637,3.1234167232683006,-3.576811873688487,15.261823158203775,1.056293872038225,0.019946361849782834,-1.7001363066263995,874.6406020522187,both,Edenhofer,436,2.6402,0
17868,17868,3418695217729294208,NGC1758,L+23,Long2023,0.109,1,PC,0.05,76.16655822127774,23.798092814920093,3.055609581211768,-3.467472986731897,11.45086195634223,0.34305678773046955,0.01716137825641766,-1.765447836235554,871.0405309627344,both,Edenhofer,436,2.6402,0
17838,17838,3418737828100978432,NGC1750,L+23,Long2023,0.129,0.999,source,0.05,75.83694304583032,24.026484325640343,-1.0654370260652106,-2.6052214328500183,11.564652179786828,0.24983445892517153,0.017906131667980368,-1.7469982263623152,704.9422821259775,both,Edenhofer,322,2.5089000000000006,0
multi,multi,3419656057748048512,Hyades,multi,multi,24.24,0.948,source,0.05,73.95478503338711,24.3624847081262,74.02715073060968,-50.0041855058284,13.73327,2.673521,0.014381217198140074,-1.8422043545606326,51.61415007166598,Edenhofer,Edenhofer,775,2.8897999999999993,0
28482,28482,3406734906335151872,Hyades,L+23,Long2023,0.335,1,source,0.05,72.70776430328488,18.14103541817889,88.68578121984478,-35.32663088281443,16.368626,3.568757,0.027202562811753716,-1.5653901782242063,46.637316113723976,Edenhofer,Edenhofer,775,2.8897999999999993,0
38106,38106,3409356726172456960,Hyades,D+19,Douglas2019,0.8,0.9,source,0.05,70.13791493176127,18.02826615303841,75.06264531793597,-24.601036915969594,16.04029,3.2193937,0.018677219067804004,-1.7286877872823652,60.25606262605682,Edenhofer,Edenhofer,775,2.8897999999999993,0
17564,17564,3409917202224715520,NGC1647,L+23,Long2023,11.521,0.8964530039449492,PC,0.05,71.48311791052433,19.18097733582459,-0.9863880378550768,-1.348888284787312,7.98141183056766,0.03769698619067596,0.025777866744361437,-1.5887530256748599,585.1094996347977,both,Edenhofer,309,2.49,0
17638,17638,3410071786687711360,NGC1647,L+23,Long2023,0.495,1,PC,0.05,71.12896507491648,18.97411236811197,-0.9638519358687833,-1.5222703730743194,9.20514909671908,0.18370545209756672,0.023885849315895102,-1.6218593117744373,581.4125010598877,both,Edenhofer,309,2.49,0
20114,20114,3418668833746665344,NGC1750,L+23,Long2023,21.249,0.999,source,0.05,75.99895314882512,23.64634808998713,-1.1583457007517377,-2.6003888325421354,12.001477847536064,0.4108528666316782,0.019239689580501016,-1.7158019392921269,711.2083859297235,both,Edenhofer,322,2.5089000000000006,0
20121,20121,3418671101489377152,NGC1750,L+23,Long2023,0.624,0.999,source,0.05,76.0457935661617,23.718739093198412,-0.8570468191305951,-2.6065630119327325,12.95119590853113,0.6800819186607807,0.017939690706236078,-1.7461850487909725,709.2507431367892,both,Edenhofer,322,2.5089000000000006,0
17810,17810,3418674915420368768,NGC1750,L+23,Long2023,0.768,1,source,0.05,75.91103790146855,23.651914109268763,-1.023867288819598,-2.4455078769582825,8.679653302531362,0.009236601730611249,0.019052752721226134,-1.7200422690554016,681.0866497946637,both,Edenhofer,322,2.5089000000000006,0
20166,20166,3418685257701351040,NGC1750,L+23,Long2023,5.519,0.997,source,0.05,75.87263926157517,23.755174363040975,-1.1921942879846172,-2.2651617547265133,14.854117530251568,1.0567962238198962,0.018858724564461506,-1.7244876824018127,747.3777332349714,both,Edenhofer,322,2.5089000000000006,0
20373,20373,3418695428184107136,NGC1758,L+23,Long2023,7.463,1,PC,0.05,76.1555107502559,23.8160277846202,3.095067921352371,-3.5138808155889274,14.852183518108877,0.9755955243079424,0.01796904008590298,-1.7454751224753522,851.6037069078311,both,Edenhofer,436,2.6402,0
17831,17831,3418712569395847424,NGC1750,L+23,Long2023,0.571,0.999,source,0.05,76.07386286184912,24.000586975865886,-0.8806218318525678,-2.2257402630750027,11.421971095933086,0.19705032638829423,0.018804906813731204,-1.7257288143491387,679.0432906164606,both,Edenhofer,322,2.5089000000000006,0
24776,24776,3394784554972027264,NGC1817,L+23,Long2023,0.517,0.4049431602995452,PC,0.05,78.34329849661023,16.942795217493973,0.2353512110364141,-0.8970839675891769,14.081915287697553,0.49525466402926444,0.04546159997632709,-1.3423552837746553,1558.1329492718176,Bayestar,Bayestar,1273,3.1049000000000007,0
23734,23734,3405307396646220416,Taurus_D2,L+23,Long2023,7.604,0.9,source,0.05,74.23564660675129,16.006817117711076,10.08192000490075,-18.599720168101005,13.388349896264351,2.2511329928481327,0.020660870474343895,-1.6848513849344848,152.9696390347981,Edenhofer,Edenhofer,3.27,0.5145,0
38140,38140,3408234502757515648,Hyades,D+19,Douglas2019,0.47,0.9,source,0.05,74.59301043825121,19.317021320944875,63.84025677695456,-30.214504947661094,15.92205,3.2188253,0.017724581992106435,-1.7514239982132855,58.90157986465395,Edenhofer,Edenhofer,775,2.8897999999999993,0
multi,multi,3409290995993067648,Hyades,multi,multi,12.22,0.9490000000000001,source,0.05,70.57882632690057,17.69383309858845,86.24014967426227,-30.23765975507364,13.7573,2.722661,0.014633385334497933,-1.8346551911669229,51.6883446594995,Edenhofer,Edenhofer,775,2.8897999999999993,0
29570,29570,3409890332909375104,NGC1647,L+23,Long2023,1.071,0.9045589310236478,PC,0.05,71.24495939192568,18.990888901356364,-1.0249890220125115,-1.6403017450491897,12.456940173754042,0.710290717947299,0.025217292204778544,-1.5983015491530268,565.4718456322754,both,Edenhofer,309,2.49,0
29582,29582,3409893317910461312,NGC1647,L+23,Long2023,7.519,0.5320291246327498,PC,0.05,71.37688014466242,19.128117471000973,-1.0215986124452028,-1.8411058867005392,14.920157042810207,1.2588797448423512,0.026251103356086884,-1.5808524381098428,604.8862386674243,both,Edenhofer,309,2.49,0
19687,19687,3409917270944192768,NGC1647,L+23,Long2023,7.189,0.5099045438083859,PC,0.05,71.46034391619918,19.19592791914849,-1.5308157813422403,-1.7272193403501774,14.93155807558537,1.1462464924166764,0.024902000973680116,-1.6037657542330783,594.0753233527066,both,Edenhofer,309,2.49,0
multi,multi,3411128795318922496,Hyades,multi,multi,10.51,0.9490000000000001,source,0.05,70.7440808097662,20.604663273905416,82.63150859673368,-38.74065895103342,13.766855,2.6846304,0.014341658144399626,-1.84340063379151,51.36728134489372,Edenhofer,Edenhofer,775,2.8897999999999993,0
multi,multi,3413082661841179520,Hyades,multi,multi,0.5,0.9490000000000001,source,0.05,71.85127440156283,22.66331914937106,80.9690518157218,-43.01111329144784,16.310936,3.480711,0.024575956483576588,-1.6094895706492043,51.41453956794701,Edenhofer,Edenhofer,775,2.8897999999999993,0
17676,17676,3410099064023303552,NGC1647,L+23,Long2023,10.071,1,PC,0.05,71.08007026388458,19.292676834123757,-1.114727564577444,-1.3975858808909956,10.407086267574366,0.26733243277340046,0.025145949837703165,-1.5995319551322473,576.3839424590466,both,Edenhofer,309,2.49,0
19819,19819,3410105356152080768,NGC1647,L+23,Long2023,1.094,0.9985024344988952,PC,0.05,71.3834611632098,19.22116036972811,-1.090019976751597,-1.4680108875897953,14.318604518042749,1.1260750084304885,0.02388275919018756,-1.6219155003295163,562.5995202348786,both,Edenhofer,309,2.49,0
17729,17729,3410126380015289984,NGC1647,L+23,Long2023,1.954,0.7317880007256294,PC,0.05,71.28005649283462,19.524310176294215,-0.8301893601300805,-1.5541612286952,10.923341511100832,0.28227692526570736,0.032075528202554215,-1.4938261831661022,583.4173172634436,both,Edenhofer,309,2.49,0
20117,20117,3418669108624573696,NGC1750,L+23,Long2023,6.014,0.999,source,0.05,75.9688152286433,23.663042576925633,-0.7370273321551795,-2.250482369299438,14.806266350367336,1.0346309524736492,0.019673338266365924,-1.7061219406576247,652.0896162637524,both,Edenhofer,322,2.5089000000000006,0
20369,20369,3418695050226987264,NGC1758,L+23,Long2023,3.873,1,PC,0.05,76.17568996621313,23.78908310653769,3.0301570368636455,-3.449087490315888,14.147740779496942,0.8293773346416189,0.017453036568214512,-1.7581290013643933,888.6977003206551,both,Edenhofer,436,2.6402,0
20377,20377,3418695630046147840,NGC1758,L+23,Long2023,0.671,1,PC,0.05,76.19490341550376,23.825708585319628,3.1018169239831193,-3.6126087006515237,12.559447470264647,0.5078648813932813,0.017695116107447995,-1.752146583370714,835.5150940555341,both,Edenhofer,436,2.6402,0
850,850,342523783591381504,NGC752,C+20,Agueros2018,13,1,PC,0.05,28.903998034139004,37.370269073461,9.817015142149366,-12.001008171963516,14.773443569657243,1.2802386255620295,0.016271566541682637,-1.7885706334394427,438.33357426688565,both,Edenhofer,1288,3.1099999999999994,0
19332,19332,3425501783117101440,M35,L+23,Meibom2009,2.835,0.5438783989733247,PC,0.05,92.38796661610598,24.01912067578075,2.561572968275378,-3.051993305132825,15.698693672902312,1.169237601151653,0.042658410712729807,-1.3699953287166156,871.9000058683184,both,Edenhofer,188,2.2746999999999993,0
19351,19351,3425504222658565888,M35,L+23,Libralato2016,0.942,0.7931770594690994,PC,0.05,92.18829693722131,24.038793730130905,2.517106077851027,-2.9601347906448234,15.381939110327195,1.0753377677631577,0.03505602304065562,-1.4552373543421813,871.6624771029619,both,Edenhofer,188,2.2746999999999993,0
19381,19381,3425508582049988992,M35,L+23,Libralato2016,2.624,0.993,source,0.05,92.47616951899649,24.117011341465027,2.8008494535930564,-2.8773242245918795,18.467677464428853,2.099977643611046,0.7722369541439832,-0.1122494197583174,670.9346575000866,both,Edenhofer,188,2.2746999999999993,0
17011,17011,3425510579210039296,M35,L+23,SoaresFurtado2020,0.386,0.3926048184091382,PC,0.05,92.56883749871821,24.19070287614475,2.2151959416344593,-3.192995530925907,10.653508825691173,0.12261498379018382,0.026686154166574237,-1.5737140093739845,775.0726409905966,both,Edenhofer,188,2.2746999999999993,0
19388,19388,3425511025886704256,M35,L+23,Libralato2016,1.358,0.8592092953861026,PC,0.05,92.39584777572966,24.083469636300183,2.2627544399740533,-2.936453546789793,13.795381311504324,0.7120629202170926,0.018451773703293612,-1.7339618803164,855.9773894918247,both,Edenhofer,188,2.2746999999999993,0
19389,19389,3425511055951083264,M35,L+23,Libralato2016,4.944,0.5493795441410729,PC,0.05,92.40870367351319,24.097311011502985,2.522598172041804,-2.9793700267438323,18.560941304202057,1.9704928956089356,0.11174388883534488,-0.9517762186896275,810.3037681979206,NULL,Bayestar,188,2.2746999999999993,0
19394,19394,3425512155462853760,M35,L+23,Libralato2016,7.39,0.4683413421497701,PC,0.05,92.36536212196171,24.13622446868476,2.3034893146944,-3.2913385892536904,15.916209933107147,1.1866351618165425,0.023201578721731286,-1.634482463091453,860.0339215081164,both,Edenhofer,188,2.2746999999999993,0
17020,17020,3425512911374788992,M35,L+23,SoaresFurtado2020,0.058,0.991,source,0.05,92.34796851744677,24.189196904924014,3.055002801035162,-2.6108519621632125,11.348352126925237,0.1343675833208144,0.01704225952675034,-1.768472825358973,822.5217544329853,both,Edenhofer,188,2.2746999999999993,0
19413,19413,3425515247840063744,M35,L+23,Libralato2016,4.605,0.954,source,0.05,92.4641248580849,24.29031581837433,2.60441161683948,-2.800741502740028,17.760337909805898,1.8887899621670923,0.09482370111144961,-1.023083097520437,931.6738224718508,both,Edenhofer,188,2.2746999999999993,0
19306,19306,3425495353550343552,M35,L+23,Nardiello2015,0.397,0.8057797876358537,PC,0.05,92.54328245819694,24.0181196990558,2.167897138938727,-2.782207547960499,16.465751471160193,1.4139015267289716,0.03927299530462263,-1.4059059743430005,865.4769907987741,both,Edenhofer,188,2.2746999999999993,0
19328,19328,3425501336440533888,M35,L+23,Nardiello2015,7.479,0.8421891888382151,PC,0.05,92.303073555693,23.96593460368417,2.536776013845318,-2.8697714321367047,15.573702363371588,1.1110202121324024,0.030722720517228328,-1.5125403298740188,831.7793579001045,both,Edenhofer,188,2.2746999999999993,0
19333,19333,3425501847540868352,M35,L+23,Libralato2016,2.762,0.95,source,0.05,92.35890070226188,24.010226655280654,2.237545728430316,-2.376989473256055,19.011393392049513,2.4385776470423943,0.12961102051586187,-0.8873580698717268,844.4828626162304,NULL,Bayestar,188,2.2746999999999993,0
16996,16996,3425501881900599552,M35,L+23,Libralato2016,10.397,0.93,source,0.05,92.33576525466252,24.00761593888169,1.4443361477844099,-2.533700074556881,18.227418777570282,1.4971774677269039,0.23986989991937693,-0.6200242460674925,818.0750041961112,both,Edenhofer,188,2.2746999999999993,0
17000,17000,3425503741622243072,M35,L+23,SoaresFurtado2020,0.065,0.5216574180350796,PC,0.05,92.20347655991759,23.982767591871742,2.547058925082265,-2.7966592496906757,12.169924553397204,0.3158278757072814,0.01803369714059095,-1.743915228177378,846.132282077265,both,Edenhofer,188,2.2746999999999993,0
19348,19348,3425503874765385344,M35,L+23,Libralato2016,14.995,0.5660054190742412,PC,0.05,92.2172601866908,23.995871860592537,2.3860276108322003,-2.7946414549274614,18.077588876945896,2.041122541671298,0.14242547893287358,-0.8464123114706893,751.4895971566475,both,Edenhofer,188,2.2746999999999993,0
19391,19391,3425511335124344832,M35,L+23,Meibom2009,4.447,1,PC,0.05,92.38010942933349,24.117412926575668,2.29251970653286,-2.807313113396808,14.51222748463817,0.8460500221236558,0.017961978133480782,-1.7456458366471126,853.6138102618625,both,Edenhofer,188,2.2746999999999993,0
19402,19402,3425513529852556288,M35,L+23,Libralato2016,0.548,0.5996186695257253,PC,0.05,92.46916474036166,24.18805014671995,2.4047551897484625,-2.988642935159132,17.901811636207192,1.927800096519101,0.08023202302463112,-1.095652257063898,991.2707313308554,both,Edenhofer,188,2.2746999999999993,0
19408,19408,3425514938602380544,M35,L+23,Libralato2016,6.161,0.9076853990059752,PC,0.05,92.47696827207415,24.25143870299315,2.5142953497246157,-2.8765343803854844,15.391706805321448,1.0844473103900603,0.05732384029820006,-1.2416647225934347,805.4040871891171,both,Edenhofer,188,2.2746999999999993,0
17039,17039,3425537684749182592,M35,L+23,Libralato2016,0.494,0.943,source,0.05,92.54637189870422,24.258454807679108,2.451644188831103,-2.7499390506575856,18.05676370795711,2.50494290239073,0.1564513375356302,-0.8056207196263818,817.6267914894357,NULL,Bayestar,188,2.2746999999999993,0
19443,19443,3425537856547893248,M35,L+23,Meibom2009,7.635,0.7827375804309679,PC,0.05,92.60037171391329,24.279105939485348,2.3840319553298377,-2.7354069518959494,16.987979991950407,1.560216168917007,0.10965141550812278,-0.959985757571512,850.2086673464016,both,Edenhofer,188,2.2746999999999993,0
17040,17040,3425538234504984960,M35,L+23,SoaresFurtado2020,0.256,0.5696831143612304,PC,0.05,92.58748166270836,24.304725004072147,2.179882959443681,-2.6137606991299416,11.79416741260343,0.25964707392296177,0.017909915099869268,-1.746906472874904,814.7323163293504,both,Edenhofer,188,2.2746999999999993,0
19454,19454,3425539024779080064,M35,L+23,Meibom2009,9.345,1,PC,0.05,92.54565471812495,24.326077014216168,2.3462842776924275,-2.8356068397709846,16.73466313200561,1.4957378222031892,0.09386560369808708,-1.027493522332,832.5858044773531,both,Edenhofer,188,2.2746999999999993,0
19457,19457,3425539269591555840,M35,L+23,SoaresFurtado2020,4.063,0.6902081470776961,PC,0.05,92.50727957270894,24.33669166321754,1.992237517615891,-2.8587900681988585,14.695838602381908,0.8886937172163853,0.024977423839415515,-1.6024523565952404,853.9338602498674,both,Edenhofer,188,2.2746999999999993,0
19525,19525,3426160180129396736,M35,L+23,Libralato2016,0.446,0.4795883716460408,PC,0.05,92.06855547297924,23.947188326530025,2.1786797092273504,-3.0691920609544585,16.37625110060095,1.3008010673614612,0.06240970164418953,-1.2047478936022906,989.4843895667588,both,Edenhofer,188,2.2746999999999993,0
19528,19528,3426163242442256384,M35,L+23,Nardiello2015,1.498,0.952,source,0.05,91.76750540205998,23.969276105312407,2.4468821416713884,-3.1320495797112344,16.71317876073545,1.352563584897011,0.1494353781816837,-0.8255465730012354,994.6102751119575,both,Edenhofer,188,2.2746999999999993,0
19588,19588,3426254531967875968,M35,L+23,Libralato2016,0.528,0.4530221201907087,PC,0.05,92.08581576546636,24.02477438465042,2.0895126278526903,-2.950927448825574,16.07969600250432,1.1977704743146815,0.0605721669433616,-1.2177268893594693,1009.9996351596928,both,Edenhofer,188,2.2746999999999993,0
28600,28600,3426255979376220032,M35,L+23,Meibom2009,5.919,0.392034421763835,PC,0.05,92.13870986161771,24.092623753666004,1.774817658982907,-2.9414134400254635,15.283040917660331,1.0268206555053445,0.019026653669927143,-1.7206375869351218,815.9685775300126,both,Edenhofer,188,2.2746999999999993,0
28605,28605,3426256353034178304,M35,L+23,Libralato2016,4.171,0.5372109892440251,PC,0.05,92.1946959899814,24.063041760437894,2.308344969003855,-2.748250756955387,17.297273396648773,1.7267154875994202,0.0909869551859952,-1.04102086808371,1029.8889119031078,both,Edenhofer,188,2.2746999999999993,0
17078,17078,3426256563491758208,M35,L+23,SoaresFurtado2020,1.036,0.993,source,0.05,92.20761066904188,24.087997484181916,3.000402786916979,-2.724705225433629,9.650680005063501,-0.10574300407956116,0.018668717499829523,-1.7288855161097536,837.3383702776275,both,Edenhofer,188,2.2746999999999993,0
28608,28608,3426257074588708480,M35,L+23,Libralato2016,0.543,0.7534774361387028,PC,0.05,92.28110163907886,24.136425162118886,2.2777057890968875,-2.726638924677756,15.788569276970046,1.1792133026471854,0.037215281895604156,-1.4292786869974707,865.9631943863536,both,Edenhofer,188,2.2746999999999993,0
28609,28609,3426257143308186112,M35,L+23,Libralato2016,2.745,0.3853858636563366,PC,0.05,92.266400058069,24.140132537915726,2.151224870293608,-3.017126818236088,18.609657069573146,2.226018973046526,0.21709396945189513,-0.6633522404338383,784.9757113815474,both,Edenhofer,188,2.2746999999999993,0
28653,28653,3426262473366913536,M35,L+23,Libralato2016,10.579,1,PC,0.05,92.10019050565829,24.230989794947124,2.2776318150750594,-2.84254567432986,16.79720624055809,1.4810486626748953,0.049815654585012636,-1.3026341586152066,846.6503930793493,both,Edenhofer,188,2.2746999999999993,0
28661,28661,3426262847025039488,M35,L+23,Libralato2016,0.381,0.986,source,0.05,92.1192958326989,24.26835478078275,2.21458654642099,-2.3087178347989683,18.404439985272198,2.069146517766055,0.14605725441102235,-0.8354768674995108,725.2627760025542,both,Edenhofer,188,2.2746999999999993,0
28667,28667,3426263396780601344,M35,L+23,SoaresFurtado2020,0.838,0.7079736208353465,PC,0.05,92.30137114116198,24.192319729608343,2.4035832449218506,-3.035536135914925,13.45023038519011,0.6748956881159887,0.016614659919231972,-1.7795085437450362,827.7377782819165,both,Edenhofer,188,2.2746999999999993,0
17087,17087,3426263568586535936,M35,L+23,SoaresFurtado2020,5.464,0.542694008802459,PC,0.05,92.32502313107653,24.197505937237853,1.8646737362640193,-2.773409841124089,11.99336509465528,0.24389491834300447,0.016762560657014095,-1.7756596375991756,854.9240230793588,both,Edenhofer,188,2.2746999999999993,0
28670,28670,3426263637298778752,M35,L+23,Libralato2016,0.431,0.4376872367429138,PC,0.05,92.35460196369337,24.20587194842436,2.014183672602856,-2.7760084432809786,17.97835205702185,1.9554222685044689,0.12403043037382146,-0.9064717493370777,870.795572523879,both,Edenhofer,188,2.2746999999999993,0
17096,17096,3426264736810477440,M35,L+23,SoaresFurtado2020,1.268,0.7274082491619518,PC,0.05,92.3089862170868,24.243975755253345,2.1284151015423465,-2.7979477914497997,10.85985301193588,0.07332830477758967,0.038814986238195806,-1.4110005634790954,810.7620752526827,both,Edenhofer,188,2.2746999999999993,0
28693,28693,3426265836324095104,M35,L+23,Libralato2016,9.163,0.7419666177129784,PC,0.05,92.43507299014868,24.292148650322055,2.0864444563385844,-2.8334473746626068,16.41474347840569,1.3609429251984166,0.03013387401043727,-1.520945031844648,898.6452664583278,both,Edenhofer,188,2.2746999999999993,0
28699,28699,3426266351720188288,M35,L+23,SoaresFurtado2020,0.548,0.7656672092340764,PC,0.05,92.32112876937552,24.286792323032067,2.3977889526297855,-2.674585117549855,12.712860601824227,0.49891327073942426,0.019340812368520477,-1.7135252882801026,846.5923217224433,both,Edenhofer,188,2.2746999999999993,0
28701,28701,3426266459096323456,M35,L+23,Meibom2009,4.487,0.6895347627006295,PC,0.05,92.3412557625506,24.288040708849064,2.022944960446769,-2.9998240935408043,14.733839043141591,0.9094403073732293,0.018598687356632566,-1.730517705991106,814.3130196057939,both,Edenhofer,188,2.2746999999999993,0
