moca_oid,GaiaDR3_ID,twomass_id,moca_aid,moca_mtid,designation,ra,dec,spectral_type,banyan_prob,gmag,rmag,bmag,parallax_mas,prot_days,age_string_myr,age_myr,age_myr_unc,age_myr_unc_pos,age_myr_unc_neg,phot_g_mean_mag,bp_rp,ruwe,parallax,ebpminrp_gspphot,bprp0,flag_high_ruwe
16549,3409290995993067648,04421880+1741383,CHYA,HM,LP 415-348,70.578736326359,17.6938601821142,(M3.3),99.9999,13.755,12.554,15.276,19.297199249267575,12.22,695 +85/-67,695.0,76.0,85.0,67.0,13.7573,2.722661,1.1769052,19.297225365639274,,,False
3894,3405909374965722368,04483062+1623187,HYA,HM,LP 416-570,72.1280639,16.3884224,(M0.0),99.9999,11.646,10.657,12.637,20.76469993591309,15.9145,695 +85/-67,695.0,76.0,85.0,67.0,11.648043,1.9819012,1.1263552,20.764649973138543,,,False
3820,3410076150374417408,04440667+1902078,HYA,HM,WISEA J044406.76+190207.4,71.02831552399883,19.03534393734991,(M6.0),99.9999,15.545,14.242,17.457,20.307300567626953,0.376,695 +85/-67,695.0,76.0,85.0,67.0,15.546968,3.2166424,1.0533235,20.307270756677806,0.0008,3.2158425,False
82639,3314294771901304192,04335544+1822507,HYA,HM,Gaia DR2 3314294771901304192,68.4815672,18.380648,(M5.9),99.9999,14.97,13.699,16.755,21.587900161743164,1.46,695 +85/-67,695.0,76.0,85.0,67.0,14.972231,3.0574532,1.0239731,21.587850129123968,,,False
82565,3311102820926310784,04213508+1441427,HYA,HM,Gaia DR2 3311102820926310784,65.396677,14.6951651,(M3.7),99.9999,14.277,13.047,15.909,20.32670021057129,3.64,695 +85/-67,695.0,76.0,85.0,67.0,14.278773,2.862668,1.3977338,20.326692831232425,0.0006,2.862068,True
16537,3410639993682264960,04323784+1902480,HYA,HM,LP 415-183,68.1580489994793,19.0465836314855,(M3.6),99.9999,13.743,12.518,15.342,23.27519989013672,18.44,695 +85/-67,695.0,76.0,85.0,67.0,13.744849,2.8254795,1.236391,23.275164118655212,0.0,2.8254795,True
3459,3312440445540818304,04311634+1500122,HYA,HM,[BKM2008] HB13c01-162s,67.8186265,15.0032564,(M6.0),99.9999,16.089,14.731,18.273,21.053199768066406,1.071,695 +85/-67,695.0,76.0,85.0,67.0,16.090866,3.5432816,1.1030897,21.05318989100504,,,False
3422,3312960205303089664,04295572+1654506,HYA,HM,HG 7-244,67.4827388,16.9139281,(M1.4),99.9999,11.964,10.9,13.098,22.726499557495117,14.52,695 +85/-67,695.0,76.0,85.0,67.0,11.965812,2.199377,1.2046871,22.72646779815639,,,True
5933,661413800965826688,,CPRA,HM,UGCS J084053.91+195955.2,130.22453494,19.99863423,(M3.7),99.9999,16.568,15.339,17.948,5.387430191040039,24.424,617.0,617.0,25.0,40.0,10.0,16.58389,2.6200504,1.0606885,5.387433072663144,,,False
5582,659703957305493632,08381655+1859287,CPRA,HM,2MASS J08381655+1859287,129.5670145,18.9887034,(M2.8),99.9999,16.129,14.965,17.5,5.440780162811279,29.45875,617.0,617.0,25.0,40.0,10.0,16.147707,2.546174,1.0032848,5.440779202172322,0.2965,2.249674,False
86862,3406094750050845696,04493656+1701593,CHYA,HM,Gaia DR2 3406094750050845696,72.402785,17.0329888,(M5.9),99.9999,14.759,13.488,16.533,19.838199615478516,1.43,695 +85/-67,695.0,76.0,85.0,67.0,14.760649,3.046856,1.0617995,19.838239321614715,,,False
16554,3405952363294872960,04453255+1635536,CHYA,HM,2MASS J04453255+1635536,71.3860627,16.5981375,(M5.6),99.9999,15.283,13.976,17.203,18.691699981689453,1.24,695 +85/-67,695.0,76.0,85.0,67.0,15.285325,3.2289076,1.1018622,18.691742588910458,,,False
137401,5514584149460341632,08084869-4844532,NGC2547,HM,Gaia DR2 5514584149460341632,122.202925,-48.7481271,(M3.1),99.9998,17.092,15.906,18.543,2.631380081176758,5.703,34.9 ± 1.2,34.9,1.2,1.2,1.2,17.18373,2.6926346,0.93758786,2.6313832972633744,0.3992,2.2934346,False
137122,5514358749577486336,08092450-4928575,NGC2547,HM,Gaia DR2 5514358749577486336,122.3520871,-49.4826552,(M2.9),99.9998,16.299,15.126,17.693,2.559190034866333,1.189,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.421,2.6419773,1.0037991,2.5591943773907957,0.3961,2.2458773,False
5573,659753126090987776,08381343+1908299,CPRA,HM,2MASS J08381343+1908299,129.5558232,19.1415261,(M6.0),99.9998,17.582,16.31,19.351,5.41310977935791,2.2325,617.0,617.0,25.0,40.0,10.0,17.599659,3.0535088,0.983591,5.413109807148226,,,False
16520,49520255665123328,04192976+2145141,HYA,HM,LP 358-685,64.8745327669322,21.7537419955923,(M2.8),99.9998,12.845,11.684,14.226,21.0314998626709,1.1534199714660645,695 +85/-67,695.0,76.0,85.0,67.0,12.847304,2.5429764,1.1849926,21.031458216917265,,,False
87027,3410154456217987584,04425093+1929137,HYA,HM,Gaia DR2 3410154456217987584,70.7126261,19.4870287,(M3.3),99.9998,13.709,12.511,15.217,20.633399963378903,17.545,695 +85/-67,695.0,76.0,85.0,67.0,13.710716,2.7073555,1.2277187,20.633405807771354,,,True
5493,659744295638254336,08372705+1858360,CPRA,HM,K2-95b,129.3625969,18.9766228,(M2.7),99.9998,16.044,14.887,17.43,5.552020072937012,23.86,617.0,617.0,25.0,40.0,10.0,16.060843,2.5537395,0.98767865,5.552022901537111,0.3139,2.2398396,False
82551,3309974344039455488,04381054+1549175,HYA,HM,Gaia DR2 3309974344039455488,69.54441,15.8214025,(M5.6),99.9998,14.387,13.144,16.061,21.018400192260746,1.52,695 +85/-67,695.0,76.0,85.0,67.0,14.388778,2.9184856,1.1719139,21.01838989752342,,,False
169248,3410787568757738752,04355200+1947451,HYA,HM,Gaia DR2 3410787568757738752,68.9671422,19.7957216,(M5.8),99.9998,13.835,12.546,15.501,20.525299072265625,0.89,695 +85/-67,695.0,76.0,85.0,67.0,13.837223,2.9557772,11.550673,20.525269241236483,,,True
89053,38329666836450304,03581434+1237408,HYA,HM,Gaia DR2 38329666836450304,59.5604055,12.6280015,(M5.9),99.9998,15.082,13.782,16.981,21.947799682617188,0.87,695 +85/-67,695.0,76.0,85.0,67.0,15.08387,3.2001438,1.2253011,21.947755212691174,0.001,3.199144,True
86870,3406352826045301632,04462712+1737359,HYA,HM,Gaia DR2 3406352826045301632,71.6135003,17.6264965,(M6.0),99.9998,14.568,13.301,16.336,21.85460090637207,1.69,695 +85/-67,695.0,76.0,85.0,67.0,14.570421,3.0371037,6.1805058,21.854605304351278,,,True
16546,3310131711641618816,,HYA,HM,LP 415-327,70.1545047198037,16.6356612913614,(M5.4),99.9998,16.119,14.764,18.254,20.49970054626465,1.282,695 +85/-67,695.0,76.0,85.0,67.0,16.12131,3.4910488,1.0987474,20.499725682102227,,,False
137215,5514375066152563712,08110496-4859465,NGC2547,HM,Gaia DR2 5514375066152563712,122.7706597,-48.9962411,(M2.8),99.9998,16.946,15.786,18.356,2.5827200412750244,8.498,34.9 ± 1.2,34.9,1.2,1.2,1.2,17.043098,2.6293812,1.0897887,2.5827231374729216,0.3492,2.2801812,False
137390,5514573257423361920,08084759-4855204,NGC2547,HM,Gaia DR2 5514573257423361920,122.1982866,-48.9223557,(M2.6),99.9998,16.65,15.505,18.002,2.549570083618164,0.43,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.752272,2.5587654,0.9942686,2.5495749189486925,0.3795,2.1792655,False
137347,5514555699597383296,08091645-4907239,NGC2547,HM,Gaia DR2 5514555699597383296,122.3185535,-49.1233079,(M2.8),99.9998,16.125,14.961,17.516,2.5810298919677734,0.751,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.228712,2.6172009,1.0415311,2.581034729441433,0.374,2.2432008,False
3926,3406734906335151872,04504975+1808284,HYA,HM,2MASS J04504975+1808284,72.70776430328488,18.14103541817889,(M6.0),99.9998,16.367,15.002,18.57,21.38599967956543,0.335,695 +85/-67,695.0,76.0,85.0,67.0,16.368626,3.568757,1.0301554,21.38600220491297,,,False
137384,5514568034743288448,08101502-4851129,NGC2547,HM,Gaia DR2 5514568034743288448,122.5625422,-48.8535776,(M1.9),99.9998,15.646,14.548,16.853,2.5932600498199463,3.439,34.9 ± 1.2,34.9,1.2,1.2,1.2,15.743642,2.3600655,1.3136754,2.593264895609467,0.3102,2.0498655,True
108546,45404199528067200,04041073+1548219,HYA,HM,Gaia DR2 45404199528067200,61.04541973138568,15.806009963376626,(M6.0),99.9998,16.277,14.909,18.528,22.02669906616211,0.148,695 +85/-67,695.0,76.0,85.0,67.0,16.279293,3.6208982,1.1325415,22.02669697527581,,,False
82532,3308470968047333120,,HYA,HM,Gaia DR2 3308470968047333120,71.81605640813136,13.557266246592109,(M6.3),99.9998,16.152,14.723,17.904,20.31319999694824,0.8,695 +85/-67,695.0,76.0,85.0,67.0,16.152334,3.1812553,1.0436829,20.31316224402041,,,False
3667,145168558871003776,04370510+2251265,HYA,HM,2MASS J04370510+2251265,69.27173075653609,22.85712173500254,(M6.4),99.9998,17.316,15.885,19.888,21.059900283813477,0.1848,695 +85/-67,695.0,76.0,85.0,67.0,17.316448,4.0014935,0.9884779,21.05986050557147,,,False
6349,661173317156579328,08445724+1948559,PRA,HM,2MASS J08445724+1948559,131.238521,19.815535,(M3.8),99.9997,16.861,15.626,18.496,5.416550159454346,0.959,617,617.0,25.0,40.0,10.0,16.879345,2.8825026,1.0309975,5.416545714971789,,,False
28873,144833998098820992,04384339+2144143,HYA,HM,Gaia DR2 144833998098820992,69.6812923,21.7371276,(M6.0),99.9997,15.107,13.821,16.956,23.12660026550293,0.26,695 +85/-67,695.0,76.0,85.0,67.0,15.108836,3.1361666,0.9996131,23.126591291194593,1e-04,3.1360667,False
137091,5514347788820872704,08101431-4928268,NGC2547,HM,Gaia DR2 5514347788820872704,122.5595795,-49.474109,(M2.4),99.9997,16.618,15.485,17.964,2.6320600509643555,1.216,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.735744,2.5490742,1.0155016,2.6320613684046177,0.3499,2.1991742,False
5719,659674614089018112,,CPRA,HM,UGCS J083923.35+183956.0,129.847290596223,18.6655581788271,(M4.8),99.9997,17.658,16.348,19.377,5.225279808044434,20.422,617.0,617.0,25.0,40.0,10.0,17.67563,3.0428677,0.9998542,5.225283426286158,0.4918,2.5510676,False
137860,5516068524517515904,08112050-4844157,NGC2547,HM,Gaia DR2 5516068524517515904,122.835394,-48.7377309,(M3.3),99.9997,17.356,16.157,18.916,2.5096099376678467,1.12,34.9 ± 1.2,34.9,1.2,1.2,1.2,17.449003,2.817091,1.0601737,2.5096074369157084,0.443,2.374091,False
17311,5239921914293886336,10401598-6353470,IC2602,HM,Gaia DR2 5239921914293886336,160.06692235713146,-63.89625698198514,(M4.6),99.9997,15.256,13.957,16.727,6.645730018615723,1.44,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.291686,2.793748,1.2598191,6.64573006903324,0.3862,2.407548,True
117432,5239886734251277952,10390735-6416543,IC2602,HM,Gaia DR2 5239886734251277952,159.7803137,-64.2816783,(M6.0),99.9997,15.979,14.742,17.634,6.656099796295166,1.03,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,16.015396,2.9149084,1.0289594,6.656095942482561,0.476,2.4389083,False
137106,5514354317171091328,08105013-4922476,NGC2547,HM,Gaia DR2 5514354317171091328,122.708902,-49.3798879,(M3.7),99.9997,17.499,16.273,19.08,2.604180097579956,1.624,34.9 ± 1.2,34.9,1.2,1.2,1.2,17.609238,2.875801,0.9465818,2.6041809719610653,,,False
137796,5515877621811573376,08110722-4853061,NGC2547,HM,Gaia DR2 5515877621811573376,122.7800986,-48.885041,(M2.9),99.9997,16.001,14.833,17.36,2.5086801052093506,3.312,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.099592,2.5871344,1.4959755,2.5086805123752316,0.4127,2.1744344,True
82606,3312882483575093760,04311101+1623452,HYA,HM,Gaia DR2 3312882483575093760,67.7963699,16.3957942,(M5.6),99.9997,13.789,12.58,15.334,20.316499710083008,6.105,695 +85/-67,695.0,76.0,85.0,67.0,13.791429,2.7550125,1.1519803,20.316503143723228,,,False
137133,5514361910673123840,08101374-4917112,NGC2547,HM,Gaia DR2 5514361910673123840,122.5571753,-49.2864373,(M6.0),99.9997,16.603,15.475,17.881,2.523839950561523,1.699,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.71931,2.4744234,1.041148,2.5238389779922192,0.3371,2.1373234,False
28898,145668974102570624,04235738+2210537,HYA,HM,Gaia DR2 145668974102570624,65.9897209,22.1814065,(M3.7),99.9997,13.818,12.588,15.435,23.21739959716797,21.94,695 +85/-67,695.0,76.0,85.0,67.0,13.819638,2.8482285,1.1722838,23.217396571266843,,,False
137295,5514519656231127808,08072234-4932033,NGC2547,HM,Gaia DR2 5514519656231127808,121.8430494,-49.534259,(M2.0),99.9997,16.448,15.346,17.701,2.5419600009918213,3.08,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.586334,2.4349556,0.9981253,2.5419557713341563,0.3559,2.0790555,False
16550,3411128795318922496,04425849+2036174,CHYA,HM,LP 415-3051,70.7440701139857,20.6046881753634,(M3.2),99.9997,13.765,12.573,15.256,19.42639923095703,10.51,695 +85/-67,695.0,76.0,85.0,67.0,13.766855,2.6846304,1.1560981,19.426361506620456,,,False
111684,49131681384221184,04214435+2024105,HYA,HM,Gaia DR2 49131681384221184,65.43537023809772,20.402754686332496,(M6.4),99.9997,17.242,15.816,19.743,20.282699584960938,0.34,695 +85/-67,695.0,76.0,85.0,67.0,17.242485,3.9258785,1.0050027,20.282688061310395,,,False
110338,46458115782368384,03591499+1639520,HYA,HM,Gaia DR2 46458115782368384,59.8131818,16.664328,(M5.9),99.9997,14.315,13.053,16.054,23.772300720214844,1.28,695 +85/-67,695.0,76.0,85.0,67.0,14.316654,3.0018263,1.3792962,23.772311569431768,0.0073,2.9945264,True
3949,3406417903390509056,04522188+1710271,HYA,HM,2MASS J04522188+1710271,73.091654,17.174062,(M6.0),99.9997,15.659,14.339,17.652,21.940200805664062,0.382,695 +85/-67,695.0,76.0,85.0,67.0,15.6612015,3.3148842,1.0058796,21.940221992612432,0.0002,3.3146842,False
16551,3409379060002199168,04442835+1751110,CHYA,HM,LP 415-2132,71.1184727094127,17.8529972979929,(M3.7),99.9997,14.537,13.308,16.174,17.206499099731445,24.64,695 +85/-67,695.0,76.0,85.0,67.0,14.538817,2.8678093,1.0819831,17.206527960419955,,,False
137876,5516083471003575680,08104054-4838117,NGC2547,HM,Gaia DR2 5516083471003575680,122.6688955,-48.636592,(M5.7),99.9997,16.539,15.441,17.8,2.524770021438598,8.104,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.636654,2.4144096,0.9509227,2.5247700371954402,0.3373,2.0771096,False
87109,3413082661841179520,04472420+2239486,CHYA,HM,Gaia DR2 3413082661841179520,71.8512552,22.6633235,(M6.0),99.9996,16.309,14.955,18.434,19.398700714111328,0.5,695 +85/-67,695.0,76.0,85.0,67.0,16.310936,3.480711,1.0095522,19.398731657947437,,,False
82608,3312908906213736320,04274073+1614553,CHYA,HM,Gaia DR2 3312908906213736320,66.9201847,16.2486246,(M5.9),99.9996,14.297,13.079,15.883,18.805500030517575,38.56,695 +85/-67,695.0,76.0,85.0,67.0,14.2993765,2.805253,1.2251562,18.8055441535833,,,True
2890521,4077189742313036160,18243584-2453158,NGC6626,CM,Gaia DR3 4077189742313036160,276.1493086,-24.8877838,(M5.8),99.9996,11.6103,10.67782,12.4325,0.1444055356324296,103.9,"144 (-95,+270)",144.0,180.0,270.0,95.0,11.610379,1.7551804,0.7133314,0.14440553563242964,,,False
117390,5239637523068006528,10504919-6430374,IC2602,HM,Gaia DR2 5239637523068006528,162.704655,-64.5104071,(M6.0),99.9996,16.762,15.433,18.656,6.6148600578308105,3.12,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,16.800127,3.2487555,1.0272623,6.614855064351322,0.5545,2.6942554,False
137103,5514352839702295424,08115676-4918450,NGC2547,HM,Gaia DR2 5514352839702295424,122.986461,-49.3125213,(M2.8),99.9996,16.852,15.688,18.27,2.662909984588623,0.238,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.957123,2.6457443,1.0140266,2.6629108466908495,0.3731,2.2726443,False
137025,5514293809670338944,08101164-4943591,NGC2547,HM,Gaia DR2 5514293809670338944,122.5484433,-49.733058,(M5.8),99.9996,16.77,15.54,18.425,2.650710105895996,0.68,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.891464,2.963026,0.99267215,2.6507140138155463,0.5162,2.446826,False
137114,5514356206956584832,08104805-4916295,NGC2547,HM,Gaia DR2 5514356206956584832,122.700231,-49.274868,(M3.6),99.9996,17.784,16.559,19.379,2.6107699871063232,0.55,34.9 ± 1.2,34.9,1.2,1.2,1.2,17.889933,2.886591,1.008437,2.610772494065191,,,False
137328,5514552710300185088,08085344-4913266,NGC2547,HM,Gaia DR2 5514552710300185088,122.222667,-49.224064,(M3.5),99.9996,17.394,16.183,18.927,2.5607500076293945,0.921,34.9 ± 1.2,34.9,1.2,1.2,1.2,17.501102,2.810316,1.0478761,2.560751863330051,,,False
17405,5239698855172673792,10433908-6504373,IC2602,HM,Gaia DR2 5239698855172673792,160.91261875515724,-65.07682370243607,(M6.0),99.9996,15.889,13.924,17.005,6.712329864501953,0.28,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.889165,3.0808039,0.94999224,6.7123260527795985,,,False
6403,661829588159547392,08454779+2042465,PRA,HM,2MASS J08454779+2042465,131.4489865,20.7128751,(M5.9),99.9996,17.184,15.922,18.877,5.549220085144043,6.20155,617,617.0,25.0,40.0,10.0,17.200344,2.9663591,1.032563,5.549215563122042,0.3811,2.5852592,False
5431,664380695654828416,08364217+2016230,PRA,HM,EPIC 212001169,129.1755679,20.2730073,(M4.0),99.9996,17.462,16.208,19.193,5.497829914093018,1.937,617,617.0,25.0,40.0,10.0,17.478037,2.9957943,0.9590128,5.497833905657148,0.3595,2.6362944,False
6270,660913179577777152,08433933+1825320,PRA,HM,Cl* NGC 2632 JS 544,130.9137399,18.42554,(M3.0),99.9996,16.24,15.061,17.691,5.365429878234863,16.64,617,617.0,25.0,40.0,10.0,16.25924,2.6417093,0.9963088,5.36543024268731,0.3314,2.3103094,False
17273,5251455520707702016,10305415-6432454,IC2602,HM,Gaia DR2 5251455520707702016,157.72547742988246,-64.54591562341214,(M5.6),99.9996,15.183,13.987,16.69,6.6360697746276855,2.17,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.220478,2.7258177,1.0917878,6.6360703966189485,0.3878,2.3380177,False
17370,5241362210133550080,10471744-6343293,IC2602,HM,2MASS J10471744-6343293,161.822685,-63.724812,(M4.1),99.9996,16.428,15.168,18.172,6.497000217437744,0.29,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,16.467854,3.0295038,0.99332386,6.496997963143678,0.4846,2.5449038,False
169326,49131681384221952,04214586+2023446,HYA,HM,Gaia DR2 49131681384221952,65.44163945529262,20.395550027325378,(M7.0),99.9996,17.937,16.46,20.774,20.540199279785156,0.65,695 +85/-67,695.0,76.0,85.0,67.0,17.93693,4.314142,0.94564676,20.540163199450884,,,False
28937,147908438767993216,04324532+2505340,HYA,HM,Gaia DR2 147908438767993216,68.1893051,25.0925819,(M6.0),99.9996,15.236,13.959,17.053,18.481800079345703,0.76,695 +85/-67,695.0,76.0,85.0,67.0,15.238331,3.0954933,1.0957832,18.48182743907978,,,False
82482,3305881652522411520,04311955+1055256,HYA,HM,Gaia DR2 3305881652522411520,67.8319927,10.9237475,(M6.0),99.9996,14.856,13.559,16.744,23.292400360107425,0.9339669942855836,695 +85/-67,695.0,76.0,85.0,67.0,14.855795,3.1853685,1.0794003,23.292372952962687,,,False
17407,5239665182647710592,10422122-6521080,IC2602,HM,2MASS J10422122-6521080,160.588441,-65.352242,(M6.0),99.9996,16.194,14.942,17.911,6.543190002441406,0.78,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,16.233845,2.9953527,1.0320703,6.543188146188045,0.4844,2.5109527,False
6312,661845840315682176,08441825+2049484,PRA,HM,EPIC 212034597,131.0758908,20.8300495,(M5.9),99.9996,17.536,16.246,19.357,5.295690059661865,2.756333,617,617.0,25.0,40.0,10.0,17.554052,3.122301,0.9533103,5.2956897032743075,,,False
17376,5239679819895781888,10395531-6520361,IC2602,HM,Gaia DR2 5239679819895781888,159.98023724698598,-65.34330569743749,(M6.7),99.9995,15.696,14.466,17.317,6.625999927520752,0.69,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.734475,2.8756523,0.9824953,6.626004094180537,0.4602,2.4154522,False
6285,660964405651410304,08435391+1857020,PRA,HM,EPIC 211915059,130.974496,18.950508,(M6.0),99.9995,19.338,17.978,21.061,5.659019947052002,0.94,617,617.0,25.0,40.0,10.0,19.352741,3.0956688,1.042679,5.659016688090858,,,False
137330,5514552882098853632,08091391-4913186,NGC2547,HM,Gaia DR2 5514552882098853632,122.307962,-49.221851,(M3.2),99.9995,16.998,15.807,18.328,2.676330089569092,1.101,34.9 ± 1.2,34.9,1.2,1.2,1.2,17.099762,2.5847845,1.0494239,2.676332352364423,0.3825,2.2022846,False
82574,3311426420941869952,04162538+1410172,HYA,HM,Gaia DR2 3311426420941869952,64.1064763,14.1713431,(M5.9),99.9995,13.91,12.676,15.559,25.253400802612305,1.45,695 +85/-67,695.0,76.0,85.0,67.0,13.910441,2.8826962,1.2397223,25.25339125258443,,,True
137030,5514297864119705984,08120146-4936078,NGC2547,HM,Gaia DR2 5514297864119705984,123.0060674,-49.6021384,(M3.4),99.9995,16.691,15.485,18.185,2.5896499156951904,1.364,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.80797,2.7726488,1.0474457,2.589646821515917,0.4433,2.3293488,False
16531,151312419393052032,04291097+2614484,HYA,HM,LP 358-730,67.2961962102698,26.2465803711514,(M1.1),99.9995,12.054,11.01,13.151,20.9143009185791,18.02,695 +85/-67,695.0,76.0,85.0,67.0,12.055849,2.1427555,1.1030649,20.914300970803513,,,False
137049,5514322942427804160,08091804-4935452,NGC2547,HM,Gaia DR2 5514322942427804160,122.3251491,-49.5958682,(M4.3),99.9995,18.393,17.12,20.299,2.6164400577545166,0.607,34.9 ± 1.2,34.9,1.2,1.2,1.2,18.513685,3.2586765,1.0444131,2.616443314245647,0.5887,2.6699765,False
86839,3405338148611960448,04583816+1613206,HYA,HM,Gaia DR2 3405338148611960448,74.6593711022715,16.222265039884807,(M6.0),99.9995,15.289,13.97,17.303,20.29960060119629,3.71,695 +85/-67,695.0,76.0,85.0,67.0,15.291421,3.3345451,1.0913674,20.29958169549481,,,False
17303,5251380307238002048,10331666-6503548,IC2602,HM,RX J1033.2-6503B,158.32075776044007,-65.06564171442636,(M4.8),99.9995,16.175,14.868,17.796,6.519670009613037,0.49,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,16.209858,2.950386,1.1983672,6.519668614420517,0.3931,2.557286,False
17333,5239361197719967872,10353245-6519358,IC2602,HM,Gaia DR2 5239361197719967872,158.88498824028792,-65.3265526049578,(M6.0),99.9995,15.533,14.304,17.113,6.460820198059082,2.01,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.571462,2.8328772,1.0970837,6.460817899534066,0.4014,2.431477,False
17281,5253459346292846592,10394576-6308472,IC2602,HM,2MASS J10394576-6308472,159.940696,-63.146458,(M6.0),99.9995,15.76,14.507,17.396,6.562970161437988,0.65,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.796402,2.9120789,1.004591,6.562974170868916,0.4515,2.460579,False
17480,5239559011062184960,,IC2602,HM,Gaia DR2 5239559011062184960,163.5283622692771,-65.03859760172496,(M5.1),99.9995,16.876,15.542,18.837,6.4718499183654785,0.48,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,16.918648,3.3235693,0.99612784,6.4718464561920515,0.5955,2.7280693,False
2302,3302817966452511616,03494198+1035258,HSC1438,CM,2MASS J03494198+1035258,57.4250232,10.5904282,(M2.5),99.9995,14.897,13.758,16.232,6.613709926605225,2.1182401180267334,"57 (-23,+43)",57.0,33.0,43.0,23.0,15.08251,2.5846376,1.1073009,6.61371101142304,0.3845,2.2001376,False
17366,5239341479550657792,10371076-6535383,IC2602,HM,2MASS J10371076-6535383,159.294865,-65.593987,(M6.0),99.9995,15.723,14.479,17.344,6.504069805145264,0.39,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.763018,2.8906317,1.2614142,6.5040678174365425,,,True
163840,65502206932420224,03592659+2323077,HYA,HM,Gaia DR2 65502206932420224,59.8614905,23.3852691,(M4.3),99.9995,14.647,13.372,16.437,22.646900177001953,1.32,695 +85/-67,695.0,76.0,85.0,67.0,14.649438,3.0661526,1.2022967,22.646912709309646,0.0005,3.0656526,True
282584,5514354587747828864,08104689-4921338,NGC2547,HM,Cl* NGC 2547 OJD 73,122.6952815,-49.3594297,(M5.3),99.9995,18.644,17.297,20.96,2.627890110015869,0.188,34.9 ± 1.2,34.9,1.2,1.2,1.2,18.743938,3.7290516,1.0157781,2.627889889766599,0.7019,3.0271516,False
137116,5514356271375328000,08104693-4915213,NGC2547,HM,Gaia DR2 5514356271375328000,122.695529,-49.2558926,(M4.1),99.9995,18.355,17.097,20.118,2.660130023956299,1.038,34.9 ± 1.2,34.9,1.2,1.2,1.2,18.4552,3.0843086,1.0055686,2.6601290734858054,,,False
137050,5514323187247487872,08092678-4932554,NGC2547,HM,Gaia DR2 5514323187247487872,122.3615577,-49.54871,(M1.0),99.9995,15.963,14.923,17.065,2.5780599117279053,2.95,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.098263,2.2179098,1.0327355,2.578055911644395,0.3045,1.9134098,False
110988,47760521664503296,04202761+1853499,HYA,HM,Gaia DR2 47760521664503296,65.11559,18.8970748,(M3.5),99.9995,13.986,12.773,15.56,19.67300033569336,20.31,695 +85/-67,695.0,76.0,85.0,67.0,13.988257,2.7881794,1.2785263,19.672964838609726,,,True
137089,5514347032906681728,08093925-4928494,NGC2547,HM,Gaia DR2 5514347032906681728,122.4135423,-49.4804009,(M2.6),99.9995,16.768,15.619,18.133,2.554280042648315,1.517,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.891142,2.58842,1.0616484,2.5542818409141828,0.349,2.23942,False
118213,5251927451720968448,10361534-6346599,IC2602,HM,Gaia DR2 5251927451720968448,159.0637644,-63.7832987,(M3.5),99.9995,15.672,14.459,17.23,6.750929832458496,0.18,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.70949,2.7944508,1.0895054,6.750930349417814,0.3985,2.3959508,False
17332,5239778702901027072,10401486-6426196,IC2602,HM,2MASS J10401486-6426196,160.061953,-64.438789,(M6.8),99.9995,16.474,15.154,18.481,6.602099895477295,0.77,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,16.51103,3.3512697,1.0145534,6.602098415135569,0.6042,2.7470698,False
17310,5239921918625122560,10401598-6353470,IC2602,HM,Gaia DR2 5239921918625122560,160.06562570829803,-63.896448328275056,(M6.0),99.9995,15.363,14.113,16.862,6.734389781951904,1.44,40.0 (+1.9/-1.4),40.0,1.7,1.9,1.4,15.399339,2.7723513,1.3988452,6.734387204328956,,,True
137115,5514356206956587904,08104793-4917078,NGC2547,HM,Gaia DR2 5514356206956587904,122.699716,-49.2855355,(M0.8),99.9995,15.987,14.956,17.077,2.611989974975586,4.493,34.9 ± 1.2,34.9,1.2,1.2,1.2,16.105515,2.1872377,1.0112183,2.6119936801291237,0.2752,1.9120377,False
