source_paper,star_name,source_id,ra,dec,pmra,pmdec,prot_days,age_gyr,age_err_lo_gyr,age_err_hi_gyr,age_method,parallax,parallax_error,bp_rp,bp_rp_0,ebpminrp_gspphot,ruwe,high_ruwe,phot_g_mean_mag,binary_type,twomass_id,k_m,k_cmsig,A_Ks,A_Ks_err,k_m_0,M_Ks,flag_outside_mann_range,mass_msun,mass_msun_err_lo,mass_msun_err_hi,tau_ce_days,rossby_number,tau_ce_err_days
Feinstein2024,TIC 248349830,2531488844210764544,17.237539563995156,-3.025542940879144,13.57397474154162,-10.81656637166948,2.2912570088672086,0.12,0.0,0.0,association,8.146233791391728,0.015659565,1.6543665,1.5421665,0.1122,1.0754058,False,13.068751,none,01085698-0301316,10.344,0.021,0.0017494390098159,8.971979312288424e-05,10.342250560990184,4.897034910421608,False,0.6168565514056021,0.01503584183079032,0.015168589769143148,41.96287411979545,0.05460200372181698,2.3290264071717495
Feinstein2024,TIC 244165238,2540261774473566336,5.9508832643831,-3.5931994105366263,18.548902976995542,-8.40121777925619,6.51512686808702,0.12,0.0,0.0,association,8.241470289867301,0.016215503,1.5040884,1.4086884000000002,0.0954,0.8404094,False,12.688,none,00234818-0335354,10.164,0.023,0.0018319920588648,9.395468392779277e-05,10.162168007941135,4.742191494712316,False,0.6390887093784078,0.0154917969772973,0.01568322563825586,39.79047468359558,0.16373584180369205,2.1035288048761496
Feinstein2024,TIC 212949811,2543590790741654656,8.060015980085351,-0.1036735064319107,17.368983942869335,-11.887859214077997,2.587428131872324,0.12,0.0,0.0,association,8.264493521747317,0.018241033,1.8064976,1.6139975999999998,0.1925,1.0362345,False,13.390462,none,00321436-0006130,10.439,0.023,0.0018745575794866,9.613968212041044e-05,10.437125442420513,5.023206660300129,False,0.5984685811996302,0.014633905989508422,0.014783392453382005,44.0624248684521,0.058721873333051074,2.5483490792688173
Feinstein2024,TIC 262845086,2561673084092908160,24.529803096026026,4.884860760630735,10.36328867092622,-16.533771321514482,7.223561839526316,0.12,0.0,0.0,association,8.26766559025023,0.014420027,1.7130518,1.5258517999999999,0.1872,1.0887511,False,13.178241,none,01380713+0453056,10.35,0.021,0.0016989237852429,8.713136114239078e-05,10.348301076214756,4.935215586258215,False,0.6113143745160089,0.014874966703514403,0.015057702677599871,42.50442397586427,0.16994847039047387,2.3852399156233384
Feinstein2024,TIC 27206432,257082418627589760,65.35328050600147,46.66075912221999,20.80636564594211,-33.79911244987095,5.635009877404201,0.079,0.0019,0.0019,association,6.843749092896901,0.018116867,1.4733324,1.2858324,0.1875,1.0400419,False,12.931902,none,04212475+4639393,10.37,0.018,0.0204874419327133,0.0010535614729281,10.349512558067286,4.525982952851072,False,0.6700186437959545,0.016065869202167238,0.016346169903577512,36.76867007588858,0.15325574370173956,1.7899533905101137
Feinstein2024,TIC 422605052,2647133102102550656,353.6851454427265,1.8767722355280896,21.857928219031688,-12.915594752116265,5.102162966266223,0.12,0.0,0.0,association,7.827310097443601,0.019468796,1.5335798,1.3943798,0.1392,1.3086556,True,12.812612,none,23344441+0152365,10.203,0.02,0.0036064096415798,0.0001849763062283,10.199393590358419,4.667456289188809,False,0.6497816309506224,0.015738012442651605,0.015904075976558407,38.74562348996776,0.1316835943442052,1.995072028929402
Feinstein2024,TIC 422594721,2647463952023533312,353.4824110753082,3.0466451547642106,18.042865392076862,-12.248795474370118,8.62251584408969,0.12,0.0,0.0,association,7.157417877314948,0.016178764,1.6286678,1.4608678000000002,0.1678,1.0254161,False,13.260351,none,23335576+0302482,10.547,0.023,0.0043417772146573,0.0002226776768645,10.542658222785343,4.816440091385509,False,0.6285061657288751,0.015335208585145588,0.015474333152540098,40.82454037734992,0.2112091346133953,2.21086603332141
Feinstein2024,TIC 422726848,2742946164551127424,357.84030094234885,3.7824807190342464,19.1669067410736,-15.166778786280393,6.180026343937211,0.12,0.0,0.0,association,7.456336705518641,0.019195685,1.3598986,1.3338986,0.026,1.1131597,False,12.47008,none,23512165+0346571,10.163,0.021,0.0038105060670241,0.0001954313366685,10.159189493932976,4.521817049975292,False,0.6706826730452697,0.016258974914232893,0.01635897012391474,36.7213026561041,0.16829540067827412,1.7882933173868258
Feinstein2024,TIC 267055669,275029678210654336,62.1165589833188,52.53992757400654,30.54862849203755,-41.348911149217614,0.4154000440690404,0.079,0.0019,0.0019,association,8.220694812860165,0.016753012,2.0048923,1.9709922999999998,0.0339,1.0155232,False,13.795846,none,04082791+5232243,10.594,0.02,0.0018821035831674,9.92274908336006e-05,10.592117896416832,5.166660524651556,False,0.5770553674605919,0.014031427559049181,0.014162581988189649,50.38850001307084,0.008243945423286764,3.224394827315597
Feinstein2024,TIC 405305422,2752136947888573056,2.8904618429533127,8.752677657299113,19.29148342331552,-19.43407416869989,4.746679879284201,0.12,0.0,0.0,association,8.053836163124737,0.017060274,1.3170261,1.2923261000000001,0.0247,1.0357822,False,12.2276,none,00113369+0845100,9.976,0.02,0.0016662479295026,8.545427711995728e-05,9.974333752070498,4.504347705237484,False,0.6732241392490943,0.016304210812156605,0.016555067302848614,36.54001140023128,0.12990362338130407,1.7819396518772643
Feinstein2024,TIC 160328683,2890062263458259968,91.19615331261812,-32.580194926506465,-8.057816972865167,11.49913401045007,2.568053850435101,0.030199999999999998,0.004900000000000001,0.004900000000000001,association,5.103122802178024,0.043111466,2.8308048,2.8308048,,1.7138934,True,15.48932,none,06044708-3234488,11.643,0.028,0.00187283532594,9.667740733996632e-05,11.64112716467406,5.180307261544485,False,0.5749920802032247,0.014458675789582931,0.014662369339857761,50.99805401996163,0.05035591847151491,3.2895357535839063
Feinstein2024,TIC 78112243,2905315960068496000,81.16079404606693,-30.923630557391046,11.9404149435054,-31.38029959155968,2.07353448322428,0.195,0.0718,0.0718,association,13.42644057955375,0.011734755,1.6102867,1.5430867000000001,0.0672,1.1975647,False,11.8027525,none,05243857-3055244,9.068,0.023,0.0008450751586901,4.333720651898015e-05,9.06715492484131,4.7069593956513,False,0.6441947555125578,0.015671415197131444,0.015794073734648917,39.291541032772926,0.052773050603811975,2.0517389083726285
Feinstein2024,TIC 31353324,2905813763957931136,82.99708203359964,-29.7710245203926,7.67412141013989,-34.07945281314824,0.5405375504298151,0.195,0.0718,0.0718,association,14.026393060061086,0.024785716,3.0076237,3.0076237,,1.0030574,False,15.368874,none,05315928-2946151,11.466,0.023,0.0009324696589413,4.781900907146714e-05,11.465067530341058,7.1997975549386215,False,0.2624242567024306,0.006429231989845019,0.006485759158951165,222.9266730668645,0.002424732505058677,44.52621407196958
Feinstein2024,TIC 188969241,2983526215016630912,78.61426494620306,-15.247717156598066,34.69023883953938,-15.165214766811408,3.514741696631281,0.0525,0.0029500000000000004,0.0029500000000000004,association,13.197340094399854,0.016441684,2.6592102,2.3119102,0.3473,1.148277,False,13.637133,none,05142736-1514514,9.792,0.03,0.0016955922851303,8.695348528690682e-05,9.790304407714869,5.392736450589041,False,0.5423406617817084,0.0133705731699848,0.013583535914874934,60.64421591934674,0.05795675058781668,4.320387678034637
Feinstein2024,TIC 231306114,3182546714520680960,78.4469862750075,-9.581783002865114,-11.436376599235322,-3.469933891818008,6.485789991556782,0.12,0.0,0.0,association,5.129590659173998,0.022925613,1.9045401,1.6575400999999998,0.247,1.0536395,False,14.642518,none,05134727-0934543,11.615,0.019,0.004712501527352,0.0002422923560828,11.610287498472648,5.1607010476623785,False,0.5779914078168437,0.014058707964972661,0.014129378760056932,50.1119669478239,0.129425971211821,3.1948426960682212
Feinstein2024,TIC 37903382,3191365111308746880,66.12658835046398,-10.683995628853546,-8.689191107381284,-3.8972619521083023,6.837759753553072,0.12,0.0,0.0,association,6.523896365937786,0.01528701,1.4072819,1.3352819,0.072,0.89074683,False,12.891982,none,04243039-1041022,10.457,0.019,0.0008962463239256,4.629158035843804e-05,10.456103753676075,4.528639021296822,False,0.6696038916631133,0.0160648515175984,0.016343875691962828,36.80870544320437,0.18576474426963202,1.794017670274137
Feinstein2024,TIC 38049622,3197607794734344320,67.96519283119757,-8.900962152600075,-8.9573601545271,-4.607046748279391,7.930678436849188,0.12,0.0,0.0,association,6.069172629791091,0.011993811,1.4240332,1.3471332,0.0769,1.0435967,False,13.123888,none,04315165-0854034,10.708,0.025,0.0012981142057728,6.712248130216515e-05,10.706701885794228,4.622349338858221,False,0.6562523081261888,0.015920516477413327,0.016110729684906677,38.11334589166955,0.20808140170613043,1.9294408747200849
