source_paper,star_name,source_id,ra,dec,pmra,pmdec,prot_days,age_gyr,age_err_lo_gyr,age_err_hi_gyr,age_method,parallax,parallax_error,bp_rp,bp_rp_0,ebpminrp_gspphot,ruwe,high_ruwe,phot_g_mean_mag,binary_type,twomass_id,k_m,k_cmsig,A_Ks,A_Ks_err,k_m_0,M_Ks,flag_outside_mann_range,mass_msun,mass_msun_err_lo,mass_msun_err_hi,tau_ce_days,rossby_number,tau_ce_err_days,log_prot,log_age_myr,log_mass_msun,log_tau_ce,log_tau_ce_err,log_mass_err_lo,log_mass_err_hi,log_rossby,log_age_err_lo,log_age_err_hi,cluster_name,p16,p50,p84,inferred_age_gyr,residual_dex,fold
MOCADB,2MASS J16140034-2815454,6042154464397991936,243.5014257,-28.2626977,,,2.043,0.015,0.01,0.025,association,6.489597814596098,0.0338,2.766117,,,1.1752343,False,15.0795765,,16140034-2815454,11.234,0.019,0.0173269433155027,0.002192642205916,11.216673056684495,5.277761970336657,False,0.5601377212696295,0.0135306658361102,0.0136935843296351,55.3864560592009,0.0368862741067292,3.75850908563027,0.3102683666324476,1.1760912590556813,-0.251705179718997,1.743403577402094,0.5750156044249559,-1.86868083150042,-1.8634828593287587,-1.4331352107696462,1.0,1.3979400086720377,,0.5321605458639549,1.1625514907708219,1.9046537319068673,0.014539567592377239,-0.013539768284859477,1
MOCADB,2MASS J16143639-2040491,6244619566324867072,243.6515724,-20.68043,,,0.72585,0.015,0.01,0.025,association,7.930341228334917,0.0403,3.1233816,2.5007815,0.6226,0.9793634,False,15.617566,,16143639-2040491,11.501,0.023,0.0223556530115723,0.0011545259722261,11.478644346988428,5.975103720143043,False,0.4480713504149272,0.01072001953894,0.0109044899640685,78.42269205342507,0.009255611877051,5.73410811981341,-0.1391531188356948,1.1760912590556813,-0.3486528238943173,1.894441746455394,0.7584658775528543,-1.969804423071785,-1.9623946428748993,-2.033594865291089,1.0,1.3979400086720377,,1.0841212482592912,1.4739493867201712,2.3272449941152793,0.02978169329229467,0.2978581276644898,1
MOCADB,Gaia DR2 5872638113877491456,5872638113877491456,209.22301364739496,-55.1177249075125,,,0.940327,0.015,0.01,0.025,association,7.930388595329614,0.304,3.0349417,,,12.101771,True,14.862679,,13565356-5507035,10.666,0.021,0.0027141978985256,0.0002626045181844,10.663285802101475,5.159758145166462,False,0.5777752411852632,0.0187450616758404,0.0188940160811728,50.17582874698223,0.0187406371450627,3.201667385436689,-0.0267210936344643,1.1760912590556813,-0.23824107247278553,1.7004945543985643,0.5053762119765881,-1.727113126304949,-1.7236757193406869,-1.7272156480330287,1.0,1.3979400086720377,,0.9819167928839518,1.2956295470454984,2.3292470112178423,0.019752840051198803,0.11953828798981703,1
MOCADB,EPIC 204838715,6247060172904818304,240.393577085988,-20.6338265025063,,,1.9886,0.015,0.01,0.025,association,7.573432423374295,0.0416,3.0469885,,,1.0369468,False,15.431608,,16013447-2038015,11.296,0.025,0.034308242234778,0.0017650412934437,11.261691757765222,5.658155530877972,False,0.5000121723502071,0.0121942956592947,0.0122837987196627,69.46290026958928,0.0286282316500194,5.084847845622411,0.298547435078706,1.1760912590556813,-0.30101942302362106,1.8417529123577407,0.7062779620187968,-1.9138432794105735,-1.9106673084497425,-1.5432054772790347,1.0,1.3979400086720377,,0.23992993453343073,0.8518692062810592,1.944739169089293,0.007109993542333254,-0.3242220527746221,1
MOCADB,2MASS J16345864-2844100,6044015868868398976,248.7443516,-28.7362501,,,0.57235,0.015,0.01,0.025,association,6.613777317338481,0.0516,3.2755232,2.7265232,0.549,1.045572,False,15.813842,,16345864-2844100,11.593,0.021,0.0122566345841695,0.0020973705792731,11.580743365415833,5.682991207116482,False,0.4959671124912579,0.0119740067063566,0.0121258113208125,70.16067309525802,0.008157703949375,5.135411093859276,-0.24233831284475124,1.1760912590556813,-0.30454712056042166,1.846093746836806,0.7105752149534468,-1.9217605029522473,-1.9162891937266087,-2.088432059681557,1.0,1.3979400086720377,,0.4590849942370211,0.5311989912817708,2.2548936358079774,0.0033978092263075932,-0.6448922677739105,1
MOCADB,2MASS J16295167-2824520,6044259857366814848,247.4652791,-28.4145431,,,3.6029,0.015,0.01,0.025,association,5.8451080757294065,0.0407,3.0713491,2.1950493,0.8763,1.0110648,False,15.570864,,16295167-2824520,11.177,0.021,0.0702113082295684,0.0036049390766846,11.106788691770433,4.940751420037298,False,0.6104910373713852,0.0150214671824545,0.0152230347043337,42.58487577685322,0.0846051546299998,2.393590906661664,0.5566522082644264,1.1760912590556813,-0.21432070755648275,1.6292553847151334,0.37904992628707335,-1.8232876466843786,-1.817498762547658,-1.072603176450707,1.0,1.3979400086720377,,0.13789775799474155,0.8898366058160342,1.7752406898286672,0.007759551248740451,-0.28625465323964716,1
MOCADB,EPIC 203625455,6048611483871441408,245.3121997,-25.5003749,,,1.0829,0.015,0.01,0.025,association,7.239217688420486,0.0645,3.7570229,,,1.2212085,True,16.07981,,16211493-2530010,11.352,0.019,0.0131756645366145,0.000851071071556,11.338824335463386,5.637282517305945,False,0.5033755774658935,0.0121838085293499,0.0123183802845017,68.8827128871334,0.0157209255357634,5.042805281676332,0.03458835371362435,1.1760912590556813,-0.2981078591672641,1.8381102431016771,0.7026721990284307,-1.914216934630991,-1.9094463928004541,-1.8035218893880527,1.0,1.3979400086720377,,0.9465028091064481,1.443743600651485,2.1979519629959685,0.02778072661316668,0.26765234159580364,1
MOCADB,Gaia DR2 6236607455154395904,6236607455154395904,238.301073,-24.521547,,,5.813449859619141,0.0113,0.0003,0.0003,association,6.3149341527127545,0.0224,2.1286068,1.7149068,0.4137,1.3383434,True,14.044515,,15531225-2431175,10.561,0.025,0.0258395700808024,0.00133379393604,10.535160429919198,4.537004562046102,False,0.6684337732335852,0.0162456424648516,0.0165326744393448,36.923042729746825,0.1574477461722181,1.8058860143450648,0.7644339310745464,1.0530784434834197,-0.17494161509457892,1.5672974828817527,0.2566903346246512,-1.7892631089775008,-1.7816568862773783,-0.8028635518072064,-0.5228787452803376,-0.5228787452803376,,0.17120151222051402,1.118090276566887,1.890271942465836,0.013124726936780018,0.06501183308346725,1
MOCADB,Gaia DR2 162652408662737280,162652408662737280,61.6145339,26.7908942,,,5.356060028076172,0.026,0.023,0.023,association,6.934187539754185,0.0398,2.5692387,2.1725388,0.3967,1.0143169,False,15.723709,,04062747+2647274,12.095,0.021,0.0132878651103942,0.0021179901304095,12.081712134889608,6.286690051213856,False,0.3969972051607308,0.0095372854246079,0.0096650129998088,117.0642083649894,0.0457531819749444,8.653028058884367,0.7288454357253618,1.414973347970818,-0.4012125506362424,2.068424132599285,0.9371681119894915,-2.0205752199368843,-2.014797557492497,-1.3395786968739234,1.3617278360175928,1.3617278360175928,,1.164713932729802,2.667004368232169,3.4070027260971125,0.46451994744599306,1.2520310202613512,1
MOCADB,Gaia DR2 3394392475997699712,3394392475997699712,79.1865986,17.0191083,,,3.235300064086914,0.028,0.007,0.007,association,9.156894785178473,0.0302,2.4389877,2.1483877,0.2906,1.1202796,False,14.894361,,05164479+1701088,11.429,0.02,0.0017504037385221,8.981793096406273e-05,11.427249596261476,6.235990716622647,False,0.4052525241471337,0.0096007998886387,0.0096783155467313,108.1781830080253,0.029907139999263,7.979394029593889,0.5099145663443686,1.4471580313422192,-0.3922742714337776,2.0341396826318796,0.9019699114514664,-2.0176925822989444,-2.0142002224867284,-1.5242251162875111,0.8450980400142568,0.8450980400142568,,0.09527619271076186,2.4759857322367007,3.130257009190536,0.29921663341335764,1.0288277008944815,1
MOCADB,Gaia eDR3 1543464190801219584,1543464190801219584,189.9520076,48.6974491,,,2.065710067749023,0.3,0.06,0.06,association,11.364879420461625,0.0162,2.419073,2.126773,0.2923,1.1159334,False,14.052193,,12394851+4841509,10.522,0.023,0.001429279150691,7.329711860048096e-05,10.520570720849308,5.798394882304301,False,0.4771782441148151,0.0113711148444566,0.0114611299545974,73.4017528901944,0.0281425168529589,5.370271948564811,0.3150693661609661,2.4771212547196626,-0.321319365245351,1.8657064313254557,0.7299962787667051,-1.944196954216362,-1.9407725630968196,-1.5506370651644896,1.7781512503836436,1.7781512503836436,,0.09256171182720226,0.6284334800244701,1.9913390786798035,0.004250435987813616,-1.8486877746951924,1
MOCADB,Gaia DR3 1641858215058029696,1641858215058029696,239.3879576,64.5828525,,,0.4490465007214185,0.3,0.06,0.06,association,8.030006930255956,0.0428,2.9483433,2.5176432,0.4307,0.97780925,False,16.733908,,15573313+6434583,12.82,0.035,0.0017847575772975,9.152700462797812e-05,12.818215242422704,7.34179484289495,False,0.2448572573534626,0.0068761619581094,0.0069733404462457,215.0522656086896,0.0020880807716692,42.12612278591682,-0.3477086835823338,2.4771212547196626,-0.6110870193490392,2.3325440222733658,1.6245514892676376,-2.1626539026823592,-2.156559131537282,-2.6802527058556995,1.7781512503836436,1.7781512503836436,,0.910343721567898,1.7031932944633503,2.2850608040969447,0.05048859606670405,-0.7739279602563123,1
MOCADB,Gaia DR2 4495388375758908800,4495388375758908800,271.6808551,12.0743342,,,0.8739089965820312,0.182,0.0364,0.0364,association,1.955486435705928,0.0704,2.3759003,2.0649004,0.311,1.0709687,False,17.16194,,18064340+1204276,13.675,0.044,0.0186638084318512,0.0009574365674638,13.65633619156815,5.112610230573468,False,0.58486830171174,0.0192160790326918,0.0194759505896842,48.080336008588816,0.0181760168320354,2.977729331672209,-0.058533789722563095,2.2600713879850747,-0.2329419155912359,1.6819674940646934,0.4738852189018803,-1.7163352237530263,-1.7105013359260366,-1.7405012837872564,1.561101383649056,1.561101383649056,,1.0305656637263405,1.3252947412599634,2.4013319106485262,0.021149238815813622,-0.9347766467251113,1
MOCADB,Gaia EDR3 794552427024164736,794552427024164736,146.4096219,34.1458776,,,0.7409200072288513,0.2,0.14,0.34,association,5.4930821080834304,0.0586,2.6673594,2.3739593,0.2934,0.94822705,False,16.494379,,09453833+3408455,12.803,0.022,0.0012815031204381,6.585254065262932e-05,12.801718496879564,6.500798950407114,False,0.3628115801881452,0.0093843395049361,0.009519129580938,157.793036406947,0.0046955177750558,18.552564911821097,-0.13022867770811286,2.3010299956639813,-0.44031885961759554,2.1980878333679006,1.2684039597756536,-2.0275962887811487,-2.0214027612245418,-2.3283165110760136,2.146128035678238,2.531478917042255,,0.43511418451889544,1.3111550521093611,2.10182729110609,0.020471753902108522,-0.9898749435546201,1
