source_paper,star_name,source_id,ra,dec,pmra,pmdec,prot_days,age_gyr,age_err_lo_gyr,age_err_hi_gyr,age_method,parallax,parallax_error,bp_rp,bp_rp_0,ebpminrp_gspphot,ruwe,high_ruwe,phot_g_mean_mag,binary_type,twomass_id,k_m,k_cmsig,A_Ks,A_Ks_err,k_m_0,M_Ks,flag_outside_mann_range,mass_msun,mass_msun_err_lo,mass_msun_err_hi,tau_ce_days,rossby_number,tau_ce_err_days,log_prot,log_age_myr,log_mass_msun,log_tau_ce,log_tau_ce_err,log_mass_err_lo,log_mass_err_hi,log_age_err_lo,log_age_err_hi,cluster_name,p16,p50,p84,inferred_age_gyr,residual_dex,fold
MOCADB,Cl* Melotte 22 DH 766,66593437863017984,58.1853841,24.3497094,,,0.4562,0.1274,0.01,0.0063,association,7.340703499896584,0.0846,3.155282,2.6263819,0.5289,0.95261717,False,17.161787,,03524446+2420595,13.134,0.039,0.0057034002419754,0.0007103424689947,13.128296599758023,7.456985013427282,False,0.2313677782258713,0.0072061854930703,0.0073531021081625,209.0056065897468,0.0021827165665247,40.283122700109665,-0.34084471905937025,2.1051694279993316,-0.6356971238332118,2.320157936246608,1.60512312918199,-2.1422945629766987,-2.133529403196812,1.0,0.7993405494535817,MOCADB,0.6432559249536686,1.795166356913761,2.528382942614909,0.06239738034690735,-0.31000307108557057,1
MOCADB,2MASS J08264664+2234304,677845727365213312,126.6941927,22.5750605,,,9.503,0.617,0.01,0.04,association,5.456992027185546,0.0574,2.677412,2.345612,0.3318,1.0283635,False,16.384785,,08264664+2234304,12.643,0.025,0.0021944652898151,0.000113043299141,12.640805534710186,6.325572131047711,False,0.390680975526548,0.0101075540358988,0.0103118189695852,123.86299794322372,0.0767218633312588,9.168432397033682,0.9778607292646972,2.7902851640332416,-0.40817773652286166,2.092941587335449,0.9622950870859539,-1.9953539282104698,-1.9866647198982836,1.0,1.6020599913279623,MOCADB,0.9161501221140819,2.719543037200225,3.1993362252998736,0.5242555504900634,-0.07074212683301662,1
MOCADB,2MASS J08523828+2109181,685747814353991296,133.1593427,21.1550164,,,20.041,0.617,0.01,0.04,association,5.755964604817719,0.0448,2.5205622,2.2337623,0.2868,1.0576488,False,15.838554,,08523828+2109181,12.242,0.023,0.0027032411563502,0.0001389009338066,12.23929675884365,6.039887332161266,False,0.4373730970230656,0.0107024392839735,0.0108602763526301,80.26814076352119,0.2496756472663668,5.86783628721168,1.3019193880358555,2.7902851640332416,-0.35914793408704165,1.904543203608457,0.7684779885126877,-1.9705172272834282,-1.964159123467679,1.0,1.6020599913279623,MOCADB,2.8526244536282883,3.0718951661549285,3.3797332423568758,1.1800357537971882,0.28161000212168696,1
MOCADB,[MMS2011] 9,337156929897885184,40.26770891694636,42.586624977076426,,,0.51,0.2,0.02,0.02,association,2.149262562053271,0.0728,2.2585125,1.9621124,0.2964,1.1923283,False,16.656704,,02410424+4235118,13.19,0.035,0.012642214618167,0.0006525925290297,13.177357785381831,4.838805154336228,False,0.6250638203347334,0.0188610381121573,0.0190250511294631,41.16090669872034,0.0123903976103581,2.2457812508905612,-0.2924298239020636,2.3010299956639813,-0.2040756380092257,1.6144849329007427,0.3513674517661395,-1.7244344073582882,-1.7206741673976602,1.3010299956639813,1.3010299956639813,MOCADB,0.5496582017431008,1.6596602977596306,2.598355527165507,0.04567307980815716,-0.6413696979043506,1
MOCADB,Gaia DR2 5318524183800706048,5318524183800706048,130.704297,-52.87104,,,0.45,0.051,0.0039,0.0056,association,6.566858646807905,0.0357,3.2168798,2.7110798,0.5058,1.0055131,False,15.95544,,08424903-5252157,11.878,0.027,0.0021665885934254,0.0001117053482711,11.875833411406576,5.9626217518882285,False,0.450118460105847,0.0110656853795714,0.0112197168274094,78.0695656317414,0.0057640899671797,5.708519248676913,-0.3467874862246563,1.7075701760979363,-0.346673175558067,1.8924817630170174,0.7565234697997786,-1.9560216818408676,-1.9500181040286497,0.5910646070264992,0.7481880270062004,MOCADB,0.5175239816247602,1.7324061818196752,3.0092696115957103,0.054001544568129174,0.02483600572173894,1
MOCADB,Gaia DR2 5538667130600771840,5538667130600771840,115.7544361,-38.7077505,,,1.14,0.1,0.045,0.069,association,5.069866914117666,0.0401,2.7915545,2.4360545,0.3555,1.0493473,False,16.345913,,07430111-3842281,12.584,0.026,0.00194165884647,0.0001026617898658,12.58205834115353,6.107041136614168,False,0.4263348901755089,0.0106980947818768,0.0108566565984772,85.48512421508221,0.0133356535475311,6.259072961678472,0.05690485133647256,2.0,-0.37024912432998847,1.9318905470862537,0.7965100141303315,-1.970693558706497,-1.9643038989083499,1.6532125137753437,1.8388490907372552,MOCADB,0.5391913211382577,1.4561895499227635,2.3480686533542214,0.02858838024774695,-0.5438104500772365,1
MOCADB,Cl* Melotte 22 DH 778,67304959325424768,58.2804184,25.7891799,,,0.2923,0.1274,0.01,0.0063,association,7.4420275178851645,0.1108,3.3793697,2.8177698,0.5616,1.048844,False,17.576826,,03530727+2547216,13.303,0.042,0.0062971684101197,0.0013569665865501,13.29670283158988,7.655159189339944,False,0.2098824492650807,0.0070447030442319,0.0072014932904056,206.61138604622343,0.001414733261286,36.74948944363955,-0.5341711846425635,2.1051694279993316,-0.6780238763580959,2.315154251166129,1.5652513098596617,-2.1521373090087876,-2.142577439604908,1.0,0.7993405494535817,MOCADB,0.3547090762946101,1.548258195625315,2.48557873149233,0.03533932057598852,-0.5569112323740166,1
MOCADB,Gaia DR2 5585552608510432256,5585552608510432256,113.6055875,-37.6733429,,,0.7,0.1,0.045,0.069,association,5.107708095010353,0.0378,2.728176,2.3486762,0.3795,1.0482633,False,16.12164,,07342536-3740242,12.332,0.033,0.0017908292618206,9.332276113805696e-05,12.33020917073818,5.8713395178173275,False,0.4651597843903472,0.0119709110669756,0.0121174487512288,75.47493719266511,0.0092746019544621,5.52050269512066,-0.1549019599857432,2.0,-0.3323978394559007,1.87780276029215,0.7419786262394727,-1.9218727956000106,-1.9165888083789273,1.6532125137753437,1.8388490907372552,MOCADB,0.5250440722451879,1.6329626987798198,2.733536610497319,0.04294995357947073,-0.3670373012201802,1
MOCADB,Gaia DR2 5578312393156336384,5578312393156336384,105.7223946,-36.5909272,,,0.38,0.0348,0.0005,0.0005,association,3.829973894189804,0.0574,3.3156223,2.6949224,0.6207,1.0180231,False,17.238924,,07025338-3635274,13.029,0.034,0.0026565005690685,0.0001547468933645,13.026343499430933,5.942322568167054,False,0.4533684838780704,0.0125642169928738,0.0128932275167218,77.50893653103286,0.0049026604802899,5.66789395152412,-0.42021640338318983,1.541579243946581,-0.34354867334398037,1.8893517781497677,0.753421715834641,-1.9008645716372774,-1.8896383536126589,-0.3010299956639812,-0.3010299956639812,MOCADB,0.7907618760102303,1.8402230619012134,3.094559353090586,0.06921863997259854,0.29864381795463246,1
MOCADB,Gaia DR2 5634863810927134080,5634863810927134080,138.7299416,-30.2622168,,,0.5990570187568665,0.2692,0.0682,0.0682,association,3.894550382594813,0.0721,2.8351002,2.3941002,0.441,0.9863953,False,17.410343,,09145520-3015441,13.497,0.046,0.0096711021571354,0.0005005929665527,13.487328897842865,6.439615530569803,False,0.3723792969235213,0.0125549179297231,0.0128246812361687,145.3059701026893,0.004122728187517,13.81415319862608,-0.22253183912495197,2.430075055551939,-0.42901447237869206,2.162283458271797,1.1403242680121735,-1.9011861218825508,-1.8919534206873676,1.833784374656479,1.833784374656479,MOCADB,0.6284151667259872,1.599010721500193,2.365896750951544,0.03972013551243984,-0.8310643340517461,1
MOCADB,Gaia DR2 5924851004822914944,5924851004822914944,259.8250605,-52.8069387,,,13.884400367736816,0.2818,0.056,0.056,association,4.791746812953022,0.143,2.8793259,2.330026,0.5493,1.1767324,False,17.922792,,17191799-5248248,13.905,0.061,0.0245710952094883,0.0013292644636075,13.880428904790511,7.282898218138438,False,0.2519029737459564,0.0120038442958699,0.0123640295313883,218.21050798162497,0.0636284681987266,43.088743788041285,1.1425271284070277,2.4499409887733377,-0.5987667055712146,2.338875660315358,1.6343638328241668,-1.9206796465263483,-1.9078399662985042,1.7481880270062005,1.7481880270062005,MOCADB,0.9003023259337012,3.101253808840526,3.461836517590709,1.2625651828882172,0.6513128200671883,1
MOCADB,Gaia DR2 5535749576497065472,5535749576497065472,117.6483324,-41.2807185,,,1.26,0.1,0.045,0.069,association,5.281468799702434,0.0241,2.5246973,2.1922972,0.3324,0.9496094,False,15.413433,,07503563-4116507,11.801,0.021,0.0022276524461648,0.0001150116814575,11.798772347553836,5.412545940239312,False,0.5392468755971025,0.0129424308946184,0.0131524453944505,61.5582087521703,0.0204684318394104,4.418062927577194,0.10037054511756291,2.0,-0.26821236252559094,1.7892859740514764,0.6452318973445845,-1.8879841452308677,-1.8809934926053562,1.6532125137753437,1.8388490907372552,MOCADB,0.39250504015388626,1.2210972689058661,2.310282995877303,0.016637852465130665,-0.7789027310941339,1
MOCADB,Gaia DR2 3017374233811899136,3017374233811899136,83.9404281408579,-5.18209358042719,,,2.36,0.0977,0.0195,0.0195,association,2.610710277653861,0.0988,3.6234694,,,1.0211992,False,17.344221,,05354569-0510554,12.694,0.035,0.0073026175607994,0.0021671663205322,12.6866973824392,4.770490776794004,False,0.6348547852240806,0.0197930336469875,0.0199111171438732,40.20418955810413,0.0587003500366365,2.146472892727183,0.37291200297010657,1.989894563718773,-0.1973256025632742,1.6042713119690601,0.3317254082529886,-1.7034876370631198,-1.7009043725286537,1.290034611362518,1.290034611362518,MOCADB,0.2724018450314411,0.9465296098047512,1.999849671628546,0.008841574482002677,-1.043364953914022,1
MOCADB,V570 Tau,65717814290369920,58.4482987,23.7417483,,,0.6775,0.1274,0.01,0.0063,association,7.728498800241649,0.0722,2.941144,2.501044,0.4401,1.1809828,False,16.219612,,03534758+2344310,12.28,0.022,0.0040641975835094,0.0005342369428958,12.27593580241649,6.716411521628753,False,0.3296782158556427,0.0084609256395479,0.0086150540584915,201.0362185314043,0.0033700395130251,34.961863597492936,-0.16909070045355667,2.1051694279993316,-0.4819097487811687,2.303274306631127,1.5435945740921309,-2.0725821218123555,-2.0647419930585644,1.0,0.7993405494535817,MOCADB,0.7207809131328077,1.774561044566244,2.5776075507835476,0.059506039275311985,-0.3306083834330875,1
MOCADB,Gaia DR2 5290769997747552512,5290769997747552512,119.873716,-60.710258,,,0.339,0.195,0.025,0.025,association,2.53731651227345,0.1579,3.0288029,2.7156029,0.3132,0.921257,False,18.855818,,07592969-6042369,14.754,0.147,0.0217942661221468,0.0011823370278754,14.732205733877851,6.754078962694246,False,0.3236308121993741,0.0296310440181828,0.0307562062067338,208.92883622829183,0.0016225620461006,37.95684025825996,-0.4698003017969178,2.290034611362518,-0.48995013683996314,2.3199983851720236,1.5792900521346644,-1.528253046348232,-1.5120672360063152,1.3979400086720377,1.3979400086720377,MOCADB,0.4130490170407948,1.6776806901064303,2.5050847783318564,0.047608082528562315,-0.6123539212560876,1
MOCADB,Cl* Melotte 22 DH 650,64927368508592512,57.5208953,23.3046653,,,0.321,0.1274,0.01,0.0063,association,7.370344183553121,0.1185,3.216154,2.7927542,0.4234,0.99089795,False,17.534443,,03500498+2318175,13.415,0.036,0.0077798145843133,0.0018683572692962,13.407220185415683,7.744659031446124,False,0.2008669676969491,0.006510011823474,0.0066791836016897,209.0185196249146,0.0015357490837464,34.98470892667778,-0.4934949675951279,2.1051694279993316,-0.6970914765242462,2.320184767520537,1.543878264926349,-2.1864182226660858,-2.1752766182054617,1.0,0.7993405494535817,MOCADB,0.3983812707712082,1.731630436132264,2.51335907776197,0.05390517200152613,-0.3735389918670675,1
MOCADB,Gaia DR2 5289958425026796288,5289958425026796288,121.2856795,-61.1873582,,,0.3382169902324676,0.195,0.025,0.025,association,2.446699135148364,0.0482,2.1835833,1.8843832,0.2992,0.98449177,False,16.907085,,08050857-6111147,13.468,0.044,0.0184508899973826,0.0009493879771344,13.449549110002618,5.392451952310697,False,0.5422149210066187,0.015688361043895,0.0160286040692629,60.68136333690179,0.0055736550999141,4.324357493933896,-0.47080457953286964,2.290034611362518,-0.265828535406075,1.7830553295807787,0.6359215898199095,-1.8044224245947944,-1.795104298694789,1.3979400086720377,1.3979400086720377,MOCADB,1.210708286423431,2.006262413111747,3.194929719989045,0.10145242050348036,-0.2837721982507708,1
MOCADB,Gaia DR2 243544372472604416,243544372472604416,56.2798949,43.6597563,,,1.512,0.079,0.0023,0.0015,association,5.46470787095352,0.0495,2.9322786,2.4275787,0.5047,1.0106093,False,16.274902,,03450715+4339355,12.404,0.027,0.0199660063094451,0.0010246405517625,12.384033993690554,6.07186874696372,False,0.4320968389275588,0.0109424368258463,0.0111330155040877,81.17829528499611,0.018625668285984,5.933789513405515,0.17955179116518774,1.8976270912904414,-0.3644189108267928,1.909439927049105,0.7733321367250413,-1.960885952027213,-1.9533871861228733,0.36172783601759284,0.17609125905568124,MOCADB,0.33211787954616473,1.03459543054342,2.1699863060117757,0.01082917646002295,-0.8630316607470214,1
MOCADB,Gaia DR2 414725241857194112,414725241857194112,10.6315058,49.9664262,,,4.820809841156006,0.2512,0.081,0.081,association,2.1925597187970474,0.0837,2.3018723,1.9445722,0.3573,0.9521047,False,17.416117,,00423154+4957592,13.882,0.05,0.0134635673977246,0.0006997278234534,13.868536432602276,5.573293588039686,False,0.5133729491578198,0.0194161894034755,0.0194832409804582,67.15816627027608,0.0717829284044891,4.917838135527252,0.6831200008948699,2.4000196350651586,-0.2895670190712761,1.8270988293723138,0.6917742303798874,-1.711836000145268,-1.7103387978243245,1.9084850188786497,1.9084850188786497,MOCADB,0.9219263656454741,2.0773030709221785,2.7565292980802543,0.11948216157862127,-0.3227165641429801,1
MOCADB,Cl* Melotte 22 BPL 8,68232603539842944,54.9801087,24.214918,,,0.3291,0.1274,0.01,0.0063,association,7.800367963978908,0.1338,3.465557,2.904357,0.5612,0.9772612,False,17.68662,,03395520+2412543,13.452,0.04,0.003438712518601,0.0006030565361715,13.448561287481398,7.909136737444257,False,0.1854296783633346,0.0062466380752476,0.006428206561562,213.14027587698968,0.0015440535518023,31.962859539622748,-0.4826721177056264,2.1051694279993316,-0.7318207549924549,2.3286655235686564,1.5046456262966825,-2.2043536559678945,-2.191910176229601,1.0,0.7993405494535817,MOCADB,0.5362709807329885,1.9014429846533563,2.537546169605583,0.07969718551152288,-0.20372644334597534,1
MOCADB,Gaia DR2 5586739153354818432,5586739153354818432,115.08210761644392,-38.26415536366405,,,3.72,0.1,0.045,0.069,association,5.013831587737606,0.0413,2.9323826,2.4550827,0.4773,1.1640621,False,16.093628,,07401971-3815532,11.236,0.03,0.0018950300863416,9.954831500426184e-05,11.23410496991366,4.734953680505095,False,0.6401331304079101,0.0159675667943981,0.016150704968086,39.68841982871279,0.0937301111017966,2.092935391576912,0.5705429398818975,2.0,-0.19372969509604845,1.5986638080698787,0.3207558219771405,-1.7967612584561623,-1.7918085162389066,1.6532125137753437,1.8388490907372552,MOCADB,0.34449088339874484,1.1003713543421716,2.0294157954708196,0.012600023477709235,-0.8996286456578284,1
MOCADB,V763 Tau,66485582645439104,57.7424338,23.9283896,,,0.461,0.1274,0.01,0.0063,association,7.21238536877687,0.0648,3.0027494,,,1.0054784,False,16.709013,,03505815+2355428,12.766,0.026,0.007312201797202,0.0006771459967011,12.758687798202798,7.049082416645115,False,0.2822131561081394,0.0075479733543583,0.0076161992439566,231.7970472254735,0.0019888087683514,47.229872453274545,-0.33629907461035186,2.1051694279993316,-0.5494227443308263,2.3651078993503942,1.6742167727434616,-2.1221696416384765,-2.118261703092719,1.0,0.7993405494535817,MOCADB,0.5628488214323355,1.6874474884121284,2.347943764944416,0.04869086483134872,-0.41772193958720316,1
MOCADB,Gaia DR2 5589212332960405632,5589212332960405632,109.9981343,-36.924552,,,1.01,0.0275,0.0055,0.0055,association,3.169252449263232,0.0546,2.6628647,2.3143647,0.3485,1.0464009,False,16.849958,,07195956-3655284,13.15,0.04,0.0094763246836493,0.0010545780031093,13.14052367531635,5.645307848477138,False,0.5019996583700423,0.0143294284147625,0.0145595596965166,69.1200589311677,0.014612256060224,5.0600042703744705,0.004321373782642578,1.4393326938302626,-0.29929657840887697,1.8396040997467344,0.7041508833613971,-1.8437711327893587,-1.8368517585576374,0.7403626894942439,0.7403626894942439,MOCADB,0.4964082818121428,1.4491310342794586,2.5125174000102652,0.028127493583100745,0.00979834044919592,1
MOCADB,Gaia DR2 5290723886978716800,5290723886978716800,119.088238,-60.796356,,,2.29,0.195,0.025,0.025,association,2.454542883997871,0.1179,2.5668125,2.1521125,0.4147,0.98205036,False,18.10961,,07562117-6047468,14.409,0.079,0.0249109255022578,0.0013097150245343,14.384089074497744,6.333942195403896,False,0.389119845221779,0.0225226623135872,0.0227622191209242,125.5433986032771,0.0182407042144565,9.295820629902831,0.359835482339888,2.290034611362518,-0.40991661949044994,2.0987938813217877,0.9682877350769161,-1.6473802745773174,-1.642785400229877,1.3979400086720377,1.3979400086720377,MOCADB,0.562447320035468,1.7975253605262271,2.7258856040954127,0.06273723301771049,-0.4925092508362907,1
MOCADB,2MASS J03475802+2206511,64001339197473408,56.9918679,22.114026,,,0.3443,0.1274,0.01,0.0063,association,7.598836153417365,0.2766,3.5428677,,,1.0772028,False,19.091862,,03475802+2206511,14.319,0.066,0.0067425237431826,0.0032286823072996,14.312257476256818,8.715992877888102,False,0.1287401954045484,0.0059335653805403,0.006309539516217,214.59,0.001604455007223,30.9,-0.46306297729532647,2.1051694279993316,-0.8902858360253445,2.3316094797640927,1.4899584794248346,-2.22668426788533,-2.200002335345957,1.0,0.7993405494535817,MOCADB,0.5918378318533287,1.918366337419358,2.553331165609572,0.08286408466731833,-0.18680309057997357,1
MOCADB,Gaia DR2 66930403817997696,66930403817997696,57.5078098,25.2112429,,,0.5479949712753296,0.1274,0.01,0.0063,association,7.3111335986996,0.0654,2.9474583,2.5201583,0.4273,1.0151677,False,16.304043,,03500186+2512412,12.42,0.026,0.0081504889961642,0.0009614094339801,12.411849511003837,6.731773110903216,False,0.3273928840136422,0.0086136234668431,0.0087319445955633,204.01886225169525,0.0026860015060728,36.0936741922437,-0.2612234268393461,2.1051694279993316,-0.48493076434739446,2.309670321313825,1.557431093757959,-2.064814116767337,-2.0588890285649906,1.0,0.7993405494535817,MOCADB,0.7378317046934068,1.8301767398538686,2.5692412957527013,0.06763581691336831,-0.27499268814546296,1
MOCADB,Gaia DR2 5340167898428770304,5340167898428770304,166.460503,-58.472633,,,10.7368,0.36,0.02,0.02,association,2.0631068107139576,0.0584,2.096775,1.838775,0.258,1.0391958,False,17.005371,,11055052-5828214,13.738,0.056,0.0074763047080066,0.0003835656352346,13.730523695291993,5.303132259061975,False,0.5559517436543696,0.0181145757244366,0.0184380524855635,56.6231134461091,0.1896186794853434,3.8906663789120457,1.0308748633541152,2.5563025007672873,-0.2549629033354726,1.7529937455534548,0.5900239920452096,-1.7419718334590788,-1.7342849531001796,1.3010299956639813,1.3010299956639813,MOCADB,1.7707752785233197,2.573328476341515,3.155238486992128,0.374393651876286,0.017025975574227914,1
MOCADB,2MASS J08325033+1857403,662658443832602752,128.2096048,18.961139,,,28.094,0.617,0.01,0.04,association,5.165958520287352,0.5302,3.0271397,,,1.0415319,False,19.755802,,08325033+1857403,14.958,0.105,0.0022376465521235,0.0001308454713285,14.955762353447875,8.52151692701432,False,0.1396006362138456,0.014356493717011,0.0158653130843167,214.59,0.1309194277459341,30.9,1.4486135780856215,2.7902851640332416,-0.8551126024611898,2.3316094797640927,1.4899584794248346,-1.84295161477969,-1.7995513531601974,1.0,1.6020599913279623,MOCADB,2.9749416115230796,3.260654954547869,3.4456173650212745,1.822447199032966,0.47036979051462735,1
MOCADB,Cl* Melotte 22 HHJ 65,65264506261240448,55.8380347,24.1857076,,,0.35,0.1274,0.01,0.0063,association,7.5405934166305375,0.0978,3.12286,2.68796,0.4349,1.0160483,False,17.445004,,03432110+2411091,13.302,0.034,0.0076753491240731,0.0023264716611419,13.294324650875929,7.681352273744123,False,0.2071988623254804,0.0063174563950524,0.0064370431940695,207.32790375909673,0.0016881471025081,36.22417730021279,-0.4559319556497244,2.1051694279993316,-0.6836126335171642,2.3166577566672673,1.5589985308434156,-2.1994577470263272,-2.1913135766434255,1.0,0.7993405494535817,MOCADB,0.4503172472419918,1.7287431903552573,2.519086255453626,0.05354799206436541,-0.37642623764407435,1
MOCADB,Gaia DR2 5538567418642515456,5538567418642515456,117.2632736,-38.3313255,,,1.4,0.1,0.045,0.069,association,5.088651748067024,0.0282,2.504428,2.1938279,0.3106,0.96082664,False,15.633524,,07490321-3819529,12.037,0.023,0.0019521736768173,0.0001016756311572,12.035047826323185,5.568061476771378,False,0.514526999400746,0.0123766144516656,0.012569455033435,66.95909260337133,0.0209082881139508,4.903412507490676,0.146128035678238,2.0,-0.2885918310412857,1.825809559680262,0.6904984305072639,-1.907398137710148,-1.9006835513595983,1.6532125137753437,1.8388490907372552,MOCADB,0.35103638205764476,1.1565430277509194,2.1743578957397833,0.014339797806478915,-0.8434569722490806,1
MOCADB,Gaia DR2 4576003949828671360,4576003949828671360,269.6686079,20.9111361,,,1.6990300416946411,0.031,0.017,0.02,association,3.3713641880675955,0.0369,2.3443165,2.0972166,0.2471,0.99387586,False,15.774019,,17584046+2054402,12.251,0.025,0.0086715545749206,0.0004447456690825,12.24232844542508,4.881356791721764,False,0.6190982234588351,0.0155589500063024,0.0157153620067491,41.74383073630811,0.0407013446472427,2.306289447774672,0.23020105799021282,1.4913616938342726,-0.20824044222054972,1.6205923007740546,0.36291381192778444,-1.80801971466351,-1.8036756104642337,1.2304489213782739,1.3010299956639813,MOCADB,0.3614733273988495,1.1295239784447657,2.27986344876933,0.01347485121190866,-0.36183771538950693,1
MOCADB,Cl* Melotte 22 DH 147,65119469509073152,55.1644831,23.4428814,,,0.3274,0.1274,0.01,0.0063,association,7.561025966869867,0.2284,3.2688656,3.1956656,0.0732,1.0336248,False,18.559662,,03403944+2326351,14.038,0.047,0.0068512184482128,0.0049196138301392,14.031148781551789,8.42405242937441,False,0.1458672870930943,0.0060071792799464,0.0062450818551793,214.59,0.0015257001724218,30.9,-0.48492132492407736,2.1051694279993316,-0.8360420941785597,2.3316094797640927,1.4899584794248346,-2.2213294066526807,-2.2044618648927745,1.0,0.7993405494535817,MOCADB,0.5882238538008768,1.924229997736414,2.5472122601454954,0.08399046733361169,-0.1809394302629177,1
MOCADB,Gaia DR2 435369843979002880,435369843979002880,51.0941408,48.4071518,,,0.469,0.079,0.0023,0.0015,association,5.928472764077983,0.0732,3.02876,,,1.0393047,False,16.79095,,03242255+4824261,12.773,0.03,0.024552120701977,0.0012669848790758,12.748447879298023,6.613162024400294,False,0.3453122176859205,0.0097394980445896,0.0098650574123795,180.631891892663,0.002596440723096,27.219124191047857,-0.32882715728491674,1.8976270912904414,-0.4617880553612112,2.2567944306409835,1.4348741471305668,-2.0114634252653647,-2.005900382909808,0.36172783601759284,0.17609125905568124,MOCADB,0.557603410114286,1.5863235323964398,2.4335129351613745,0.03857656309500689,-0.31130355889400163,1
MOCADB,Gaia DR2 2945478749017604864,2945478749017604864,101.0036612,-18.6023004,,,0.6401969790458679,0.695,0.067,0.085,association,12.889328339950078,0.0472,3.1488905,,,1.0918932,False,16.10632,,06440089-1836091,12.018,0.019,0.0009661301973125,4.954569539317049e-05,12.017033869802688,7.568185304570701,False,0.2190714186672691,0.0052540469139753,0.0052918088038254,204.1579312158391,0.0031357928405389,38.54823020411792,-0.19368637953085105,2.8419848045901137,-0.6594142793300879,2.3099662562470957,1.5860044438596248,-2.2795060536684044,-2.2763958555169688,1.8260748027008264,1.9294189257142926,MOCADB,0.7263513386770798,1.8039123612066603,2.5786983104092456,0.06366670312244131,-1.0380724433834534,1
MOCADB,Gaia DR2 5536048368781472384,5536048368781472384,116.7909557,-40.3300641,,,0.5,0.1,0.045,0.069,association,5.1529975021204715,0.0325,2.8301,,,1.0076602,False,16.15121,,07470984-4019484,12.317,0.023,0.0022403473052009,0.0001157541326043,12.3147596526948,5.875059312394352,False,0.4645300635872973,0.0111888651585668,0.0113749876151207,75.58356403119122,0.0066151948033789,5.528374205158784,-0.3010299956639812,2.0,-0.33298617396836994,1.8784273665779005,0.7425974319304078,-1.951213959974384,-1.944049067522513,1.6532125137753437,1.8388490907372552,MOCADB,0.49320468118050687,1.7224681787110225,2.97041073162479,0.05277985329193558,-0.27753182128897746,1
MOCADB,[IHA2007] N2516-2-2-3617,5290771303417556480,120.2410566,-60.7315767,,,0.748,0.195,0.025,0.025,association,2.6465183241556742,0.229,3.259777,,,1.0335789,False,19.334673,,08005787-6043536,15.373,0.198,0.020367715480536,0.0011373645784287,15.352632284519464,7.466006811206238,False,0.2297783971314713,0.0294771990363534,0.0326982819780695,208.293166514182,0.0035910923652364,40.06597350808726,-0.12609840213553863,2.290034611362518,-0.6386908044014817,2.318675022257569,1.602775699530666,-1.5305137861063356,-1.485475065292168,1.3979400086720377,1.3979400086720377,MOCADB,0.6864002312480791,1.7669891282021293,2.633145565259573,0.05847754451373553,-0.5230454831603886,1
MOCADB,Cl* Melotte 22 DH 652,70495707709395584,57.5268387,26.9717754,,,0.407696008682251,0.1274,0.01,0.0063,association,7.469647336402018,0.0756,3.0636816,2.5893817,0.4743,1.0062532,False,16.917927,,03500641+2658190,12.928,0.027,0.0040116309871249,0.0004131017253016,12.923988369012877,7.290488859033594,False,0.2510494057373217,0.0068999355653673,0.0070051236326472,217.8278961217545,0.001871642778271,42.97212505886158,-0.3896635402421255,2.1051694279993316,-0.6002408023131652,2.3381134968887616,1.6331868309591477,-2.1611549648766704,-2.1545841954956013,1.0,0.7993405494535817,MOCADB,0.5376731419434205,1.7009457914857022,2.4386971431315136,0.05022798911756347,-0.40422363651362936,1
MOCADB,V798 Tau,66950435545271680,57.334666,25.4283263,,,1.434630036354065,0.1274,0.01,0.0063,association,6.971480338793958,0.0485,2.864563,2.401063,0.4635,1.0176995,False,16.213099,,03492029+2525426,12.326,0.024,0.0141073294098209,0.0008308849884061,12.31189267059018,6.528517705059457,False,0.3584484263076747,0.008969195770188,0.0091033973972177,163.48749761519605,0.0087751666474875,20.7134168711241,0.15673991926832304,2.1051694279993316,-0.44557332195221866,2.2134845464498882,1.3162517457246425,-2.0472464965576873,-2.040796498282576,1.0,0.7993405494535817,MOCADB,0.25071128568715856,0.9632392278342693,2.46418017247722,0.009188385924055884,-1.1419302001650622,1
MOCADB,Gaia DR2 2945126011938106496,2945126011938106496,95.1508284,-15.8197656,,,4.129129886627197,0.0324,0.0037,0.0037,association,3.1249308553803914,0.0467,2.0899868,0.85818684,1.2318,1.5232583,True,15.713252,,06203620-1549112,12.368,0.024,0.0133722102463817,0.0006860153955156,12.354627789753618,4.828829851019735,False,0.6266195498896703,0.0159508077102383,0.0162385510921846,41.008889696495075,0.1006886535379694,2.230001708261916,0.6158585443322583,1.510545010206612,-0.20299605969887446,1.6128780110525893,0.34830519573355956,-1.7972173204301296,-1.7894527239089544,0.568201724066995,0.568201724066995,MOCADB,0.4435510225501989,1.2769576467559285,2.1504460483232055,0.018921590826064722,-0.23358736345068354,1
